EntrezID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1
75425	3772	428
70470	3320	890
72340	570	2
21817	3549	6408
228846	5107	40
73399	593	0
329547	1779	1
16803	2525	861
68108	3172	838
319317	5864	49
228850	8366	1738
246747	632	2
545481	2028	48
100045469	6738	0
22348	2805	1
109275	2377	188
100499529	58	2
228852	6485	127
71878	2260	529
71715	3199	380
71081	1127	0
71613	607	0
329554	1097	0
16658	3389	1434
21969	3847	7297
100861957	599	0
18803	4435	2135
320799	4480	405
64899	3523	169
280635	3547	11
100861963	1090	0
71389	10549	2476
383770	465	31
19281	6449	173
77645	631	0
77288	2148	0
100504524	414	21
67996	3547	9845
100862002	603	0
241764	2733	26
27219	2542	0
245866	2124	363
100504576	476	0
17865	3702	289
68236	880	1
100504589	966	7
269389	1675	217
59091	4255	2407
66680	1562	1808
228858	2580	8
228859	1643	85
69517	459	2
100043899	1094	13
68314	843	0
15378	4358	1
76080	4523	881
26943	3694	8142
100862033	463	16
68386	951	5
18769	1431	326
100504604	3403	0
11486	1626	325
22403	1774	134
241769	1032	0
241770	832	0
54401	2775	5611
381404	2354	21
67145	2301	1208
58231	5189	1086
16538	2712	25
209232	2324	0
192200	725	6
68221	466	5
192201	574	0
53878	1570	0
329557	1252	0
20941	575	0
64335	1200	0
20945	532	0
20944	601	0
20568	876	26424
17183	2571	1799
19668	2456	46
20971	2460	34384
66460	1608	778
73603	928	18
52840	4069	1038
78928	2557	2305
67701	708	530
629747	554	0
209351	867	0
75526	755	2
277343	1794	3
433502	807	0
277345	1121	0
629754	540	0
629756	459	0
629761	617	0
408190	1074	0
78239	746	0
641368	443	0
71856	820	19
76233	1245	446
68612	931	179
21925	693	5
101113	1520	219
170789	1151	246
67538	2689	143
71971	2701	237
75642	783	40
415115	1156	103
19025	3674	1897
18830	1806	3381
228866	2752	1178
329559	4570	1793
629777	1121	36
17395	3139	6
57138	6023	20
228869	3091	1147
21939	1784	6
72211	702	0
104010	3586	1
100862070	840	0
228875	2109	396
140579	5871	1619
381405	3311	1
228876	5033	160
74614	1956	0
114644	3224	1
381406	1868	137
170441	3347	148
14049	2364	3536
228880	6664	1887
17979	7531	2007
72043	4133	369
670775	383	0
319684	1636	0
277360	6530	128
76367	4413	102
99371	8777	785
110750	3604	2228
20853	2995	5143
228889	2592	2067
98999	7218	644
68949	738	1400
100217443	66	27
16500	11153	108
19223	1751	14
56336	4205	253
77031	4510	644
263876	3996	1855
81018	3001	2072
20613	1589	273
66589	1950	455
407243	1700	625
12608	1504	19718
329562	2140	43
19246	4213	3136
69553	2935	9
58220	3399	875
77017	1309	0
11538	4903	3709
13480	2293	764
69372	1682	186
241794	2316	4
18019	8348	2297
100038688	1516	5
11981	3529	2419
99377	5073	1
100502777	1460	8
22722	2753	199
75508	472	0
619302	1153	0
228911	5113	3692
446211	1175	1
100043910	2106	15
228913	5843	929
100502923	1450	3
76960	3090	38
73303	1174	0
13081	3296	14
109054	1059	444
100502946	3172	27
67637	1395	0
76829	1774	13
75655	856	0
228942	2799	0
17201	2623	0
67017	3605	681
20878	1905	190
67337	1820	268
320664	4437	0
66404	2142	941
654821	2220	1
76426	649	3
21420	3069	6586
12162	1968	2824
26972	1755	4
66679	1742	677
100862165	626	7
56190	1777	3677
664799	3217	10
100862176	1240	5
619800	534	1
74161	3476	8
18534	2617	2
58203	2162	56
65112	4531	14228
72221	641	0
70065	1167	1
100043911	4466	133
19334	1909	761
75485	896	0
56491	6969	1623
228960	3736	1135
228961	2097	2241
100038374	874	0
100503083	626	1
723906	79	0
723832	82	0
56802	2248	1
14683	6061	20523
57314	2279	404
64138	1393	2291
545486	1406	2
67126	414	2027
66390	1389	754
100043757	9807	1
13616	2963	6
664987	625	11
545487	447	2
100043761	1743	62
620790	1665	0
665001	3055	8
100862168	558	0
100862183	666	360
100503353	3382	11
100043764	1587	2
100043914	1458	4
100043915	4538	0
545490	1473	2
100043126	1458	54
100039017	4538	48
13999	3383	47
626832	3788	100
667962	3586	6
100039060	4539	34
628147	2179	0
100302432	1127	2
668039	4538	0
100303732	3586	9
100043381	1628	2
100503949	1295	0
100043387	1621	1
100039123	1311	0
626877	1699	4
627901	1440	0
635470	514	0
628308	4664	144
433520	3712	64
100504328	1497	0
626802	4020	116
329575	4376	119
665205	1101	0
665211	4725	65
626848	4206	97
353208	1779	58
74189	5700	5
320558	5688	5
228966	3267	187
71532	2280	33
381409	2891	0
68175	735	0
12561	6343	28
228980	4422	1049
66730	1905	55
241846	2534	870
26444	881	2817
269397	4369	369
52856	1699	184
99296	2432	5
228983	2745	596
56436	1429	537
16776	11388	14718
66481	391	1340
100526556	76	10
252966	2945	984
271887	2319	1
14464	3302	1
100036520	1678	0
320485	1336	2
622283	2019	1
387136	77	0
723954	104	0
108115	3087	220
18216	3916	0
73247	1192	167
72075	2288	2121
12841	2846	4191
277353	2208	16
23856	12416	3771
76425	1850	371
228993	2197	24
140489	2520	2
676369	1913	0
100862056	763	0
723951	68	0
228994	3171	3411
329581	1178	0
58237	950	2
228998	2993	966
73368	4189	35
11438	4437	0
16536	6477	0
13628	2046	1
66496	797	556
20459	2286	3
20811	2547	13
332713	1381	1
229003	10109	5704
229004	4050	1097
100862073	459	0
20262	1136	0
269400	4439	644
76688	2596	881
229007	2511	979
72699	1959	752
329584	2986	145
72147	3336	129
241850	1775	2
66314	2306	1300
13002	3674	2622
68556	1811	681
100271841	2270	29
269401	5372	988
229011	2099	51
68879	3055	1074
20672	1619	102
21400	1163	99
56470	1457	373
277496	716	1
18389	3314	5
17932	6395	0
245867	3509	565
67005	2925	479
672125	2550	0
30942	4180	0
100503859	1533	0
100503882	1997	0
72608	783	3
80892	13874	1118
19302	2270	321
69347	788	0
18767	3683	1088
67306	3361	832
16196	2475	142
100504139	1595	22
75476	436	0
383820	3174	0
620966	1712	43
20257	1904	87
15213	2205	424
66230	722	313
100504173	461	9
21985	2543	1059
75149	848	0
229055	7449	2555
320088	3135	3
170753	13844	1660
94212	8256	357
100862399	374	3
16592	932	591
100041480	1660	545
18857	1364	2
21884	581	1
11770	642	3927
75497	2512	0
55980	2601	1090
241877	3923	4
66361	1591	107
66371	1790	301
74718	2654	307
100038545	1523	0
76897	2680	0
75203	1077	0
622229	14357	0
140918	1730	0
71710	5930	362
13559	1749	431
69126	401	68
71934	2299	1338
12346	1248	0
12350	1537	12
100862241	946	1
12349	1790	47
77127	1581	0
751864	618	0
320832	1232	0
668101	1496	1
100038947	1456	0
381484	913	0
229096	5313	3178
100038486	3385	0
70441	1363	1
723950	109	0
75439	509	0
59058	3190	3
13123	2166	156
73959	646	0
622921	456	0
74252	2931	553
67472	3099	1281
18583	3638	866
66326	1068	0
381485	1787	0
12918	1320	0
100039304	727	301
70808	4114	112
100503666	606	3
100046095	1242	2
12870	4993	7596
12807	4616	393
20585	5353	578
27357	1701	236
12873	1453	6
76703	1494	0
11608	2147	1
81004	8127	950
19784	238	0
635702	2431	72
192167	5673	14
70862	2104	0
13605	4117	316
76657	861	0
320024	4394	140
100861946	1345	0
22035	4944	254
208188	4433	3
72007	6875	5350
100526525	96	0
208613	717	0
18805	5153	1223
665113	7336	1891
20526	2571	2
208691	4992	220
68028	477	843
385263	2120	0
75740	2813	1
791072	98	0
14013	5504	69
545510	2123	0
76652	1892	1
80732	4157	608
71827	1840	3
68307	2387	0
320352	1548	0
75953	3191	0
69276	3966	3852
71862	2206	217
241915	11066	1922
18759	4465	5876
100861964	723	0
20482	6717	22665
18417	1872	6
241919	8842	1
72413	2919	0
22401	7784	251
67576	1950	1
18706	8917	2166
100502876	720	2
67778	2061	312
67414	4531	1472
14696	2751	59
56456	1969	1186
74600	872	85
66046	999	1150
72607	4686	175
58869	3497	16
73874	1058	0
100502904	2529	0
67120	11072	846
51938	3616	45
14359	2326	2783
67713	1015	67
320478	2970	0
100316679	79	0
20674	2457	3
100041108	960	0
100861998	452	0
625963	3135	0
76295	4864	2057
114893	4745	842
72039	2992	616
654424	4451	1
241943	2478	0
229211	3913	2047
241944	6625	655
229214	1801	2
11747	1724	4167
100862007	518	0
72282	911	3
329623	2199	0
100503068	2461	0
50911	1617	389
12428	2811	347
71492	2598	153
22065	3694	34
229227	15883	3243
21744	1972	2
16183	949	7
60505	3072	0
207175	1059	42
241950	2433	43
329626	1441	4
14173	695	91
229228	1072	223
57815	2910	824
100862034	657	5
24063	2490	1658
381438	1215	4677
626410	1827	0
71342	1257	0
99696	4915	746
329628	16109	729
100040882	2439	0
380614	6114	233
73333	2110	2
18415	3558	329
20873	3547	232
72175	3051	104
100039027	794	5
100039043	1810	0
269423	2492	34
73297	2345	0
214048	1705	2064
70804	3007	1517
100038440	2742	0
78706	2168	1
269424	5952	1759
67161	3020	397
73852	3574	12
72511	922	0
18526	11797	224
72274	583	1
241989	5218	21
666202	748	2
66332	3370	0
329633	2127	0
73173	5168	1493
26570	9227	1041
100861917	675	0
12457	3069	7536
69257	2676	6015
67749	1430	16
669130	630	4
66377	414	201
74838	6090	2908
19338	3488	905
73251	7356	2783
100039684	719	15
211666	589	3
433586	6514	905
100504153	2189	0
56458	5552	3404
329639	1805	1
622124	3515	1
100862096	727	0
67542	2920	413
108927	2089	4929
212114	1560	139
212127	4321	1168
229277	864	3
242022	12348	776
319979	2312	1
67890	4867	933
22066	4992	1
50706	3295	109952
56790	1968	1117
69639	1282	559
66248	1471	491
55994	5368	42
170767	2162	295
329641	3086	1
12427	1566	2
70970	973	0
229285	4054	455
320604	2268	9
74434	2348	0
13175	12995	1409
100503655	2208	0
26422	10983	1105
17116	2778	19
71182	961	27
17112	1902	14922
229302	1400	3
97064	4784	7026
100861809	431	0
52245	2961	129
242037	1759	0
24017	2864	1380
18645	2020	240
67850	1642	0
72033	8829	5255
28146	2451	4334
229317	2299	1916
69227	3546	2971
545527	2195	4
666680	2000	1
20439	2488	1741
71301	938	0
100040293	2177	0
229320	1896	0
100040416	636	1113
329650	10249	102
229323	2225	1
100502786	434	0
140795	1798	3
320463	7333	0
84111	1163	37
74191	2528	0
70839	2338	2
242050	10084	1770
435732	1206	0
433597	1303	0
669780	1200	0
666803	1206	0
229333	2789	0
676914	3050	0
639634	1590	0
67758	1294	0
84112	1571	1
56758	5809	6524
100503654	3662	0
100504925	850	1439
18441	3886	392
74012	4197	771
100503824	1081	14
622434	5205	686
72162	4975	1236
229357	3336	0
17380	4240	12622
269437	6276	8
329659	1541	90
11416	3109	281
100504046	773	0
229363	4567	1310
56544	2739	13
100125586	2484	2
637004	2670	0
637053	2484	0
667060	2484	0
667069	2484	0
319210	1911	0
319217	2484	0
16497	2986	32
319798	1383	1
67437	2885	6906
71004	1861	109
99929	4154	10230
100861877	554	0
624866	4276	47
56706	2145	11071
72789	5320	0
19288	1922	1701
20429	1595	3
66880	3232	454
17349	1161	244
28030	2598	871
17035	1092	364
109222	1411	16
100861992	765	0
66868	2978	1043
100505386	2397	0
208426	1579	0
30953	2692	36
545531	357	332
100038361	6918	0
16159	1370	0
68725	2578	33
68259	4090	799
70099	4082	1641
387175	64	0
723949	95	0
66949	2920	1462
16649	3726	4453
381452	735	0
71619	1200	0
242083	3962	284
26879	1901	55
97112	1739	1100
100862102	291	3
66183	1786	0
229389	2161	1
625901	1804	1
69983	5887	0
386750	3732	0
626082	1357	0
74693	1526	0
12038	6209	8
100504692	2475	0
100861784	363	0
213234	2418	0
67931	1410	0
213248	2919	0
56426	1870	518
20713	3133	126
69193	1031	0
73124	4149	4423
213262	4956	0
76089	6544	908
70924	1463	0
100233207	778	0
329679	7095	763
75879	1364	0
67738	1728	1127
66841	2281	2288
75939	1970	189
381489	2277	0
70652	2292	50
68659	6627	195
14800	7749	0
14658	2988	300
54635	3512	2998
320566	1194	0
229445	3453	516
56720	1635	3
58170	1657	0
54195	3251	512
60596	4654	278
213582	6218	397
18167	3361	0
633285	1789	6
78212	3448	0
79235	5349	19
99571	1523	1749
14161	3370	0
100862155	477	0
110135	1575	24
53317	1771	1293
100038599	3971	81
69460	468	0
20319	2001	274
24088	2855	1379
229473	4909	1364
76915	874	125
80890	5755	524
624713	556	8
75309	1112	0
229474	6073	2928
99889	3023	1211
403175	3459	3
320782	3342	368
50754	4751	1038
654362	525	5
73283	539	0
100042125	1521	1
229487	2307	149
229488	4388	433
320302	2737	189
368202	949	0
27059	6414	3989
20091	943	5203
19870	68	20
19871	71	35
80877	11512	1359
23937	2703	1
70762	4199	16
12480	1245	4
12479	1845	196
170643	7287	7030
100502800	1621	3
100042355	485	320
80891	1991	1
11801	2037	0
229499	2042	0
329693	3451	0
27049	5141	1954
546801	1065	3
213498	5600	1867
625281	348	15
74485	3988	14
73182	4501	258
18211	2588	0
23920	5102	0
27371	4758	1
94315	2053	1091
15191	2245	3416
67707	949	728
229503	2847	292
229504	2893	1288
12904	900	830
18008	6126	742
12032	3808	1
73940	2055	1
100502895	1136	0
66614	1768	392
246703	905	596
214191	2251	0
404710	5676	359
100502914	681	8
17261	2459	1741
76642	983	227
99870	2806	7
100042277	1865	0
100526540	87	0
387133	89	0
58176	1912	22
76927	481	26
12462	1977	5492
56700	1537	1183
71913	2337	109
229512	4447	2672
68957	1670	116
12095	611	63
12097	471	0
12096	624	0
67037	992	282
229517	3581	317
20351	3449	1044
16905	3327	46362
72640	5776	2258
100316808	82	0
53868	1060	242
83409	571	374
94232	3372	2059
66256	1183	2412
16800	4850	1600
242093	1245	8
74200	2999	2370
19769	2538	257
791281	940	0
229521	4567	562
100302730	9833	1678
319830	3629	47
76022	7584	1135
229524	1825	347
65111	4628	1183
192195	11270	3866
72296	3844	425
110196	1461	439
735260	64	0
18770	2802	0
15168	3262	29
12748	2310	822
24045	1482	991
68521	3059	443
14466	1950	456
17827	1522	649
21827	3183	588
100124470	83	0
17829	2235	239
360213	3202	95
66059	516	758
68563	404	254
19729	1022	711
13636	1642	1431
13638	1225	69
100038411	1844	4
13639	1596	172
11490	2989	2301
77772	2312	5
329702	2124	6
22724	3690	421
545539	1568	15
57275	668	25
319945	2188	177
54124	757	525
20416	3713	1920
68911	2911	1210
229534	4481	10296
68603	1506	352
140493	7617	12
56417	6039	1207
11444	5384	11
70093	3081	1226
214547	5745	179
16194	3343	494
54667	5705	2287
23897	1117	547
100503469	640	41
74383	5486	3132
99650	1912	391
73545	3097	115
100124481	80	0
59069	2652	5199
77595	5681	99
57294	575	1113
68328	1071	232
23922	1103	639
78284	1553	91
30791	2344	5867
74343	2629	4308
229541	5399	396
229542	1906	961
26568	2265	672
229543	4460	1269
18160	4065	1889
67781	1973	2134
20615	1916	675
66511	3247	3604
20193	615	1086
20196	715	670
66166	1097	730
67860	1061	2619
628324	315	1
20197	712	19
20198	499	99
20199	432	0
20200	719	8048
381493	741	17
20201	392	6
20202	488	0
384997	2229	0
545541	482	0
635756	408	0
619677	3531	0
229550	491	0
242100	1109	0
16939	1779	31
109314	1183	8
69332	870	0
100862387	803	0
20755	3547	0
100303744	3547	0
100862393	571	0
100042514	704	2
20756	699	0
20758	681	0
20759	647	0
20760	609	0
20761	651	0
20762	752	0
20763	617	0
20764	673	0
20765	639	0
20754	820	2
20766	1222	0
20753	790	14
229562	231	0
16447	1902	3
17235	889	0
78382	791	0
67127	708	0
68720	647	1
73722	715	0
73719	724	0
69611	678	0
68694	712	0
67828	717	1
66195	922	0
67718	706	0
76585	731	0
631101	663	0
433619	2729	0
73730	670	0
66533	1067	1
545548	549	0
66344	561	0
94060	564	0
630994	297	0
69514	607	0
69520	611	0
74175	717	1
66203	877	0
100503731	437	0
229571	2142	0
381457	1628	0
229574	7676	0
100503169	5954	0
14246	8413	0
68723	10658	0
20129	4146	0
99681	5823	385
71325	2066	0
20195	504	2240
20194	650	8840
399673	1093	0
207213	2302	0
399675	1113	0
399674	1098	0
399676	1023	0
668359	2325	0
100042761	1023	0
100043188	2247	0
75778	1730	104
66198	1251	395
271944	1316	9
19885	2503	231
320747	2943	0
76602	1030	1
72634	2650	12
53814	1135	2
78523	1601	499
66353	628	5
78784	2744	2
76742	6247	1145
668409	377	65
22156	2564	501
545551	2228	19
20342	1695	30
70737	5039	65
229584	7642	1895
19172	949	3067
20341	1685	36
53970	4189	282
109334	1958	0
107650	3692	1065
319916	1877	27
78266	4632	459
74937	1085	14
19185	1252	1946
18720	2536	1073
21427	1436	763
50874	1241	58
69269	872	182
217779	2401	145
69769	1122	5
668436	541	276
20360	2843	312
213054	8687	1361
100504029	957	1
56772	2514	232
57912	2820	2136
229588	1470	4
171388	1788	69
229589	3140	279
75007	2834	635
71790	1978	16
100038425	784	5
76893	2019	2334
84505	4660	1212
67654	734	0
668448	407	9
100043305	1119	73
11863	4370	1388
13038	1482	47
13040	1355	20
67981	1511	0
229593	2841	257
56205	2962	2499
100861841	892	2
17210	3488	18631
229595	3856	666
13601	1899	2416
71807	4440	690
75137	8419	876
70767	2732	746
66292	407	287
100042889	1726	1
229599	1395	132
229600	447	6
226548	2851	1027
23831	1625	5
66471	3260	3790
668224	707	7
67220	1370	288
22365	2626	244
229603	8101	1155
194126	2812	476
100504127	3486	39
107701	1697	1400
64051	3920	49
69168	729	99
621893	393	1
319176	390	2
319190	2618	34
97114	1020	4
319192	393	0
15267	578	76
15077	1825	70
97122	348	1
319154	411	1
319189	493	14
14129	2589	8
100504145	2417	0
19844	165	0
19845	165	0
100504171	1749	0
21748	397	0
329716	1159	0
19847	166	0
100038359	2853	20
69585	2021	0
100038464	1673	3
56338	2801	6536
69870	1402	126
545554	2586	26
280411	2509	1429
229613	2828	149
60365	2616	1157
18632	2590	498
213119	5044	167
213121	4054	90
229615	3095	638
78373	1362	75
74414	1796	397
67845	2265	886
54215	2642	4
67583	2051	0
59020	2463	106
67549	1765	446
14616	1394	4
14613	3109	66
66659	1756	902
77578	4652	659
100504261	1538	1
258272	963	0
68058	2989	574
14263	5319	144
108097	4277	887
83679	15208	1004
100504273	464	0
20333	1815	865
433632	891	3
18129	10506	1582
71078	2362	3
67709	1021	0
15360	3294	42
236539	1871	532
242109	5164	28
100043461	1851	0
15495	1785	0
100043456	1747	0
545555	635	2
15496	1607	0
15493	1800	0
15494	1769	0
15497	1802	0
15492	1852	0
56185	2042	0
70560	4388	226
21384	3567	18
74362	7862	4
320613	3221	0
269470	3428	835
14547	2871	489
73806	691	0
74645	2029	1310
17156	7944	3037
242122	2622	436
229644	5801	219
74044	4541	316
630146	3269	6
19221	5786	5566
12481	1144	2
78908	7330	1349
11928	3702	48564
242125	3558	115
242126	6641	284
18072	3353	0
12373	2461	275
229658	3560	760
319951	1864	0
18049	1187	24
78491	590	2
70747	4362	2317
22094	645	5
20957	3437	129
381463	2835	115
66641	2798	482
229663	4201	7362
18176	4470	2052
229665	2342	52
329727	4979	736
68183	1422	905
94093	8868	1856
54524	4416	1
99543	1736	114
15257	8049	3973
140917	4288	189
100503157	633	0
67489	2910	240
229672	2093	30
19260	2728	17
229675	6727	1171
100125931	3781	5
18685	3453	630
99470	6672	619
433634	2771	0
269473	7112	766
20501	4426	6248
624251	785	3847
329731	4317	9
71887	1721	77
11853	1056	2881
17454	3772	124
100504553	859	0
12340	3187	1129
229681	5991	505
22414	3573	40
80281	5000	2914
75269	737	0
78635	1090	2
56543	7226	6
53975	2710	315
109050	4781	106
109905	1294	1046
433637	459	0
11542	2752	2
433638	1066	0
11950	1456	1893
70465	3553	1747
12659	2525	136
100503311	1127	0
229687	1509	0
81600	1526	0
12655	1539	1
104183	1510	0
229688	1668	1
69206	1558	0
72121	2345	236
99712	2773	636
67171	2197	260
321000	3507	203
12508	2802	1
258482	951	0
16491	1968	0
229694	5544	6
109226	1512	0
16490	11582	23
242151	1826	0
229697	1234	0
319929	666	1
246691	414	1
68576	884	312
229699	2186	11
229700	3270	1069
99738	3013	2
229706	6308	97
67591	1376	0
11694	1867	0
229707	3231	1032
229709	3851	4574
12977	4422	7414
280047	662	1579
99662	2270	0
100038644	1877	0
329735	5407	217
14866	911	924
68312	1305	32
14867	1152	2
14864	1202	1
14863	1047	101
14862	1294	750
14865	1672	120
109674	3650	1643
14686	1629	14
14679	3211	4354
229714	3686	0
229715	5031	187
72023	4191	150
72522	3011	442
17306	3247	0
26442	1217	386
20661	6755	298
100502732	5241	0
68753	1276	0
100038453	2439	4
56742	1773	71
53883	10543	4434
20226	3704	1727
229722	3326	8
75504	592	4
100217438	61	1
67495	2864	1206
99730	1289	1291
99512	4223	828
100862093	478	0
229725	3601	843
76123	3488	2072
329738	2603	17
20912	2406	548
320181	5122	6
66921	3003	2429
66715	2131	2
329739	5702	620
74686	1538	0
100502813	999	6
229731	3383	659
57257	5084	2124
80883	5481	659
99890	4200	376
625585	1927	0
545562	1413	0
100862117	364	0
109959	1577	0
100043684	3723	0
100862123	364	0
100043686	3723	0
100862131	364	0
100043688	3723	0
100862139	364	0
100043207	790	0
11722	1822	48
67225	3888	603
100502863	628	191
12814	7275	1314
229759	4117	0
13609	3029	922
68161	1406	47
69740	1567	210
66500	9020	1448
58193	3253	335
22329	3398	3712
64378	3450	6
229776	4485	588
66368	1561	545
13171	3292	543
109245	5230	35
229780	3159	100
72776	4241	43
15247	2782	2381
229782	4027	531
77559	9625	652
20321	2576	322
114301	2394	1096
74654	1341	0
433646	1962	0
229791	5690	10
75769	4044	1
76561	2171	240
387155	73	0
791377	1228	0
99586	4437	33
56195	3364	2866
100502997	673	5
66568	1698	50
99887	6224	196
66789	910	286
71994	2003	8346
213603	2560	154
319839	3661	29
100503044	2759	1
619318	1127	0
14066	1876	1573
19299	3399	1415
214137	5091	727
11304	7248	19
14630	1470	1621
100503394	1802	7332
99480	2403	2736
791077	119	1
100043726	905	1
29815	3301	730
214459	5330	5362
242202	6728	359
71647	1156	0
74057	768	4
14079	645	0
100862236	574	0
67704	976	25
99526	4014	1479
59006	1153	1
118449	7116	2389
69608	3857	3468
210529	2625	364
19142	2607	218
69895	785	623
100306957	130	0
83398	5338	5
668809	468	0
229801	2224	1
71824	1983	0
384775	757	0
64580	3489	1
22239	3599	7
271970	3690	144
100047282	210	29
108058	4461	784
109676	7547	597
100862268	1766	0
100043364	3484	4
28036	2121	1166
723948	74	0
723835	68	0
723920	69	0
723928	66	0
723911	75	0
71643	7048	187
11924	2217	3
71481	4795	156
211550	2137	287
211556	2391	664
70617	1603	152
329753	4188	0
100038383	1964	0
402774	2348	0
18741	2748	2
13809	4208	74
435755	1040	0
170439	5951	457
13645	4757	15
319224	3869	1
242235	1683	1
20132	1394	2
68147	1271	763
12630	2073	1
66350	1654	173
12368	1455	370
66815	1318	12
99683	4702	1888
77018	7481	79
71760	2718	0
66357	1062	758
100862291	328	0
68436	595	220
16842	2460	0
15107	1720	1399
71519	2331	12
100503594	2715	4
74442	5791	777
23971	2600	3109
100862309	561	0
56811	3705	24
433653	672	0
13722	1122	699
100862343	411	0
271981	4108	189
114249	3732	173
67553	2620	357
71793	2988	475
77669	1912	1
74776	1211	411
214133	9181	707
319478	5619	13
100316832	79	0
75208	970	0
21338	3764	7
229841	7813	196
69772	1172	11
97086	2243	16
74446	2245	3
67006	2869	840
319587	500	275
66105	2619	7115
110173	3675	122
668745	678	482
18033	4118	5234
791324	1395	0
67547	3707	286
71038	937	1
100039350	489	0
242248	3248	3
70055	985	0
19055	2194	1883
59308	1461	416
229862	957	0
73284	2721	19
51788	957	377
100503440	615	4
70604	1851	100
56692	1263	408
26377	3088	92
100503465	543	0
329763	1665	0
17777	4410	104
108943	3935	473
67741	1715	0
68369	824	0
11529	2079	12
11522	1334	64
69117	1341	0
100417514	1284	4
639769	2789	0
26876	1312	0
11532	1533	1302
75624	2549	1259
13684	2882	3188
100316706	65	6
74635	1418	0
56224	3172	920
229877	3663	1772
229879	612	0
381476	2818	0
18598	2352	0
22253	9296	34
12167	5336	67
56376	6812	2519
229898	3021	87
229900	5552	429
55932	2639	206
14468	2820	57
14469	2455	1331
229905	2246	179
229906	1253	1078
109333	6207	3392
320229	3521	6
320072	1652	0
621809	921	0
16911	2049	4447
545572	710	3
23908	4811	1089
93684	1510	4356
54673	3949	2203
12722	3022	6612
80797	3654	14532
229927	3306	42
622139	709	0
99709	2997	0
100504497	1625	0
99663	2998	0
23844	2935	1
229933	3921	24
52184	2584	347
71355	7137	1
229937	2813	309
16007	2028	11817
100216343	1700	37
69219	3747	21
100504532	648	0
12042	1760	2440
66421	975	442
214804	5495	1755
242253	3082	17
171166	1712	0
68279	2666	19
65086	2494	88
100038607	2419	0
99167	3696	308
74245	2629	144
70951	1920	89
14707	535	492
70285	2614	555
56629	2299	0
22262	1843	3
100286843	3174	1
75015	1014	0
18749	5081	2092
70892	6075	21
99633	6052	3003
100038391	4059	0
381482	2424	0
100628568	71	0
100504653	1897	0
170757	4106	379
99899	2909	22
15061	1296	0
19220	4414	0
54120	1264	84
67035	2927	4028
51886	6491	1754
68810	2566	1796
215708	5355	451
170822	4194	1577
108946	7668	2937
229949	3103	18
99542	1853	0
329777	4867	1027
26938	2000	4
20447	3885	37
545578	465	5
70594	1834	0
66772	1048	1
72317	495	0
55993	3327	1
19352	1686	2537
100217468	45	14
100217425	61	0
11364	1845	1043
242259	4098	0
16875	1978	0
99686	2164	0
209584	4404	31
12972	2507	182
209601	2009	1
435766	3042	0
75540	3493	159
74435	2650	12
329780	3451	0
329782	4170	0
320840	5922	1
100502679	2293	0
53861	2616	1127
387181	71	9
19218	2018	2
107869	1801	305
433667	2654	1422
69207	3664	4056
67144	4092	443
242274	5918	0
624759	2832	87
76131	3323	22
19892	1843	0
68151	2769	4440
100312470	921	0
100312471	921	0
100039044	839	5
666513	1056	2
100499523	102	0
72098	2605	529
116940	4328	512
70143	874	0
17096	3456	189
70720	1850	0
67427	502	5790
17451	1448	0
56711	4635	19
66433	696	275
242285	1379	1
242286	1181	0
18619	1412	76
242291	4636	1782
73872	1205	0
242297	1995	187
100504030	590	0
68053	4735	271
13122	4172	0
53378	2553	5872
18201	3507	1056
252838	2852	271
71510	1077	0
12319	5722	537
100039478	333	2
59021	2057	2638
666752	584	1
320790	9338	3123
74438	3604	1
65973	12295	5818
320152	3969	1
242316	3532	81
74662	1433	0
73624	568	0
100499521	131	0
67157	2120	297
100039746	887	6
71801	2920	736
76947	1082	80
100503518	1368	3
735261	86	4
60599	5430	1151
12448	3217	81
72656	4970	1143
381510	2984	383
100861935	1013	4
207920	3864	2076
634834	1197	107
66185	7115	1578
623474	7051	88
100503583	4572	11
14579	2257	15472
12557	3462	68
381511	4298	352
100503636	1066	5
100038424	1706	1
329795	3456	338
77604	3426	441
72397	3283	131
68099	1326	558
208820	1501	155
100039988	632	1424
12395	6899	20
208890	2371	2
73314	1210	0
72201	3259	1052
72519	2280	425
100038514	896	4
69352	4922	0
100201	4681	2669
12307	2867	0
67460	2959	758
27354	2491	488
209212	2647	369
192656	1901	444
100415915	1852	3
17389	4576	13
30952	4708	1
70568	5646	1337
66302	1875	91
107568	5070	778
74087	2134	0
242341	2503	3
74988	1259	0
50500	3053	51
14590	1326	465
269513	2895	82
230025	3174	0
51813	3868	315
77032	1587	15
77593	6007	650
67735	2122	6
66625	4545	1232
230027	2613	139
76132	9342	1099
269514	2479	348
18992	6272	0
212377	4467	233
212390	2386	6
68493	3632	372
319564	1872	1
81006	2370	14
57756	1105	26
67490	4335	476
625732	491	10
14348	11990	48
242362	4628	375
75360	561	0
13841	7967	260
75332	891	0
26409	5763	2136
100038651	2744	3
100504106	1924	2
12014	8493	601
414068	1661	0
14610	1518	0
26885	6804	473
100019	17959	4162
108755	1344	114
140577	4817	217
52187	5047	387
100504166	3850	122
56228	3522	3183
14409	1820	5
14408	2251	5
242377	5578	220
272009	2939	86
108767	1925	6890
24018	4153	598
12801	5807	239
67652	1073	1
636187	483	0
433693	1719	824
50793	6313	710
109093	1867	217
