EntrezID	Length	MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1
329509	1266	8
320632	6740	2154
26371	3075	608
69470	4401	1409
99138	3118	645
13537	1618	127
215095	2377	0
11552	3936	0
215456	2628	23
68126	1226	189
56461	3227	1730
192212	4266	581
72180	2989	59
77721	1434	197
100861602	931	12
17153	2778	11
100038529	1767	0
228576	1967	314
53885	2260	427
67885	811	147
12235	4337	29
74121	2862	9
100503008	1707	0
12125	5037	3760
100043424	4492	66
241634	1026	0
100503333	210	0
17222	8967	2611
17289	3554	198
72477	4622	1781
70370	2909	407
57432	1567	102
78751	4916	113
668894	4236	13
100503381	2974	41
69737	4562	502
20017	3998	139
66170	1303	92
100048701	1006	0
20515	4165	1766
329513	3433	1
70466	3137	39
100503468	1781	1
16175	1974	4
16176	1328	7
329514	1396	0
668896	682	189
228592	1925	0
19261	4229	309
18610	747	0
654409	3091	53
67333	6195	1197
21818	4110	8
99169	2982	3
241636	3310	0
20638	1121	3217
192140	3216	0
67134	1895	1167
100217452	59	1
100217428	63	10
170718	1520	1945
228598	2670	124
56264	2421	51
75656	733	5
66766	1139	3
319513	3654	320
80743	3206	577
19262	3609	1722
321014	1409	15
99045	962	216
18429	471	6
11998	507	1
140629	3884	69
380601	3164	69
241638	4204	539
77006	1101	1239
16434	1159	75
100861692	363	0
269356	3201	136
228602	4973	917
100043766	2136	20
613258	2375	33
11990	8740	1272
14588	955	0
110751	3165	10
20612	6387	6
72630	2945	96
67326	1241	151
70997	2264	126
12616	2724	1783
12531	3151	165
69596	1432	31
228607	3190	335
74450	4266	542
723825	86	0
51902	5565	579
228608	2262	403
11550	2394	9
414081	3631	0
71995	3378	0
19122	2186	5112
26434	3177	35
215653	4785	229
100861699	1019	0
54338	6364	587
70612	1593	262
18538	1260	2485
110911	8278	1914
246313	4533	0
70845	1075	0
70371	847	0
100038551	1782	0
74182	5052	522
767814	2497	0
73747	1471	47
12653	2733	3
66926	2820	234
66634	3203	83
66586	2059	204
320974	3475	8
241639	5255	1206
12156	2515	38
100526500	87	0
15112	2029	3
52837	5148	584
18795	7116	4054
78805	2502	0
320684	2288	0
18798	3692	235
76161	1955	2
241656	4773	0
228642	2407	0
319196	2723	0
20614	2119	0
59030	3195	339
74243	3111	58
16449	5493	3829
228662	5111	318
100316816	79	0
228677	2759	5
319909	2944	897
75812	2505	164
66580	3392	484
69487	2732	126
228684	2219	0
72899	5041	42
71436	4537	304
100503716	1692	0
100038667	3568	0
16558	5445	917
20639	1230	652
57329	917	0
378776	4233	0
18549	4745	1
378775	3370	0
12075	2372	23
100043534	498	1
56431	1900	88889
81910	5484	6289
403171	528	0
433481	1743	4
69178	2621	2279
100313519	221	4
74528	2707	176
107586	1534	25
100048644	322	0
228714	3751	324
668917	1079	1
171588	1557	2
241688	6831	45
70408	4160	324
26450	2160	665
27054	2915	628
228715	459	106
66044	1283	376
66328	750	0
94249	3436	405
627302	1814	0
408057	2084	24
74030	4657	1667
67877	1172	226
66877	3111	778
78774	1561	2
100503181	837	0
53626	3024	1
241694	9613	321
77806	958	1
74065	737	0
228730	2150	541
24128	3370	1480
228731	1065	0
18088	2448	0
100313531	4345	0
99041	735	0
18503	2639	0
381384	1331	0
15376	2127	0
20608	1388	1
21824	3718	211
17064	6638	323
56488	1101	75
74533	4135	396
17957	3693	52
228756	610	0
78240	606	0
78609	601	0
69362	546	0
13012	703	0
69294	765	0
13013	686	0
77705	658	1
100503216	337	0
13010	742	972
433483	783	0
58214	789	0
100503289	1276	0
433485	2055	0
104348	4096	66
100271882	1728	0
245174	6920	16
100504621	927	9
100216455	3018	1
69277	648	6
668923	2770	27
545471	2706	0
13011	986	0
71881	2190	978
100861792	754	0
68738	3594	28
109344	936	0
114889	3568	0
12497	2500	52
110078	3838	5497
76192	1967	604
69270	1161	16
78177	5093	169
67311	1375	17
433486	2672	0
381390	1923	0
100038513	1853	0
74660	1466	0
100502706	1339	0
100125594	631	0
381393	2682	0
386649	1355	721
14225	1641	2115
228765	1385	34
241727	4689	565
668929	1650	0
228767	1468	0
108832	1435	30
228769	3542	414
75283	1636	0
228770	2371	0
11602	1530	0
100316704	89	0
73847	2119	947
69698	2766	17
545474	3395	0
76650	2583	2160
21407	932	18
12995	4205	809
67231	1936	721
24105	2541	1419
228775	2051	169
791417	1997	0
228777	1380	0
20667	4436	170
67917	3089	110
228778	1682	1
629114	624	0
319579	690	0
442835	625	0
654457	647	0
545475	397	0
75400	405	0
403172	426	0
246700	394	0
433490	388	0
266620	468	0
654459	293	0
19700	1603	7
14950	9937	1504
66405	799	127
15901	911	104
84682	727	54
12048	2371	699
72119	4365	82
228785	2948	0
14239	1311	18
252864	3346	0
74711	3121	0
68559	1229	320
228787	2711	0
228788	2158	15
15162	2092	1
99237	3895	792
100504160	207	2
241732	3072	56
54711	5407	105
140484	5607	595
16569	5632	556
72326	1898	43
228790	6674	1860
329540	6523	1241
99311	3288	463
13436	4322	141
13589	7330	8481
329541	1463	7
76407	1155	0
66557	1730	0
228796	1667	0
378700	1821	0
381399	2115	0
545477	1572	0
19194	961	0
73388	1095	0
18843	1104	0
67135	1085	0
228801	1712	0
228802	1637	0
71425	2040	0
433492	2048	0
66971	1970	90
20648	2115	442
12396	6080	574
56846	1810	1
75480	735	0
70362	1501	2
13555	2460	72
59038	1468	304
228807	3224	78
100504252	970	0
75608	1606	2877
668936	1113	115
19383	1842	6251
67204	2513	1687
50518	692	0
269378	2543	56
100504268	1394	0
16396	5389	1635
67068	686	1133
66734	965	2915
228812	1621	400
735287	109	0
68728	3934	3415
56406	6872	1286
207182	2611	146
60525	2833	320
74945	629	2
14854	1857	329
668940	6163	14
735275	79	0
56407	3198	1482
108687	2294	625
19124	1504	321
17391	4304	3
613262	1392	349
16418	1495	1808
71405	2337	28
56046	2671	279
14563	2317	3
16328	7982	426
320095	1971	8
66366	1297	2096
74562	6105	0
245865	1502	11
266692	3520	3107
75710	3752	1924
18041	2053	306
67067	630	406
170791	2812	6214
228829	5733	581
19018	760	363
70873	2106	34
347740	4917	1445
13821	6517	1413
68295	3590	467
100504350	2527	0
228836	5655	1411
74846	995	4
98932	1083	62509
100504361	758	5
228839	2792	794
74487	1509	16
74704	1455	9
67388	1051	439
77799	2508	2
29812	2683	276
66934	2283	27
320706	13232	3023
383766	639	1
56045	4010	1152
100628585	67	0
19650	5416	109
100043882	459	246
629499	3460	0
20014	2716	2381
100861927	927	1
14601	517	1
69161	1107	1360
20779	3887	3270
100046034	333	8
53619	2080	609
18111	1213	725
66642	2731	556
277432	1363	0
75425	3772	440
70470	3320	510
72340	570	10
21817	3549	6986
228846	5107	13
73399	593	0
329547	1779	0
16803	2525	142
68108	3172	229
319317	5864	33
228850	8366	2125
246747	632	5
545481	2028	31
100045469	6738	0
22348	2805	0
109275	2377	80
100499529	58	0
228852	6485	58
71878	2260	148
71715	3199	500
71081	1127	0
71613	607	0
329554	1097	4
16658	3389	669
21969	3847	4356
100861957	599	0
18803	4435	1322
320799	4480	438
64899	3523	107
280635	3547	24
100861963	1090	0
71389	10549	3264
383770	465	20
19281	6449	87
77645	631	0
77288	2148	0
100504524	414	38
67996	3547	4813
100862002	603	1
241764	2733	27
27219	2542	6
245866	2124	330
100504576	476	0
17865	3702	191
68236	880	5
100504589	966	10
269389	1675	146
59091	4255	5142
66680	1562	1354
228858	2580	6
228859	1643	55
69517	459	0
100043899	1094	0
68314	843	0
15378	4358	0
76080	4523	867
26943	3694	7577
100862033	463	7
68386	951	0
18769	1431	193
100504604	3403	2
11486	1626	261
22403	1774	5
241769	1032	0
241770	832	0
54401	2775	4665
381404	2354	17
67145	2301	474
58231	5189	923
16538	2712	1
209232	2324	0
192200	725	1
68221	466	0
192201	574	0
53878	1570	0
329557	1252	0
20941	575	0
64335	1200	0
20945	532	0
20944	601	0
20568	876	1751
17183	2571	418
19668	2456	32
20971	2460	41108
66460	1608	494
73603	928	15
52840	4069	1344
78928	2557	1042
67701	708	121
629747	554	0
209351	867	0
75526	755	0
277343	1794	1
433502	807	0
277345	1121	0
629754	540	0
629756	459	0
629761	617	0
408190	1074	0
78239	746	0
641368	443	0
71856	820	10
76233	1245	319
68612	931	31
21925	693	8
101113	1520	204
170789	1151	225
67538	2689	126
71971	2701	138
75642	783	36
415115	1156	105
19025	3674	1508
18830	1806	5134
228866	2752	1003
329559	4570	1200
629777	1121	23
17395	3139	0
57138	6023	13
228869	3091	521
21939	1784	7
72211	702	0
104010	3586	0
100862070	840	0
228875	2109	336
140579	5871	1911
381405	3311	0
228876	5033	20
74614	1956	0
114644	3224	1
381406	1868	85
170441	3347	164
14049	2364	2416
228880	6664	2079
17979	7531	1913
72043	4133	264
670775	383	0
319684	1636	0
277360	6530	51
76367	4413	47
99371	8777	974
110750	3604	1528
20853	2995	3330
228889	2592	852
98999	7218	617
68949	738	642
100217443	66	7
16500	11153	13
19223	1751	1
56336	4205	86
77031	4510	377
263876	3996	948
81018	3001	1578
20613	1589	132
66589	1950	327
407243	1700	462
12608	1504	8571
329562	2140	28
19246	4213	2269
69553	2935	10
58220	3399	359
77017	1309	0
11538	4903	2992
13480	2293	776
69372	1682	61
241794	2316	1
18019	8348	14652
100038688	1516	1
11981	3529	1514
99377	5073	0
100502777	1460	9
22722	2753	107
75508	472	0
619302	1153	0
228911	5113	5579
446211	1175	1
100043910	2106	29
228913	5843	1294
100502923	1450	0
76960	3090	20
73303	1174	2
13081	3296	24
109054	1059	324
100502946	3172	10
67637	1395	0
76829	1774	6
75655	856	0
228942	2799	0
17201	2623	0
67017	3605	497
20878	1905	36
67337	1820	145
320664	4437	0
66404	2142	894
654821	2220	1
76426	649	6
21420	3069	7089
12162	1968	1002
26972	1755	6
66679	1742	389
100862165	626	2
56190	1777	1934
664799	3217	26
100862176	1240	23
619800	534	4
74161	3476	33
18534	2617	15
58203	2162	15
65112	4531	2545
72221	641	0
70065	1167	1
100043911	4466	121
19334	1909	630
75485	896	0
56491	6969	2476
228960	3736	1179
228961	2097	1340
100038374	874	0
100503083	626	0
723906	79	0
723832	82	0
56802	2248	0
14683	6061	16227
57314	2279	361
64138	1393	1785
545486	1406	6
67126	414	1587
66390	1389	620
100043757	9807	0
13616	2963	1
664987	625	23
545487	447	1
100043761	1743	96
620790	1665	0
665001	3055	20
100862168	558	0
100862183	666	200
100503353	3382	22
100043764	1587	5
100043914	1458	2
100043915	4538	0
545490	1473	5
100043126	1458	61
100039017	4538	86
13999	3383	57
626832	3788	147
667962	3586	11
100039060	4539	71
628147	2179	2
100302432	1127	9
668039	4538	0
100303732	3586	11
100043381	1628	7
100503949	1295	0
100043387	1621	2
100039123	1311	3
626877	1699	7
627901	1440	1
635470	514	1
628308	4664	160
433520	3712	51
100504328	1497	0
626802	4020	134
329575	4376	255
665205	1101	1
665211	4725	122
626848	4206	143
353208	1779	66
74189	5700	1
320558	5688	1
228966	3267	82
71532	2280	7
381409	2891	0
68175	735	0
12561	6343	11
228980	4422	483
66730	1905	50
241846	2534	758
26444	881	1604
269397	4369	194
52856	1699	138
99296	2432	0
228983	2745	441
56436	1429	260
16776	11388	3682
66481	391	641
100526556	76	3
252966	2945	534
271887	2319	0
14464	3302	0
100036520	1678	0
320485	1336	15
622283	2019	2
387136	77	0
723954	104	0
108115	3087	128
18216	3916	0
73247	1192	117
72075	2288	1658
12841	2846	2767
277353	2208	17
23856	12416	2426
76425	1850	366
228993	2197	10
140489	2520	0
676369	1913	0
100862056	763	0
723951	68	0
228994	3171	2174
329581	1178	0
58237	950	0
228998	2993	579
73368	4189	38
11438	4437	0
16536	6477	0
13628	2046	0
66496	797	517
20459	2286	3
20811	2547	8
332713	1381	0
229003	10109	3311
229004	4050	805
100862073	459	0
20262	1136	0
269400	4439	300
76688	2596	647
229007	2511	595
72699	1959	405
329584	2986	79
72147	3336	56
241850	1775	2
66314	2306	1368
13002	3674	1592
68556	1811	912
100271841	2270	28
269401	5372	1080
229011	2099	11
68879	3055	931
20672	1619	44
21400	1163	64
56470	1457	460
277496	716	0
18389	3314	11
17932	6395	0
245867	3509	868
67005	2925	382
672125	2550	0
30942	4180	0
100503859	1533	0
100503882	1997	1
72608	783	3
80892	13874	1120
19302	2270	222
69347	788	0
18767	3683	932
67306	3361	1249
16196	2475	120
100504139	1595	7
75476	436	0
383820	3174	0
620966	1712	19
20257	1904	18
15213	2205	107
66230	722	205
100504173	461	4
21985	2543	699
75149	848	0
229055	7449	1869
320088	3135	0
170753	13844	1054
94212	8256	228
100862399	374	0
16592	932	347
100041480	1660	457
18857	1364	0
21884	581	2
11770	642	2428
75497	2512	1
55980	2601	1575
241877	3923	1
66361	1591	150
66371	1790	113
74718	2654	196
100038545	1523	0
76897	2680	0
75203	1077	0
622229	14357	0
140918	1730	0
71710	5930	367
13559	1749	281
69126	401	45
71934	2299	2465
12346	1248	0
12350	1537	9
100862241	946	0
12349	1790	36
77127	1581	0
751864	618	0
320832	1232	0
668101	1496	0
100038947	1456	1
381484	913	0
229096	5313	2953
100038486	3385	8
70441	1363	4
723950	109	0
75439	509	0
59058	3190	0
13123	2166	213
73959	646	0
622921	456	0
74252	2931	766
67472	3099	1109
18583	3638	724
66326	1068	1
381485	1787	0
12918	1320	0
100039304	727	254
70808	4114	140
100503666	606	1
100046095	1242	1
12870	4993	5569
12807	4616	355
20585	5353	654
27357	1701	274
12873	1453	0
76703	1494	0
11608	2147	0
81004	8127	657
19784	238	0
635702	2431	93
192167	5673	45
70862	2104	0
13605	4117	63
76657	861	1
320024	4394	93
100861946	1345	0
22035	4944	56
208188	4433	1
72007	6875	3535
100526525	96	0
208613	717	0
18805	5153	697
665113	7336	1980
20526	2571	9
208691	4992	232
68028	477	438
385263	2120	2
75740	2813	2
791072	98	0
14013	5504	24
545510	2123	0
76652	1892	1
80732	4157	401
71827	1840	3
68307	2387	0
320352	1548	0
75953	3191	2
69276	3966	3391
71862	2206	129
241915	11066	2061
18759	4465	4026
100861964	723	0
20482	6717	3110
18417	1872	1
241919	8842	0
72413	2919	0
22401	7784	281
67576	1950	4
18706	8917	2034
100502876	720	1
67778	2061	346
67414	4531	1580
14696	2751	77
56456	1969	754
74600	872	46
66046	999	952
72607	4686	249
58869	3497	9
73874	1058	0
100502904	2529	0
67120	11072	975
51938	3616	11
14359	2326	2307
67713	1015	87
320478	2970	0
100316679	79	0
20674	2457	0
100041108	960	0
100861998	452	0
625963	3135	0
76295	4864	1659
114893	4745	745
72039	2992	448
654424	4451	0
241943	2478	0
229211	3913	823
241944	6625	401
229214	1801	0
11747	1724	2666
100862007	518	0
72282	911	2
329623	2199	0
100503068	2461	0
50911	1617	326
12428	2811	49
71492	2598	156
22065	3694	29
229227	15883	4018
21744	1972	3
16183	949	11
60505	3072	1
207175	1059	39
241950	2433	37
329626	1441	1
14173	695	17
229228	1072	105
57815	2910	417
100862034	657	0
24063	2490	1722
381438	1215	2644
626410	1827	2
71342	1257	0
99696	4915	764
329628	16109	2010
100040882	2439	0
380614	6114	270
73333	2110	2
18415	3558	154
20873	3547	92
72175	3051	73
100039027	794	12
100039043	1810	0
269423	2492	31
73297	2345	2
214048	1705	1708
70804	3007	1455
100038440	2742	0
78706	2168	2
269424	5952	1767
67161	3020	279
73852	3574	11
72511	922	2
18526	11797	147
72274	583	0
241989	5218	15
666202	748	3
66332	3370	0
329633	2127	0
73173	5168	2642
26570	9227	2177
100861917	675	0
12457	3069	5859
69257	2676	3548
67749	1430	5
669130	630	4
66377	414	229
74838	6090	1609
19338	3488	655
73251	7356	3796
100039684	719	27
211666	589	2
433586	6514	1083
100504153	2189	0
56458	5552	2045
329639	1805	1
622124	3515	0
100862096	727	0
67542	2920	500
108927	2089	7970
212114	1560	88
212127	4321	496
229277	864	5
242022	12348	923
319979	2312	0
67890	4867	762
22066	4992	0
50706	3295	84363
56790	1968	1102
69639	1282	327
66248	1471	378
55994	5368	30
170767	2162	178
329641	3086	0
12427	1566	1
70970	973	0
229285	4054	461
320604	2268	6
74434	2348	0
13175	12995	541
100503655	2208	1
26422	10983	1652
17116	2778	16
71182	961	12
17112	1902	27424
229302	1400	0
97064	4784	7288
100861809	431	0
52245	2961	106
242037	1759	66
24017	2864	2253
18645	2020	177
67850	1642	0
72033	8829	5149
28146	2451	3093
229317	2299	1327
69227	3546	2759
545527	2195	2
666680	2000	2
20439	2488	1482
71301	938	1
100040293	2177	0
229320	1896	1
100040416	636	537
329650	10249	32
229323	2225	1
100502786	434	0
140795	1798	0
320463	7333	1
84111	1163	38
74191	2528	0
70839	2338	2
242050	10084	1438
435732	1206	0
433597	1303	0
669780	1200	0
666803	1206	0
229333	2789	0
676914	3050	0
639634	1590	0
67758	1294	0
84112	1571	1
56758	5809	9639
100503654	3662	2
100504925	850	1339
18441	3886	47
74012	4197	692
100503824	1081	27
622434	5205	710
72162	4975	995
229357	3336	0
17380	4240	18957
269437	6276	2
329659	1541	138
11416	3109	454
100504046	773	0
229363	4567	919
56544	2739	12
100125586	2484	12
637004	2670	0
637053	2484	0
667060	2484	0
667069	2484	0
319210	1911	0
319217	2484	0
16497	2986	4
319798	1383	2
67437	2885	6002
71004	1861	77
99929	4154	10280
100861877	554	0
624866	4276	56
56706	2145	6323
72789	5320	1
19288	1922	3130
20429	1595	1
66880	3232	535
17349	1161	111
28030	2598	741
17035	1092	424
109222	1411	17
100861992	765	0
66868	2978	1217
100505386	2397	0
208426	1579	0
30953	2692	35
545531	357	237
100038361	6918	0
16159	1370	0
68725	2578	4
68259	4090	738
70099	4082	1170
387175	64	0
723949	95	0
66949	2920	688
16649	3726	3966
381452	735	0
71619	1200	0
242083	3962	2358
26879	1901	94
97112	1739	803
100862102	291	0
66183	1786	6
229389	2161	1
625901	1804	0
69983	5887	0
386750	3732	0
626082	1357	0
74693	1526	0
12038	6209	6
100504692	2475	0
100861784	363	0
213234	2418	0
67931	1410	0
213248	2919	0
56426	1870	557
20713	3133	73
69193	1031	0
73124	4149	4597
213262	4956	0
76089	6544	820
70924	1463	0
100233207	778	0
329679	7095	731
75879	1364	1
67738	1728	582
66841	2281	1896
75939	1970	61
381489	2277	0
70652	2292	58
68659	6627	277
14800	7749	0
14658	2988	134
54635	3512	2054
320566	1194	0
229445	3453	690
56720	1635	1
58170	1657	0
54195	3251	1274
60596	4654	887
213582	6218	271
18167	3361	0
633285	1789	14
78212	3448	0
79235	5349	37
99571	1523	1362
14161	3370	0
100862155	477	0
110135	1575	1
53317	1771	839
100038599	3971	15
69460	468	0
20319	2001	54
24088	2855	1779
229473	4909	1546
76915	874	85
80890	5755	547
624713	556	5
75309	1112	0
229474	6073	2766
99889	3023	1023
403175	3459	1
320782	3342	63
50754	4751	982
654362	525	1
73283	539	0
100042125	1521	2
229487	2307	118
229488	4388	440
320302	2737	122
368202	949	0
27059	6414	5384
20091	943	3018
19870	68	13
19871	71	31
80877	11512	523
23937	2703	0
70762	4199	14
12480	1245	2
12479	1845	59
170643	7287	5398
100502800	1621	1
100042355	485	232
80891	1991	2
11801	2037	0
229499	2042	3
329693	3451	0
27049	5141	1208
546801	1065	2
213498	5600	1758
625281	348	16
74485	3988	6
73182	4501	109
18211	2588	0
23920	5102	0
27371	4758	1
94315	2053	582
15191	2245	2406
67707	949	619
229503	2847	208
229504	2893	689
12904	900	593
18008	6126	212
12032	3808	2
73940	2055	0
100502895	1136	0
66614	1768	108
246703	905	507
214191	2251	0
404710	5676	25
100502914	681	7
17261	2459	1349
76642	983	200
99870	2806	4
100042277	1865	0
100526540	87	0
387133	89	0
58176	1912	12
76927	481	31
12462	1977	3506
56700	1537	1199
71913	2337	56
229512	4447	2185
68957	1670	173
12095	611	100
12097	471	1
12096	624	0
67037	992	104
229517	3581	282
20351	3449	2985
16905	3327	57811
72640	5776	628
100316808	82	0
53868	1060	32
83409	571	425
94232	3372	774
66256	1183	1483
16800	4850	1559
242093	1245	2
74200	2999	1929
19769	2538	443
791281	940	0
229521	4567	99
100302730	9833	1198
319830	3629	31
76022	7584	712
229524	1825	269
65111	4628	903
192195	11270	3604
72296	3844	184
110196	1461	689
735260	64	0
18770	2802	1
15168	3262	17
12748	2310	511
24045	1482	827
68521	3059	475
14466	1950	236
17827	1522	476
21827	3183	737
100124470	83	0
17829	2235	166
360213	3202	38
66059	516	519
68563	404	225
19729	1022	531
13636	1642	1401
13638	1225	53
100038411	1844	0
13639	1596	94
11490	2989	1645
77772	2312	7
329702	2124	13
22724	3690	419
545539	1568	19
57275	668	18
319945	2188	177
54124	757	338
20416	3713	1464
68911	2911	908
229534	4481	25001
68603	1506	689
140493	7617	5
56417	6039	1011
11444	5384	9
70093	3081	962
214547	5745	63
16194	3343	1431
54667	5705	1304
23897	1117	387
100503469	640	24
74383	5486	2490
99650	1912	225
73545	3097	64
100124481	80	0
59069	2652	4762
77595	5681	121
57294	575	676
68328	1071	240
23922	1103	489
78284	1553	165
30791	2344	4271
74343	2629	2628
229541	5399	182
229542	1906	502
26568	2265	588
229543	4460	899
18160	4065	1579
67781	1973	1157
20615	1916	645
66511	3247	2861
20193	615	1368
20196	715	581
66166	1097	60
67860	1061	2480
628324	315	9
20197	712	53
20198	499	575
20199	432	1
20200	719	31739
381493	741	35
20201	392	4
20202	488	0
384997	2229	0
545541	482	0
635756	408	0
619677	3531	0
229550	491	0
242100	1109	0
16939	1779	54
109314	1183	5
69332	870	0
100862387	803	0
20755	3547	0
100303744	3547	0
100862393	571	0
100042514	704	0
20756	699	0
20758	681	0
20759	647	0
20760	609	0
20761	651	0
20762	752	0
20763	617	0
20764	673	0
20765	639	0
20754	820	0
20766	1222	0
20753	790	9
229562	231	0
16447	1902	0
17235	889	0
78382	791	0
67127	708	0
68720	647	0
73722	715	0
73719	724	0
69611	678	0
68694	712	0
67828	717	0
66195	922	0
67718	706	0
76585	731	0
631101	663	0
433619	2729	1
73730	670	0
66533	1067	10
545548	549	0
66344	561	0
94060	564	0
630994	297	0
69514	607	0
69520	611	0
74175	717	5
66203	877	0
100503731	437	0
229571	2142	0
381457	1628	0
229574	7676	0
100503169	5954	0
14246	8413	0
68723	10658	0
20129	4146	0
99681	5823	127
71325	2066	0
20195	504	3263
20194	650	8583
399673	1093	0
207213	2302	0
399675	1113	0
399674	1098	0
399676	1023	0
668359	2325	0
100042761	1023	0
100043188	2247	0
75778	1730	63
66198	1251	13
271944	1316	5
19885	2503	296
320747	2943	1
76602	1030	1
72634	2650	4
53814	1135	8
78523	1601	267
66353	628	2
78784	2744	1
76742	6247	916
668409	377	33
22156	2564	87
545551	2228	16
20342	1695	19
70737	5039	39
229584	7642	965
19172	949	2451
20341	1685	35
53970	4189	350
109334	1958	2
107650	3692	962
319916	1877	33
78266	4632	305
74937	1085	8
19185	1252	1579
18720	2536	717
21427	1436	516
50874	1241	23
69269	872	122
217779	2401	149
69769	1122	7
668436	541	251
20360	2843	105
213054	8687	1276
100504029	957	5
56772	2514	95
57912	2820	1977
229588	1470	11
171388	1788	32
229589	3140	263
75007	2834	392
71790	1978	15
100038425	784	6
76893	2019	1500
84505	4660	697
67654	734	0
668448	407	11
100043305	1119	38
11863	4370	1387
13038	1482	55
13040	1355	1
67981	1511	0
229593	2841	231
56205	2962	2085
100861841	892	1
17210	3488	12588
229595	3856	1328
13601	1899	1554
71807	4440	397
75137	8419	571
70767	2732	254
66292	407	316
100042889	1726	9
229599	1395	21
229600	447	5
226548	2851	776
23831	1625	10
66471	3260	1694
668224	707	13
67220	1370	441
22365	2626	203
229603	8101	1086
194126	2812	792
100504127	3486	32
107701	1697	678
64051	3920	70
69168	729	74
621893	393	1
319176	390	3
319190	2618	56
97114	1020	10
319192	393	0
15267	578	126
15077	1825	108
97122	348	1
319154	411	1
319189	493	14
14129	2589	7
100504145	2417	0
19844	165	0
19845	165	0
100504171	1749	0
21748	397	0
329716	1159	2
19847	166	1
100038359	2853	12
69585	2021	0
100038464	1673	5
56338	2801	7029
69870	1402	123
545554	2586	29
280411	2509	1395
229613	2828	113
60365	2616	695
18632	2590	292
213119	5044	115
213121	4054	163
229615	3095	656
78373	1362	40
74414	1796	314
67845	2265	772
54215	2642	3
67583	2051	1
59020	2463	84
67549	1765	239
14616	1394	1
14613	3109	36
66659	1756	553
77578	4652	311
100504261	1538	3
258272	963	0
68058	2989	194
14263	5319	112
108097	4277	1407
83679	15208	881
100504273	464	0
20333	1815	684
433632	891	0
18129	10506	1726
71078	2362	5
67709	1021	0
15360	3294	11
236539	1871	323
242109	5164	43
100043461	1851	0
15495	1785	0
100043456	1747	0
545555	635	2
15496	1607	0
15493	1800	0
15494	1769	0
15497	1802	0
15492	1852	0
56185	2042	0
70560	4388	164
21384	3567	9
74362	7862	2
320613	3221	0
269470	3428	350
14547	2871	412
73806	691	0
74645	2029	515
17156	7944	3960
242122	2622	1657
229644	5801	483
74044	4541	277
630146	3269	3
19221	5786	3773
12481	1144	0
78908	7330	548
11928	3702	57152
242125	3558	14
242126	6641	200
18072	3353	0
12373	2461	4817
229658	3560	1002
319951	1864	1
18049	1187	215
78491	590	0
70747	4362	5812
22094	645	17
20957	3437	121
381463	2835	0
66641	2798	804
229663	4201	6712
18176	4470	1674
229665	2342	76
329727	4979	797
68183	1422	719
94093	8868	1240
54524	4416	0
99543	1736	21
15257	8049	3973
140917	4288	138
100503157	633	1
67489	2910	248
229672	2093	41
19260	2728	20
229675	6727	691
100125931	3781	1
18685	3453	506
99470	6672	380
433634	2771	0
269473	7112	557
20501	4426	2716
624251	785	1892
329731	4317	6
71887	1721	49
11853	1056	3333
17454	3772	86
100504553	859	0
12340	3187	1072
229681	5991	497
22414	3573	24
80281	5000	2296
75269	737	0
78635	1090	0
56543	7226	10
53975	2710	108
109050	4781	154
109905	1294	1927
433637	459	0
11542	2752	6
433638	1066	1
11950	1456	1762
70465	3553	593
12659	2525	64
100503311	1127	0
229687	1509	3
81600	1526	0
12655	1539	0
104183	1510	0
229688	1668	3
69206	1558	7
72121	2345	299
99712	2773	778
67171	2197	290
321000	3507	204
12508	2802	3
258482	951	0
16491	1968	1
229694	5544	2
109226	1512	0
16490	11582	14
242151	1826	0
229697	1234	3
319929	666	2
246691	414	1
68576	884	330
229699	2186	9
229700	3270	590
99738	3013	4
229706	6308	10
67591	1376	0
11694	1867	0
229707	3231	791
229709	3851	4794
12977	4422	2540
280047	662	832
99662	2270	0
100038644	1877	0
329735	5407	229
14866	911	1221
68312	1305	157
14867	1152	3
14864	1202	2
14863	1047	27
14862	1294	748
14865	1672	178
109674	3650	699
14686	1629	15
14679	3211	3553
229714	3686	0
229715	5031	157
72023	4191	139
72522	3011	139
17306	3247	0
26442	1217	223
20661	6755	72
100502732	5241	0
68753	1276	0
100038453	2439	1
56742	1773	18
53883	10543	2147
20226	3704	1364
229722	3326	6
75504	592	0
100217438	61	0
67495	2864	1187
99730	1289	1566
99512	4223	973
100862093	478	0
229725	3601	698
76123	3488	4638
329738	2603	108
20912	2406	931
320181	5122	19
66921	3003	1564
66715	2131	9
329739	5702	1450
74686	1538	2
100502813	999	5
229731	3383	1012
57257	5084	2638
80883	5481	928
99890	4200	189
625585	1927	0
545562	1413	0
100862117	364	0
109959	1577	0
100043684	3723	0
100862123	364	0
100043686	3723	0
100862131	364	0
100043688	3723	0
100862139	364	0
100043207	790	0
11722	1822	26
67225	3888	609
100502863	628	104
12814	7275	3418
229759	4117	0
13609	3029	292
68161	1406	66
69740	1567	110
66500	9020	1208
58193	3253	305
22329	3398	758
64378	3450	2
229776	4485	464
66368	1561	325
13171	3292	420
109245	5230	22
229780	3159	80
72776	4241	41
15247	2782	2317
229782	4027	571
77559	9625	1111
20321	2576	149
114301	2394	690
74654	1341	1
433646	1962	0
229791	5690	43
75769	4044	0
76561	2171	340
387155	73	0
791377	1228	0
99586	4437	28
56195	3364	2379
100502997	673	2
