EntrezID	Length	MCL1-DL_BC2CTUACXX_ATCACG_L002_R1
225994	1637	72
67383	2094	33
225995	1631	223
225997	6509	20
225998	9400	0
16952	1395	3504
68994	778	0
320092	1085	0
320155	2917	0
11668	2032	13
26358	2060	2
13409	4073	0
22682	7385	8061
14544	5417	100
66206	1428	333
226016	2475	163
83921	6667	719
226025	10717	291
100502872	324	0
387200	68	0
16601	3263	5060
100316672	121	2
226026	5868	827
71738	3338	548
67483	868	0
72351	2064	160
791290	3167	191
319924	6632	42
381217	2548	621
75521	667	0
21873	4798	3098
14297	1095	67
18719	2526	10
68034	1696	191
226040	2462	554
226041	7981	19680
14237	2345	0
226043	2011	143
76088	7810	78
100042503	390	454
107351	5410	3395
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	0
67155	6086	5706
70942	668	4
329047	618	0
22359	8308	1995
100042588	579	0
240595	5077	0
52874	3462	602
107372	2595	2
19726	9341	461
226075	3917	168
320176	1314	1
434460	762	298
20510	3708	6
381218	2152	2
74411	2882	76
67072	2517	588
56248	2751	1497
67329	1247	2
100503337	664	3
59028	1803	152
724062	97	0
791409	1808	0
16452	5030	1286
27356	660	12
19773	697	0
67759	843	321
60533	3639	44
58205	3415	0
77779	2317	10
226089	6282	1517
226090	5394	551
77836	461	0
240613	8026	1440
240614	4867	277
77125	2603	0
66745	2231	0
109113	3540	1548
104174	3756	77
625917	378	21
17195	1069	0
100503233	910	0
546723	804	123
13380	2245	9
19091	7378	3006
625995	583	3
83410	3752	264
78103	2854	9
69865	3828	0
54447	4823	575
208449	4539	881
67188	1641	19
17330	2619	226
23972	3796	25
67979	2813	1483
19211	8212	2377
67795	1630	14
100628575	90	0
628236	1197	1
381236	2721	5
668106	1231	0
668114	1197	3
100503559	411	0
329055	2236	0
67717	1353	0
240633	2240	141
70166	1502	0
78753	2701	11
52024	1754	8
76630	1978	297
11475	1780	335280
14102	1801	534
12642	1353	79
16889	2971	694
15958	3949	174
15959	1998	15
667373	2375	1
667370	2013	4
112419	3365	4
15957	2638	66
240638	3870	15
75735	3692	208
723826	87	0
240641	5563	30
100316775	74	0
15566	3084	5
54364	1156	133
107765	1765	92
100502583	447	1
76073	1509	297
676676	1120	5
226098	4764	280
668215	2662	1
53412	2676	111
74493	6481	4905
72514	1756	11
107182	8509	1678
208922	5792	196
319931	1919	0
69104	5286	1230
77059	3243	0
15925	4976	808
16551	4819	35
15242	1771	12
107371	2737	84
546726	1557	0
13082	1781	1
226101	7094	2338
619304	2755	0
74107	2778	13
107221	1393	0
19662	1297	2
110855	2967	0
70567	1400	95
56839	4259	28
240660	3471	456
74055	9514	1076
57753	3977	242
209478	4209	379
15201	3019	184
72082	1989	0
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	1
54132	1505	272
20411	6791	10917
56454	3527	1186
67590	2725	147
12495	4197	7551
668310	3315	59
240665	3819	133
381223	880	5
72672	6840	112
17060	2097	2
100502752	2789	0
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	0
107358	6144	5914
83490	2615	0
627352	1048	307
212391	4663	89
381224	4852	112
20562	5238	7
100502871	2238	0
71085	5140	57
14296	2614	70
212398	2161	630
107094	4320	546
18648	1832	505
66583	1622	120
74168	1838	209
72199	3965	735
226122	1527	381
56642	1100	15
67432	1635	41
66765	1401	2
226123	1816	101
84095	3771	1906
69534	976	191
277010	3077	2681
319740	5614	1184
54612	1900	8
71146	2984	0
100526549	89	0
72832	2616	0
52013	3979	256
100861941	450	0
67573	5437	157
74580	3119	175
100502892	400	0
192236	2754	216
100861965	813	2
100502913	2447	6
545291	2175	6
83674	5040	1
14718	2058	251
18089	2112	0
246696	1535	266
100502982	1993	5
93685	6050	60
226139	4798	270
66388	1308	84
12780	5389	2
100038628	2043	0
71972	4882	267
93721	1792	0
226143	2197	1
226144	3432	293
12675	3500	1223
72502	3581	101
73689	898	33
329064	3321	2
30049	3470	6
20250	5453	2717
100628619	61	0
100502995	593	0
329065	3072	8
20249	4837	5907
22423	3376	0
240667	3923	207
67264	641	947
319594	6190	940
18504	3029	0
73322	770	0
226151	6880	772
73894	610	0
26456	4303	1223
94067	1213	251
226153	3488	312
226154	2921	2744
100503041	3903	662
94280	2966	1036
107250	1380	65
21908	2030	0
16814	864	0
12234	6325	551
100503332	947	8
56626	2336	122
100861983	584	0
226162	1353	162
30838	1946	463
71232	1015	1
14179	1319	0
18150	860	160
100861995	635	0
76055	4797	3041
80906	813	0
71617	2896	372
20170	2696	50
16825	2677	2697
226169	5244	2625
70769	3636	2245
12686	1879	29
18742	1379	10
107338	6401	1565
100503392	1788	295
18034	3292	4478
73728	3900	1728
68431	1348	69
67116	1941	672
751550	109	0
75579	788	10
75146	2280	133
54130	2742	2577
24069	2359	316
100862031	1751	243
100503435	901	20
93679	3241	1656
56350	822	551
94279	3213	37
226178	4105	1037
13074	1841	0
66439	2176	210
57344	1751	480
94219	3330	254
76952	4469	574
226180	2271	0
71041	2098	360
226182	3258	302
66477	341	125
18572	6044	618
72691	2049	124
546729	1047	1
18011	4412	15
14218	10464	7309
108689	1878	268
100503104	2765	26
20874	7030	2785
12821	5428	32251
100503480	1212	0
67788	1583	3511
100048534	5947	53
14873	1163	880
68214	1394	16
414801	3766	431
381229	3345	0
66673	5634	20
58178	8088	1385
16333	1036	0
100043450	1679	0
170750	2406	655
78457	780	0
27360	4916	940
69319	488	0
17859	5619	827
76479	2125	970
381232	5292	75
100503558	627	1
240672	1155	1835
100043462	917	99
13006	4851	1418
73713	6592	204
18569	2556	1180
100503593	710	2
100503572	2509	342
56392	4213	1758
11551	3801	55
14732	3828	260
21684	2725	0
73707	3889	0
433256	3151	1039
66980	2289	363
53611	3405	562
77594	2496	1
21416	4553	1333
26930	2856	0
269094	2928	46
226243	2066	0
18175	5499	1
12369	2350	163
226245	2388	1353
55947	4074	366
66866	3934	695
11554	2491	192
213993	2754	728
83561	5443	6
240675	3882	503
226250	4075	428
226251	7073	1911
78120	391	0
320879	1954	1
226252	5630	553
72133	6395	209
78073	1785	2
226255	6586	2219
14585	3224	54
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	76
100526480	87	0
100503848	864	1
226265	2567	7
71653	4081	168
22326	1017	0
332396	3032	0
214084	3803	49
107368	7076	1797
329078	5023	0
13797	2598	1
72647	1827	0
100503908	900	0
74998	6080	684
107376	2070	1
76539	2035	414
226278	1572	0
78832	5790	1342
332397	3928	160
13669	5176	7107
100217439	56	2
67894	2353	302
94281	2731	28
11757	1445	457
14773	3168	1013
414758	2753	133
633057	1624	72
12982	1849	337
100043120	363	0
633188	546	78
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	359
18108	1877	246
227522	1027	42
78245	535	1
99035	1509	70
104362	706	0
227525	6214	118
18686	515	2
64707	4282	316
50497	1791	647
100861945	1756	51
227526	3013	94
66540	3148	1737
100038349	3348	0
73489	434	0
209630	7468	965
100504349	555	0
67229	3413	748
209645	3837	15
109079	5319	979
16922	1474	261
100861976	655	0
381346	345	1
68527	884	10
70024	3494	55
71648	2413	395
74186	2663	23
227541	7111	201
98828	1623	669
53893	1590	390
791411	952	11
57743	2369	471
209692	3535	58
326622	5174	1444
227545	3625	80
100038358	2796	0
67856	1812	688
320132	2500	3
98910	4953	1087
14007	9522	393
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	1978
381347	4039	501
77682	737	47
100126244	2526	0
209361	4805	474
11949	1801	2133
16588	1379	227
16425	3122	0
209378	7928	128
353282	9136	93
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	233
77543	1034	0
100503147	1609	5
170768	5285	2517
100038528	1684	0
76938	1534	938
16184	4428	5
16169	1548	184
50755	3514	1509
320816	2356	376
241226	5782	5576
338535	2773	172
100862047	666	0
66960	2333	502
19212	3620	119
227580	3163	9
20163	1412	4756
65969	11325	9
13434	2637	190
791315	2472	1
100862060	659	0
22352	1834	17349
241230	3161	46
30963	1008	886
70957	800	10
20844	3690	719
625286	3658	10
17533	5318	2
100124488	79	0
277468	2676	0
12296	4450	2
625342	1981	145
74455	4776	180
75869	3594	1107
67448	3205	4790
100504058	4190	0
75069	485	0
74103	2980	1389
68231	525	0
77940	3645	23
100034739	3329	5
72668	4363	64
17354	5444	1155
641254	1957	12
13418	8585	1084
100504159	3076	0
12238	881	522
12151	3594	361
381350	1651	0
18718	3471	792
100504170	2231	0
74629	1486	18
70882	2995	0
76467	1190	168
19213	1508	0
70909	2004	1
100041244	2092	15
71198	2529	513
433406	2790	5
791278	4341	0
208618	8041	4606
71435	6972	4857
433408	1385	207
71233	1199	169
208967	3899	33
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	47
14417	5625	0
100628608	68	0
54519	2540	63
56075	1637	49
11308	3504	1859
74159	3810	1802
67121	4652	36
27377	4571	1766
70981	1842	0
18232	2579	0
76857	2858	309
100504187	422	356
140483	1640	52
227606	1379	0
69677	790	0
215257	1647	0
54448	883	0
54450	1951	0
215274	538	0
16181	2691	6
215632	4683	128
18510	2527	85
100504544	533	1
12287	7290	8
77683	5049	1475
215705	1772	376
67187	1231	81
67228	2952	117
107733	2423	205
241274	4589	106
100502743	1020	4
56876	2933	1544
72090	2306	2
241275	1673	0
67122	2582	181
227612	3428	214
58202	2637	708
74472	1430	13
68222	1126	4
227613	1600	3145
142681	2054	0
329360	2021	0
67859	781	0
68846	1333	2
78797	4824	406
227615	914	116
97031	2808	126
68475	864	280
99152	3017	2098
78217	516	0
227618	1207	0
14810	4230	13
320354	2894	0
100272219	1696	4
227619	3742	886
83768	1655	235
227620	1690	204
72080	3121	12
12496	1937	168
18146	1473	932
14347	1970	0
11305	8061	573
100526555	56	0
69454	799	31
227622	975	180
19215	805	1
100503942	403	0
77701	716	0
69379	1038	16
30839	2359	977
22030	2998	599
59022	669	1071
381352	3990	91
75454	583	658
381353	4684	142
227624	3155	1139
77058	1725	2
51875	1055	311
14133	1317	3
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	64
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	2
227634	7978	889
98766	3450	362
67991	7016	1525
109299	2683	677
100504023	1970	0
16871	2208	0
227638	2449	400
77481	3129	1099
329366	3147	789
67839	3623	974
52838	2923	138
332579	1611	5
227644	4491	472
68112	2195	1032
66865	3125	600
64436	4135	700
227648	8739	2716
100125929	1647	6
18128	9489	1290
353156	1626	231
387145	73	0
67512	837	134
56279	1622	62
72091	742	30
100306955	139	0
100306954	132	1
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	619
20933	3466	2217
27176	864	3092
20930	1178	681
20931	1138	613
20932	2863	3575
279029	2169	3
227656	2281	594
279028	4580	1
381356	3474	335
227659	2136	8
66139	1493	0
77794	3242	51
109349	2946	0
329371	4020	0
13166	2282	1
192166	4558	696
22325	3482	528
100504116	668	24
67382	5565	947
140858	2900	706
20181	5267	2138
12831	8402	2086
100038452	2244	2
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	462
241289	5466	169
69327	804	25
118451	2079	165
227671	1335	0
19730	4020	12957
12613	2039	400
70239	2787	382
14582	1822	0
64930	7697	512
69987	671	0
68870	1570	1
100526498	74	0
269252	7127	577
227674	3328	76
54422	3693	0
329375	1295	0
22130	4153	146
269254	10970	1033
171171	1770	791
76220	4292	520
68975	1232	352
107746	6347	3682
433416	629	20
227682	2576	116
227683	1987	67
26569	4008	606
68205	2143	477
723904	97	0
70319	871	10
99151	2715	220
18286	4459	1292
74412	3108	877
20740	8081	10471
71820	1807	203
56086	3101	2337
263803	2931	67
66220	1194	45
227693	4100	1145
70296	3470	186
13804	1032	79
227695	1838	167
70266	1924	200
67350	435	4
241296	4254	1119
227696	1467	91
227697	2126	104
227699	5670	1007
227700	1725	530
108958	3620	540
57170	2087	160
12908	4393	509
100862338	484	2
110854	2577	1761
72500	1569	868
78617	817	2
665635	896	0
100038700	2941	1
100526499	84	0
73598	1591	23
66617	1217	323
72323	2114	410
20204	1129	8
64292	3647	1417
30934	2997	953
30931	1452	236
227707	1328	268
74270	4157	327
14269	5619	1841
320973	512	17
277463	3926	977
14299	4036	130
665700	15679	46
11898	1631	2
100862380	601	0
320267	3740	934
100504258	5391	0
381359	2471	0
227715	1635	193
11350	7179	4420
227717	2863	22
98970	4751	0
23928	5930	69
108897	2953	106
227720	8195	1027
100504305	1607	13
241303	4011	0
227721	1824	9
227723	10689	6141
99011	2825	313
22245	1951	292
72931	768	939
99412	4442	1354
13429	3784	46
387239	110	0
68379	3294	1365
73737	657	769
16819	853	13184
96979	1952	340
227731	3965	5684
71254	3173	80
98952	4217	1653
13481	861	477
227733	1473	16
20448	4368	151
50935	2585	360
11636	2365	451
13805	3572	514
100316776	86	0
14287	2263	386
107951	3389	742
100499514	82	2
100628606	73	3
27387	3681	102
70730	1119	1
30933	1536	140
338348	2674	24
329384	913	64
227736	1675	33
20910	4005	723
227737	3693	3881
227738	3982	310
269261	638	1029
104367	118	46
56017	2083	266
99326	3387	288
241308	2738	15
26360	3444	4520
241311	6602	123
71834	5090	330
16917	1219	680
100504399	3815	1489
72543	4995	992
320482	3653	0
100504427	1963	0
18516	2393	216
96990	1793	0
227743	3018	1046
66691	5966	1417
14828	2616	25944
227746	1858	454
30050	5698	1180
66998	2042	346
77996	2312	87
74016	3743	63
22029	2325	119
15139	5448	3
98870	2358	11
26920	7792	925
68365	3081	2419
100504493	1271	0
227753	2938	15302
13830	2816	448
75859	1227	0
74854	1372	0
14594	3586	237
100042194	2037	138
69601	7090	2983
74410	3177	17
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	84
75495	690	0
16874	3577	38
67889	2548	2931
67871	2251	321
100504593	429	0
100861645	439	0
19224	2864	96
258949	921	0
675440	642	72
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	661
319817	8967	1115
100217435	68	0
241322	4535	146
320633	5267	33
227800	6746	1615
338346	2297	1
20744	16348	353
241324	6372	2
227801	4352	665
16870	2286	1
59126	3272	351
19177	969	1489
26423	2947	6
14536	6308	213
387176	76	0
723903	89	0
241327	2409	317
76646	1206	0
66489	452	862
74192	1271	394
76899	4386	369
320271	10705	646
100042584	4750	4
67857	1558	656
94217	14743	284
70789	2733	0
76117	3906	2
320872	1761	0
227835	2554	370
24136	9113	99
100628598	78	0
433424	1388	1
69405	635	0
100503843	615	0
11480	5681	1176
26428	4978	907
109241	7055	746
227867	4358	1482
16574	6840	414
71897	2285	17
320343	3660	158
109129	1302	887
100502624	1786	2
227885	2163	1001
74194	2827	5429
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	233
64685	1368	155
21930	1601	102
51869	8502	832
17996	22489	3
78049	407	0
75423	5212	873
12298	8280	2044
625631	432	26
56324	4124	1263
71409	5851	682
56194	3565	892
65103	2553	352
67874	1460	0
271786	6966	0
16519	1679	0
18227	3347	5921
767815	1099	0
75279	1533	0
227923	1412	11
14571	5931	1112
241391	3247	0
77767	3521	0
227929	5735	38
100042926	1016	0
269275	9049	1
100502932	2940	0
667062	543	1
11477	3298	1656
76654	1627	1
227933	3641	37
227937	4614	4490
76676	1644	0
76747	573	21
100038999	438	29
66860	7873	5648
72137	2183	745
407823	7980	3216
667103	743	3
100505179	714	34
57438	2719	1573
66205	1257	93
17076	5172	343
100039176	561	2
18779	7112	882
16420	5110	161
56878	3057	2526
100038493	2655	0
21353	2335	973
59029	1541	688
21375	3977	1
94229	5532	0
13482	6301	8
14526	1091	0
14089	2695	17
71586	5519	77
227960	3288	15
170738	3798	0
60344	8667	6
100503492	436	0
50915	1968	329
319876	5045	3408
320106	1606	0
20269	9560	2
110876	8690	56
77771	10672	0
14425	3684	521
73668	4468	682
20265	8287	6
100038743	1347	0
20274	9813	1
20272	7333	3812
383709	1966	0
241431	11971	0
26877	4978	2
53416	3247	933
227998	1339	0
75721	3643	0
241447	3930	461
329416	1808	14
66442	1582	36
14378	2012	0
27413	4895	15
241452	2817	972
14725	15467	53
72569	1419	152
228003	2538	1
320720	2860	124
228005	6297	1374
75051	1731	53
674921	661	173
73373	2104	162
277396	4617	855
20823	2088	2469
75422	960	164
68795	8084	2555
329421	6256	10
64406	2097	1
68986	889	0
66748	1749	3
14415	3231	0
70231	2484	1753
228012	4032	1232
228019	2370	106
75763	9413	175
73649	5208	23
13427	2788	2547
78830	2924	646
107435	1576	468
100861681	479	0
66559	1259	117
100503424	2810	14
13390	2779	1
111970	2793	0
13392	2473	0
381371	641	3
16403	4205	23127
228026	5137	515
56508	7896	191
100503680	2116	0
65964	9111	3931
66953	2361	119
100861846	364	0
383712	372	0
74541	1663	1
20687	4430	1938
100503849	1147	54
100628587	74	0
67059	2304	733
381373	2813	1
66935	1945	111
74616	3247	155
68526	5079	233
215280	4397	1313
11435	4288	0
100504117	483	24
329427	2707	14
108699	4934	26
11909	4277	1420
100038532	2320	3
228033	679	3115
73962	516	0
69605	8775	218
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	12
15438	2100	22
15437	1424	40
73429	794	1
15434	2902	7
15436	2560	22
387144	68	0
399588	2167	1
15429	1862	0
53375	1258	455
667739	851	8697
545423	483	0
77269	929	0
100504729	1478	0
229279	5224	2912
18024	2469	4068
320474	1463	14
623453	524	652
228061	7359	2553
72421	2614	157
620631	2008	2
78802	2862	12
241489	2848	7
13067	652	1
241490	1898	397
99031	8041	149
23992	1554	403
381375	1219	1
14231	898	274
83435	3007	921
22138	104320	32
545428	6329	264
228071	8900	775
241494	3668	2
100503106	751	0
80744	3449	150
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	838
16401	9832	5
228094	1759	0
100126874	1930	0
18012	2494	0
70599	5095	729
75276	2644	0
18573	4912	5
320769	2889	24
66861	4054	2671
100503167	2616	0
20378	2920	3
50884	3387	2384
68082	1463	161
735274	86	0
69482	2873	31
241514	4184	0
241516	21053	0
69082	1963	768
16410	7054	6615
241520	3394	100
71861	2062	0
54598	4737	71
21788	3780	161
672763	830	1
100502854	2295	116
12388	5475	5527
100270744	3520	2
72657	679	78
66958	1968	258
381379	2059	178
228136	4740	1994
98985	1830	315
241525	752	14
387149	64	0
100502874	726	19
12258	1820	407
56791	1387	49
68678	1761	0
30059	666	78
72401	2924	207
269295	1263	6
58207	2601	3402
19074	838	0
53856	949	0
228139	4190	3
100862344	2930	0
20833	2854	1817
228140	5747	2503
74687	1443	2
23796	3564	77
241528	2900	0
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	5
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	1
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	0
19271	8253	1082
59015	5684	673
55935	4691	1806
271813	3462	64
56428	2420	812
67445	1365	65
68349	940	245
67136	2393	118
66461	1321	211
13046	7965	3883
279067	345	1
19400	1620	10
19182	1635	2165
68427	2273	493
100862024	613	0
20375	1333	1
17868	4163	18
228355	6217	461
22259	2036	58
11432	4653	516
107986	1918	355
606735	892	4
100503319	3593	4
80708	2107	504
77038	3409	877
228356	1979	278
228357	9407	809
619941	312	11
75786	6577	2472
100217458	98	1
14061	1988	42
381410	3740	1076
100862052	1368	0
228359	3331	8866
51897	3573	448
241547	2301	84
228361	5290	1410
12672	2768	50
17242	1306	913
104418	4373	3906
26427	2271	101
192285	6912	1635
100316756	98	0
228366	2424	1967
18633	1608	206
75641	364	7
19099	3461	865
12953	4368	189
320507	1190	5
228368	3255	100
100043205	461	1
76969	2682	230
80976	3751	3
100042784	1870	114
277414	2662	2196
241556	3751	718
639658	1295	3
12521	1854	136
100038525	2923	0
11695	5203	62
14043	2871	2603
329470	1998	126
381411	2168	0
620695	1291	400
70852	1550	28
69113	1231	221
56348	1839	1370
723953	90	0
414123	856	0
735259	100	0
74569	4591	809
66457	1484	59
11800	3702	2087
241568	3475	35
68170	2269	206
19374	3393	0
19373	6669	0
22034	5476	424
72446	4446	64
76501	1175	115
241576	3827	1130
100504371	1663	1
100504354	6969	2
80985	5612	2915
14221	2427	952
210622	2855	275
20511	12068	45
12505	5654	7194
27402	2526	327
56369	924	360
13661	4387	161
319854	2229	1
13711	2246	217
12359	2551	1795
100862111	334	0
99382	4558	750
98956	3856	383
53872	7593	4329
78031	541	0
16909	1900	31
70986	1283	2
57443	4760	1076
100038697	1690	1
333883	796	338
12509	1811	1775
68243	819	2
241589	10124	0
15259	7497	5542
100316678	80	0
668733	1062	2
74959	1145	0
228410	5190	1081
320554	3512	83
241593	1083	46
211896	1724	142
99003	8973	1175
228413	2846	38
211936	3944	17
98221	1230	711
329480	3267	0
22431	3092	1
74088	1598	0
19672	3063	765
100862167	430	0
402728	1464	0
18508	3681	3
100504545	3019	0
77766	3902	303
66541	955	154
99349	1198	135
329482	2649	0
329483	3949	0
77015	2738	3
320230	690	0
791267	4525	0
212772	3389	136
14308	1595	0
16492	4844	1
76894	1891	212
228421	3369	119
12064	5487	2847
22343	4137	2064
100038454	1349	0
107515	5060	4554
68201	2079	151
75517	980	0
170442	1628	9
67606	2069	34
241612	5191	0
228432	3377	24
269328	1589	413
668802	2361	0
623270	767	0
67575	1838	0
257980	939	0
258390	939	0
258391	912	0
258389	942	0
258388	942	0
258910	918	0
257979	918	0
258909	918	0
228443	918	0
258379	936	0
545447	917	0
277562	918	0
257935	918	0
258395	939	0
258399	897	0
257662	939	0
258887	939	0
258398	939	0
258890	939	0
258888	939	0
258886	996	0
258199	2235	0
258889	939	0
258891	948	0
258397	939	0
668825	939	0
258396	939	0
258023	939	0
257956	939	0
258258	963	0
258439	963	0
258441	939	0
258271	939	0
258359	954	0
258257	936	0
258442	939	0
258737	945	0
258440	951	0
258022	1110	0
99010	1902	233
213765	3731	2
66181	695	386
107723	6735	968
68032	975	556
72425	2883	439
73024	1072	972
213788	1746	0
74268	1521	231
100504639	1596	0
20192	15410	994
75275	1237	0
14260	11925	422
75166	1029	1
23892	1639	8
100862246	496	0
20394	1227	1
228482	5017	98
100862258	648	22
14617	2879	0
320846	1550	0
11464	1390	82
100303644	1909	0
11834	4886	725
228491	4263	148
66632	2700	460
78193	507	0
100043232	2644	0
399568	2770	87
100316703	89	0
17536	5267	6
72603	723	0
654793	3398	0
69974	1549	0
67356	1187	0
320975	1810	12
241621	447	3
114715	2998	1379
732489	100	0
68215	1861	494
19419	5105	8
100504728	2641	0
73938	1276	0
21825	5802	111311
71313	1673	2
381413	3911	1
73358	445	0
27103	5248	747
20813	790	1068
171543	4633	97
12236	3669	21
214230	4193	381
383787	4861	2
18796	5145	2
100043272	3046	485
214239	4716	57
53906	541	0
214240	6629	2
51944	3118	56
56357	2067	271
228536	4428	679
72136	2089	262
269336	1870	122
271842	5135	15
76464	6525	14
19361	2138	18
67809	2252	378
320415	629	10
69408	1008	32
623781	3067	6
72008	1923	224
72112	742	0
20732	2275	176
228543	1657	4
100502626	619	0
228545	4054	181
100043609	979	5
54485	3451	109
100862328	582	0
69065	1569	27
68142	6296	1188
241624	3143	110
56398	2596	1292
100862335	815	1
66602	1551	562
70645	1557	7
108907	2960	28
69702	1451	151
625328	527	71
76246	4664	1076
228550	1808	6
17005	3200	1
68925	4822	572
22174	3989	155
29808	13931	1990
26390	6937	3741
433466	1383	73
211429	3859	147
640524	11238	5
98878	3387	1730
329502	4477	0
78390	3286	1
271844	3125	9
