EntrezID	Length	MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1
56093	3918	0
17476	4336	19
207521	5770	542
107373	3199	112
74333	1106	0
240549	1609	0
107146	1310	0
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	5
109910	5609	2096
107321	1673	9
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	259
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	851
107272	2491	1401
208518	2549	139
100502653	1157	0
14682	5634	2612
595139	6361	1874
14675	3383	94
271564	11164	1065
14240	1515	0
353211	12512	6
14537	4707	410
100502699	1441	1
54391	2482	2045
18552	9346	87
20409	1714	943
225994	1637	167
67383	2094	42
225995	1631	129
225997	6509	38
225998	9400	1
16952	1395	20831
68994	778	1
320092	1085	1
320155	2917	0
11668	2032	6
26358	2060	37
13409	4073	40
22682	7385	9895
14544	5417	1026
66206	1428	224
226016	2475	869
83921	6667	2607
226025	10717	1
100502872	324	0
387200	68	0
16601	3263	4080
100316672	121	1
226026	5868	777
71738	3338	11
67483	868	0
72351	2064	182
791290	3167	165
319924	6632	6
381217	2548	1791
75521	667	0
21873	4798	5344
14297	1095	111
18719	2526	126
68034	1696	159
226040	2462	166
226041	7981	47
14237	2345	1
226043	2011	80
76088	7810	3283
100042503	390	707
107351	5410	1498
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	0
67155	6086	1529
70942	668	3
329047	618	0
22359	8308	204
100042588	579	0
240595	5077	0
52874	3462	755
107372	2595	0
19726	9341	215
226075	3917	106
320176	1314	2
434460	762	596
20510	3708	1187
381218	2152	12
74411	2882	471
67072	2517	474
56248	2751	2858
67329	1247	16
100503337	664	8
59028	1803	676
724062	97	0
791409	1808	0
16452	5030	1335
27356	660	81
19773	697	1
67759	843	395
60533	3639	4
58205	3415	0
77779	2317	1
226089	6282	1046
226090	5394	1171
77836	461	0
240613	8026	891
240614	4867	270
77125	2603	7
66745	2231	0
109113	3540	1366
104174	3756	3023
625917	378	25
17195	1069	0
100503233	910	0
546723	804	150
13380	2245	3
19091	7378	358
625995	583	0
83410	3752	653
78103	2854	3
69865	3828	0
54447	4823	211
208449	4539	1745
67188	1641	16
17330	2619	456
23972	3796	208
67979	2813	1293
19211	8212	2003
67795	1630	24
100628575	90	0
628236	1197	0
381236	2721	6
668106	1231	0
668114	1197	2
100503559	411	4
329055	2236	0
67717	1353	0
240633	2240	0
70166	1502	0
78753	2701	95
52024	1754	803
76630	1978	738
11475	1780	741
14102	1801	281
12642	1353	10
16889	2971	17100
15958	3949	36
15959	1998	11
667373	2375	3
667370	2013	4
112419	3365	8
15957	2638	23
240638	3870	1498
75735	3692	153
723826	87	0
240641	5563	63
100316775	74	0
15566	3084	0
54364	1156	136
107765	1765	28
100502583	447	0
76073	1509	252
676676	1120	4
226098	4764	17
668215	2662	0
53412	2676	2
74493	6481	4535
72514	1756	13
107182	8509	2496
208922	5792	369
319931	1919	0
69104	5286	1161
77059	3243	3
15925	4976	1205
16551	4819	204
15242	1771	1
107371	2737	198
546726	1557	0
13082	1781	0
226101	7094	1612
619304	2755	0
74107	2778	126
107221	1393	1
19662	1297	1
110855	2967	0
70567	1400	14
56839	4259	0
240660	3471	144
74055	9514	645
57753	3977	470
209478	4209	312
15201	3019	305
72082	1989	0
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	2
54132	1505	1541
20411	6791	734
56454	3527	1677
67590	2725	241
12495	4197	495
668310	3315	1
240665	3819	161
381223	880	0
72672	6840	144
17060	2097	76
100502752	2789	0
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	1
107358	6144	8531
83490	2615	236
627352	1048	310
212391	4663	177
381224	4852	306
20562	5238	5
100502871	2238	0
71085	5140	56
14296	2614	101
212398	2161	2241
107094	4320	2162
18648	1832	567
66583	1622	159
74168	1838	247
72199	3965	1157
226122	1527	1419
56642	1100	7
67432	1635	470
66765	1401	25
226123	1816	81
84095	3771	2731
69534	976	199
277010	3077	963
319740	5614	1415
54612	1900	6
71146	2984	1
100526549	89	0
72832	2616	0
52013	3979	773
100861941	450	0
67573	5437	11
74580	3119	808
100502892	400	2
192236	2754	305
100861965	813	4
100502913	2447	5
545291	2175	37
83674	5040	8
14718	2058	9655
18089	2112	0
246696	1535	458
100502982	1993	16
93685	6050	76
226139	4798	353
66388	1308	71
12780	5389	2
100038628	2043	0
71972	4882	746
93721	1792	0
226143	2197	0
226144	3432	1238
12675	3500	1482
72502	3581	198
73689	898	172
329064	3321	33
30049	3470	98
20250	5453	722
100628619	61	0
100502995	593	0
329065	3072	88
20249	4837	45975
22423	3376	0
240667	3923	316
67264	641	1659
319594	6190	948
18504	3029	0
73322	770	0
226151	6880	523
73894	610	0
26456	4303	374
94067	1213	539
226153	3488	328
226154	2921	2426
100503041	3903	129
94280	2966	1306
107250	1380	20
21908	2030	0
16814	864	0
12234	6325	228
100503332	947	292
56626	2336	107
100861983	584	0
226162	1353	217
30838	1946	565
71232	1015	0
14179	1319	0
18150	860	219
100861995	635	3
76055	4797	3943
80906	813	2
71617	2896	355
20170	2696	100
16825	2677	3087
226169	5244	3605
70769	3636	2269
12686	1879	0
18742	1379	0
107338	6401	1817
100503392	1788	310
18034	3292	5947
73728	3900	1584
68431	1348	57
67116	1941	260
751550	109	5
75579	788	7
75146	2280	158
54130	2742	2338
24069	2359	175
100862031	1751	104
100503435	901	13
93679	3241	2062
56350	822	148
94279	3213	102
226178	4105	1299
13074	1841	0
66439	2176	140
57344	1751	105
94219	3330	404
76952	4469	539
226180	2271	3
71041	2098	301
226182	3258	173
66477	341	202
18572	6044	962
72691	2049	1
546729	1047	0
18011	4412	43
14218	10464	1518
108689	1878	95
100503104	2765	2
20874	7030	3647
12821	5428	91
100503480	1212	0
67788	1583	2395
100048534	5947	13
14873	1163	1154
68214	1394	16
414801	3766	481
381229	3345	0
66673	5634	0
58178	8088	2
16333	1036	0
100043450	1679	0
170750	2406	1420
78457	780	0
27360	4916	645
69319	488	0
17859	5619	712
76479	2125	1079
381232	5292	175
100503558	627	30
240672	1155	6068
100043462	917	127
13006	4851	1602
73713	6592	97
18569	2556	3169
100503593	710	11
100503572	2509	219
56392	4213	1679
11551	3801	29
14732	3828	552
21684	2725	2
73707	3889	9
433256	3151	1750
66980	2289	520
53611	3405	767
77594	2496	0
21416	4553	1461
26930	2856	0
269094	2928	294
226243	2066	0
18175	5499	1
12369	2350	461
226245	2388	261
55947	4074	143
66866	3934	411
11554	2491	60
213993	2754	687
83561	5443	9
240675	3882	27
226250	4075	6
226251	7073	96
78120	391	1
320879	1954	2
226252	5630	727
72133	6395	210
78073	1785	0
226255	6586	1187
14585	3224	1
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	1
73442	5733	4
100526480	87	0
100503848	864	1
226265	2567	4
71653	4081	1457
22326	1017	0
332396	3032	0
214084	3803	31
107368	7076	1119
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	239
107376	2070	1
76539	2035	307
226278	1572	0
78832	5790	2045
332397	3928	43
13669	5176	9835
100217439	56	3
67894	2353	244
94281	2731	10
11757	1445	1851
14773	3168	174
414758	2753	85
633057	1624	20
12982	1849	408
100043120	363	0
633188	546	180
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	71
18108	1877	572
227522	1027	72
78245	535	61
99035	1509	2764
104362	706	13
227525	6214	245
18686	515	2
64707	4282	126
50497	1791	411
100861945	1756	25
227526	3013	24
66540	3148	8911
100038349	3348	0
73489	434	0
209630	7468	183
100504349	555	0
67229	3413	497
209645	3837	313
109079	5319	463
16922	1474	185
100861976	655	0
381346	345	4
68527	884	0
70024	3494	127
71648	2413	437
74186	2663	0
227541	7111	6
98828	1623	968
53893	1590	485
791411	952	5
57743	2369	286
209692	3535	70
326622	5174	1125
227545	3625	853
100038358	2796	4
67856	1812	361
320132	2500	2
98910	4953	2443
14007	9522	457
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	2236
381347	4039	720
77682	737	67
100126244	2526	0
209361	4805	203
11949	1801	3167
16588	1379	302
16425	3122	4
209378	7928	302
353282	9136	120
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	11
77543	1034	1
100503147	1609	4
170768	5285	15252
100038528	1684	3
76938	1534	733
16184	4428	0
16169	1548	524
50755	3514	959
320816	2356	425
241226	5782	940
338535	2773	91
100862047	666	0
66960	2333	410
19212	3620	117
227580	3163	2
20163	1412	662
65969	11325	4
13434	2637	26
791315	2472	0
100862060	659	0
22352	1834	168
241230	3161	6
30963	1008	160
70957	800	16
20844	3690	850
625286	3658	1
17533	5318	33
100124488	79	0
277468	2676	0
12296	4450	1
625342	1981	197
74455	4776	110
75869	3594	1801
67448	3205	163
100504058	4190	0
75069	485	0
74103	2980	7
68231	525	0
77940	3645	6
100034739	3329	0
72668	4363	10
17354	5444	669
641254	1957	9
13418	8585	977
100504159	3076	0
12238	881	850
12151	3594	819
381350	1651	2
18718	3471	71
100504170	2231	0
74629	1486	0
70882	2995	2
76467	1190	145
19213	1508	0
70909	2004	0
100041244	2092	0
71198	2529	169
433406	2790	2
791278	4341	0
208618	8041	2306
71435	6972	2672
433408	1385	68
71233	1199	18
208967	3899	13
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	136
14417	5625	0
100628608	68	0
54519	2540	1
56075	1637	99
11308	3504	2654
74159	3810	883
67121	4652	73
27377	4571	2133
70981	1842	5
18232	2579	0
76857	2858	154
100504187	422	359
140483	1640	146
227606	1379	0
69677	790	0
215257	1647	11
54448	883	5
54450	1951	1
215274	538	0
16181	2691	51
215632	4683	87
18510	2527	1
100504544	533	0
12287	7290	0
77683	5049	1319
215705	1772	1533
67187	1231	294
67228	2952	87
107733	2423	481
241274	4589	1284
100502743	1020	10
56876	2933	2545
72090	2306	24
241275	1673	1
67122	2582	77
227612	3428	179
58202	2637	868
74472	1430	4
68222	1126	3
227613	1600	3574
142681	2054	0
329360	2021	0
67859	781	12
68846	1333	88
78797	4824	1065
227615	914	113
97031	2808	1152
68475	864	425
99152	3017	2082
78217	516	1
227618	1207	108
14810	4230	5
320354	2894	5
100272219	1696	4
227619	3742	1102
83768	1655	313
227620	1690	886
72080	3121	73
12496	1937	383
18146	1473	2632
14347	1970	5
11305	8061	1006
100526555	56	0
69454	799	34
227622	975	316
19215	805	22
100503942	403	0
77701	716	3
69379	1038	21
30839	2359	548
22030	2998	1036
59022	669	1745
381352	3990	91
75454	583	782
381353	4684	17
227624	3155	1683
77058	1725	3
51875	1055	197
14133	1317	24
78076	653	12
13863	1041	0
620709	729	0
332578	1106	0
227627	713	1
107771	843	65
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	6
227634	7978	705
98766	3450	273
67991	7016	228
109299	2683	453
100504023	1970	0
16871	2208	0
227638	2449	144
77481	3129	3
329366	3147	4
67839	3623	122
52838	2923	278
332579	1611	20
227644	4491	536
68112	2195	1096
66865	3125	1172
64436	4135	200
227648	8739	2555
100125929	1647	10
18128	9489	1449
353156	1626	21
387145	73	0
67512	837	322
56279	1622	3
72091	742	41
100306955	139	3
100306954	132	6
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	511
20933	3466	1259
27176	864	4682
20930	1178	560
20931	1138	302
20932	2863	8887
279029	2169	55
227656	2281	906
279028	4580	6
381356	3474	837
227659	2136	14
66139	1493	0
77794	3242	2
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	337
22325	3482	532
100504116	668	2
67382	5565	780
140858	2900	1120
20181	5267	1603
12831	8402	34
100038452	2244	0
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	41
241289	5466	103
69327	804	4
118451	2079	329
227671	1335	15
19730	4020	8834
12613	2039	13138
70239	2787	838
14582	1822	0
64930	7697	821
69987	671	0
68870	1570	1
100526498	74	0
269252	7127	758
227674	3328	206
54422	3693	2
329375	1295	1
22130	4153	121
269254	10970	988
171171	1770	1
76220	4292	1
68975	1232	122
107746	6347	1298
433416	629	22
227682	2576	181
227683	1987	180
26569	4008	1092
68205	2143	787
723904	97	0
70319	871	2
99151	2715	101
18286	4459	756
74412	3108	656
20740	8081	7755
71820	1807	193
56086	3101	2130
263803	2931	140
66220	1194	122
227693	4100	481
70296	3470	1381
13804	1032	92
227695	1838	278
70266	1924	681
67350	435	11
241296	4254	1118
227696	1467	193
227697	2126	131
227699	5670	715
227700	1725	861
108958	3620	224
57170	2087	243
12908	4393	673
100862338	484	3
110854	2577	1399
72500	1569	492
78617	817	3
665635	896	0
100038700	2941	1
100526499	84	0
73598	1591	57
66617	1217	448
72323	2114	908
20204	1129	31
64292	3647	9568
30934	2997	1234
30931	1452	432
227707	1328	257
74270	4157	523
14269	5619	1599
320973	512	20
277463	3926	873
14299	4036	158
665700	15679	52
11898	1631	48
100862380	601	4
320267	3740	1042
100504258	5391	0
381359	2471	0
227715	1635	311
11350	7179	2285
227717	2863	5
98970	4751	0
23928	5930	7
108897	2953	10
227720	8195	726
100504305	1607	25
241303	4011	1
227721	1824	27
227723	10689	4321
99011	2825	376
22245	1951	597
72931	768	1402
99412	4442	1819
13429	3784	257
387239	110	0
68379	3294	1105
73737	657	1577
16819	853	47259
96979	1952	685
227731	3965	4691
71254	3173	70
98952	4217	3083
13481	861	481
227733	1473	12
20448	4368	73
50935	2585	40
11636	2365	70
13805	3572	72
100316776	86	0
14287	2263	636
107951	3389	1577
100499514	82	0
100628606	73	8
27387	3681	30
70730	1119	0
30933	1536	560
338348	2674	4
329384	913	40
227736	1675	21
20910	4005	260
227737	3693	7028
227738	3982	200
269261	638	2572
104367	118	53
56017	2083	244
99326	3387	94
241308	2738	93
26360	3444	19
241311	6602	539
71834	5090	957
16917	1219	13
100504399	3815	88
72543	4995	470
320482	3653	0
100504427	1963	0
18516	2393	33
96990	1793	0
227743	3018	838
66691	5966	1773
14828	2616	23180
227746	1858	116
30050	5698	712
66998	2042	478
77996	2312	100
74016	3743	45
22029	2325	37
15139	5448	1
98870	2358	9
26920	7792	667
68365	3081	2807
100504493	1271	0
227753	2938	799
13830	2816	295
75859	1227	0
74854	1372	0
14594	3586	31
100042194	2037	0
69601	7090	1039
74410	3177	26
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	113
75495	690	2
16874	3577	5
67889	2548	1064
67871	2251	318
100504593	429	6
100861645	439	13
19224	2864	258
258949	921	0
675440	642	61
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	534
319817	8967	864
100217435	68	0
241322	4535	222
320633	5267	25
227800	6746	892
338346	2297	3
20744	16348	1212
241324	6372	3
227801	4352	378
16870	2286	0
59126	3272	948
19177	969	2338
26423	2947	13
14536	6308	523
387176	76	0
723903	89	0
241327	2409	5
76646	1206	1
66489	452	2092
74192	1271	568
76899	4386	374
320271	10705	284
100042584	4750	6
67857	1558	818
94217	14743	0
70789	2733	0
76117	3906	0
320872	1761	0
227835	2554	188
24136	9113	4
100628598	78	0
433424	1388	0
69405	635	0
100503843	615	0
11480	5681	682
26428	4978	745
109241	7055	388
227867	4358	1036
16574	6840	17
71897	2285	0
320343	3660	12
109129	1302	847
100502624	1786	2
227885	2163	1117
74194	2827	1800
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	91
64685	1368	180
21930	1601	52
51869	8502	970
17996	22489	121
78049	407	0
75423	5212	1144
12298	8280	22
625631	432	226
56324	4124	1004
71409	5851	571
56194	3565	2045
65103	2553	288
67874	1460	46
271786	6966	0
16519	1679	0
18227	3347	533
767815	1099	0
75279	1533	0
227923	1412	3
14571	5931	644
241391	3247	5
77767	3521	0
227929	5735	3242
100042926	1016	4
269275	9049	8
100502932	2940	0
667062	543	0
11477	3298	970
76654	1627	0
227933	3641	9
227937	4614	1034
76676	1644	0
76747	573	8
100038999	438	99
66860	7873	3823
72137	2183	272
407823	7980	1172
667103	743	5
100505179	714	31
57438	2719	3677
66205	1257	22
17076	5172	39
100039176	561	0
18779	7112	4
16420	5110	202
56878	3057	754
100038493	2655	0
21353	2335	1951
59029	1541	813
21375	3977	0
94229	5532	0
13482	6301	32
14526	1091	1
14089	2695	16
71586	5519	386
227960	3288	599
170738	3798	0
60344	8667	2
100503492	436	1
50915	1968	26
319876	5045	4491
320106	1606	0
20269	9560	0
110876	8690	0
77771	10672	12
14425	3684	2400
73668	4468	180
20265	8287	0
100038743	1347	0
20274	9813	0
20272	7333	24
383709	1966	0
241431	11971	0
26877	4978	3
53416	3247	2337
227998	1339	0
75721	3643	0
241447	3930	10
329416	1808	2
66442	1582	82
14378	2012	0
27413	4895	12
241452	2817	27
14725	15467	2
72569	1419	26
228003	2538	1
320720	2860	164
228005	6297	1690
75051	1731	45
674921	661	353
73373	2104	137
277396	4617	68
20823	2088	2271
75422	960	144
68795	8084	2480
329421	6256	0
64406	2097	1
68986	889	0
66748	1749	8
14415	3231	8
70231	2484	3002
228012	4032	1319
228019	2370	178
75763	9413	159
73649	5208	81
13427	2788	1608
78830	2924	356
107435	1576	420
100861681	479	0
66559	1259	142
100503424	2810	22
13390	2779	0
111970	2793	0
13392	2473	0
381371	641	0
16403	4205	12744
228026	5137	623
56508	7896	26
100503680	2116	1
65964	9111	186
66953	2361	47
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	1462
100503849	1147	29
100628587	74	0
67059	2304	1318
381373	2813	0
66935	1945	38
74616	3247	76
68526	5079	32
215280	4397	282
11435	4288	0
100504117	483	25
329427	2707	6
108699	4934	64
11909	4277	1184
100038532	2320	0
228033	679	7089
73962	516	0
69605	8775	214
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	0
15438	2100	0
15437	1424	5
73429	794	0
15434	2902	1
15436	2560	1
387144	68	0
399588	2167	0
15429	1862	0
53375	1258	674
667739	851	19925
545423	483	3
77269	929	0
100504729	1478	0
229279	5224	2444
18024	2469	2336
320474	1463	8
623453	524	324
228061	7359	3069
72421	2614	57
620631	2008	2
78802	2862	5
241489	2848	2
13067	652	0
241490	1898	469
99031	8041	13
23992	1554	282
381375	1219	1
14231	898	14
83435	3007	214
22138	104320	28
545428	6329	262
228071	8900	1161
241494	3668	3
100503106	751	0
80744	3449	276
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	841
16401	9832	0
228094	1759	0
100126874	1930	0
18012	2494	0
70599	5095	1603
75276	2644	1
18573	4912	0
320769	2889	62
66861	4054	824
100503167	2616	0
20378	2920	2
50884	3387	2917
68082	1463	63
735274	86	0
69482	2873	52
241514	4184	0
241516	21053	0
69082	1963	1522
16410	7054	2383
241520	3394	1
71861	2062	0
54598	4737	14
21788	3780	4
672763	830	1
100502854	2295	59
12388	5475	6884
100270744	3520	2
72657	679	164
66958	1968	542
381379	2059	363
228136	4740	2961
98985	1830	358
241525	752	22
387149	64	0
100502874	726	0
12258	1820	45
56791	1387	14
68678	1761	0
30059	666	117
72401	2924	0
269295	1263	1
58207	2601	83
19074	838	0
53856	949	0
228139	4190	28
100862344	2930	0
20833	2854	2321
228140	5747	2220
74687	1443	1
23796	3564	5
241528	2900	0
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	0
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	2
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	0
19271	8253	725
59015	5684	443
55935	4691	2122
271813	3462	3
56428	2420	1054
67445	1365	9
68349	940	295
67136	2393	101
66461	1321	564
13046	7965	3640
279067	345	7
19400	1620	13
19182	1635	3228
68427	2273	248
100862024	613	0
20375	1333	1
17868	4163	1
228355	6217	564
22259	2036	70
11432	4653	330
107986	1918	371
606735	892	8
100503319	3593	2
80708	2107	962
77038	3409	1784
228356	1979	50
228357	9407	104
619941	312	7
75786	6577	902
100217458	98	0
14061	1988	8
381410	3740	362
100862052	1368	0
228359	3331	1028
51897	3573	759
241547	2301	168
228361	5290	1222
12672	2768	9
17242	1306	76
104418	4373	1979
26427	2271	1179
192285	6912	580
100316756	98	0
228366	2424	977
18633	1608	403
75641	364	3
19099	3461	213
12953	4368	392
320507	1190	6
228368	3255	867
100043205	461	4
76969	2682	120
80976	3751	13
100042784	1870	28
277414	2662	2113
241556	3751	11
639658	1295	53
12521	1854	6976
100038525	2923	3
11695	5203	3
14043	2871	2353
329470	1998	106
381411	2168	1
620695	1291	2697
70852	1550	24
69113	1231	362
56348	1839	6769
723953	90	0
414123	856	0
735259	100	0
74569	4591	569
66457	1484	6
11800	3702	1581
241568	3475	0
68170	2269	164
19374	3393	0
19373	6669	1
22034	5476	1354
72446	4446	107
76501	1175	414
241576	3827	957
100504371	1663	0
100504354	6969	0
80985	5612	2050
14221	2427	94
210622	2855	44
20511	12068	39
12505	5654	184
27402	2526	374
56369	924	311
13661	4387	5196
319854	2229	4
13711	2246	15381
12359	2551	1670
100862111	334	0
99382	4558	2477
98956	3856	780
53872	7593	6699
78031	541	0
16909	1900	437
70986	1283	16
57443	4760	1243
100038697	1690	0
333883	796	229
12509	1811	1153
68243	819	0
241589	10124	2
15259	7497	3023
100316678	80	0
668733	1062	4
74959	1145	2
228410	5190	851
320554	3512	13
241593	1083	24
211896	1724	500
99003	8973	1547
228413	2846	653
211936	3944	6
98221	1230	847
329480	3267	0
22431	3092	0
74088	1598	0
19672	3063	99
100862167	430	0
402728	1464	0
18508	3681	2
100504545	3019	0
77766	3902	204
66541	955	205
99349	1198	94
329482	2649	0
329483	3949	0
77015	2738	150
320230	690	0
791267	4525	1
212772	3389	212
14308	1595	0
16492	4844	0
76894	1891	139
228421	3369	71
12064	5487	8
22343	4137	2385
100038454	1349	0
107515	5060	2432
68201	2079	415
75517	980	0
170442	1628	69
67606	2069	1
241612	5191	3
228432	3377	1572
269328	1589	22933
668802	2361	0
623270	767	0
67575	1838	0
257980	939	0
258390	939	0
258391	912	0
258389	942	0
258388	942	0
258910	918	0
257979	918	0
258909	918	0
228443	918	0
258379	936	0
545447	917	0
277562	918	0
257935	918	0
258395	939	0
258399	897	0
257662	939	0
258887	939	0
258398	939	0
258890	939	0
258888	939	0
258886	996	0
258199	2235	0
258889	939	0
258891	948	0
258397	939	0
668825	939	0
258396	939	0
258023	939	0
257956	939	0
258258	963	0
258439	963	0
258441	939	0
258271	939	0
258359	954	0
258257	936	0
258442	939	0
258737	945	0
258440	951	0
258022	1110	0
99010	1902	515
213765	3731	2
66181	695	717
107723	6735	471
68032	975	762
72425	2883	596
73024	1072	921
213788	1746	0
74268	1521	351
100504639	1596	0
20192	15410	4
75275	1237	0
14260	11925	707
75166	1029	1
23892	1639	0
100862246	496	0
20394	1227	7
228482	5017	344
100862258	648	11
14617	2879	0
320846	1550	0
11464	1390	0
100303644	1909	0
11834	4886	624
228491	4263	103
66632	2700	398
78193	507	0
100043232	2644	0
399568	2770	143
100316703	89	0
17536	5267	2
72603	723	0
654793	3398	0
69974	1549	0
67356	1187	0
