EntrezID	Length	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1
229906	1253	652
109333	6207	3818
320229	3521	8
320072	1652	0
621809	921	1
16911	2049	5295
545572	710	14
23908	4811	1126
93684	1510	4580
54673	3949	2968
12722	3022	6061
80797	3654	12529
229927	3306	76
622139	709	0
99709	2997	1
100504497	1625	0
99663	2998	0
23844	2935	0
229933	3921	55
52184	2584	257
71355	7137	2
229937	2813	342
16007	2028	15784
100216343	1700	66
69219	3747	13
100504532	648	0
12042	1760	3059
66421	975	293
214804	5495	1714
242253	3082	13
171166	1712	1
68279	2666	11
65086	2494	9
100038607	2419	2
99167	3696	351
74245	2629	102
70951	1920	62
14707	535	481
70285	2614	448
56629	2299	0
22262	1843	1
100286843	3174	4
75015	1014	2
18749	5081	2910
70892	6075	28
99633	6052	2869
100038391	4059	0
381482	2424	5
100628568	71	0
100504653	1897	0
170757	4106	158
99899	2909	18
15061	1296	0
19220	4414	0
54120	1264	40
67035	2927	3861
51886	6491	1982
68810	2566	2501
215708	5355	240
170822	4194	1250
108946	7668	3194
229949	3103	85
99542	1853	0
329777	4867	1007
26938	2000	2
20447	3885	13
545578	465	5
70594	1834	0
66772	1048	0
72317	495	0
55993	3327	0
19352	1686	2228
100217468	45	31
100217425	61	0
11364	1845	931
242259	4098	1
16875	1978	0
99686	2164	0
209584	4404	26
12972	2507	112
209601	2009	0
435766	3042	0
75540	3493	133
74435	2650	8
329780	3451	0
329782	4170	0
320840	5922	0
100502679	2293	0
53861	2616	1420
387181	71	14
19218	2018	9
107869	1801	519
433667	2654	2116
69207	3664	3763
67144	4092	454
242274	5918	1
624759	2832	582
76131	3323	35
19892	1843	0
68151	2769	5807
100312470	921	0
100312471	921	0
100039044	839	1
666513	1056	1
100499523	102	0
72098	2605	735
116940	4328	575
70143	874	0
17096	3456	181
70720	1850	0
67427	502	6215
17451	1448	0
56711	4635	9
66433	696	240
242285	1379	2
242286	1181	0
18619	1412	225
242291	4636	2049
73872	1205	0
242297	1995	143
100504030	590	0
68053	4735	218
13122	4172	0
53378	2553	7845
18201	3507	859
252838	2852	188
71510	1077	4
12319	5722	52
100039478	333	3
59021	2057	2404
666752	584	1
320790	9338	1691
74438	3604	1
65973	12295	7344
320152	3969	1
242316	3532	49
74662	1433	0
73624	568	0
100499521	131	0
67157	2120	240
100039746	887	11
71801	2920	637
76947	1082	87
100503518	1368	1
735261	86	3
60599	5430	1009
12448	3217	65
72656	4970	1020
381510	2984	316
100861935	1013	1
207920	3864	2024
634834	1197	96
66185	7115	1575
623474	7051	70
100503583	4572	4
14579	2257	12596
12557	3462	37
381511	4298	416
100503636	1066	6
100038424	1706	1
329795	3456	198
77604	3426	301
72397	3283	90
68099	1326	498
208820	1501	176
100039988	632	1262
12395	6899	10
208890	2371	31
73314	1210	0
72201	3259	1058
72519	2280	437
100038514	896	0
69352	4922	0
100201	4681	2198
12307	2867	0
67460	2959	851
27354	2491	639
209212	2647	469
192656	1901	359
100415915	1852	1
17389	4576	11
30952	4708	0
70568	5646	1224
66302	1875	150
107568	5070	879
74087	2134	0
242341	2503	0
74988	1259	0
50500	3053	84
14590	1326	364
269513	2895	52
230025	3174	0
51813	3868	263
77032	1587	64
77593	6007	692
67735	2122	5
66625	4545	2090
230027	2613	173
76132	9342	1200
269514	2479	332
18992	6272	0
212377	4467	142
212390	2386	5
68493	3632	536
319564	1872	0
81006	2370	13
57756	1105	3
67490	4335	611
625732	491	9
14348	11990	147
242362	4628	418
75360	561	0
13841	7967	536
75332	891	0
26409	5763	2238
100038651	2744	4
100504106	1924	0
12014	8493	319
414068	1661	4
14610	1518	1
26885	6804	284
100019	17959	2282
108755	1344	144
140577	4817	87
52187	5047	197
100504166	3850	114
56228	3522	2924
14409	1820	7
14408	2251	5
242377	5578	232
272009	2939	128
108767	1925	4572
24018	4153	479
12801	5807	189
67652	1073	2
636187	483	0
433693	1719	754
50793	6313	712
109093	1867	219
24060	2039	587
69329	1716	1
214568	1303	0
66291	927	107
30046	9977	385
12640	691	0
73696	951	0
214944	6030	363
387510	820	0
73205	3198	917
100504458	1011	0
242384	5067	0
100124458	81	0
100124457	77	0
100042132	1087	0
75471	1264	0
11428	4319	2156
230073	4943	1180
106021	3842	2049
100504309	325	50
230075	534	1090
75819	1810	0
320500	3226	38
71293	818	0
66408	5740	350
622208	2159	13
15502	5792	9849
387203	79	1
74255	3273	1629
14595	3976	1808
100628614	83	0
20731	393	1
12017	1349	1455
76959	1372	947
74164	4556	971
100526501	64	0
11832	2524	12
11828	1763	388
230082	4483	1152
67615	3312	2536
68926	4369	2786
68970	3454	951
67123	2697	1754
109242	5598	59
66401	848	59
329828	4175	34
100862160	650	0
73721	1290	5
76992	708	35
71901	2109	166
68922	2491	9
69638	1247	556
12804	2267	645
69961	839	135
53598	966	502
550619	1751	1
18391	1591	254
14430	2000	765
16157	1961	794
20301	1471	150
100039789	429	0
100861610	6399	3
100862170	974	0
100862177	878	0
100861618	495	2
100041579	375	35
100043920	4068	3
100041549	1870	13
100861635	3613	17
100861647	429	0
100042539	3558	2
100504346	867	0
100039848	495	3
100039863	1044	123
100504376	1171	39
100042555	1953	574
100862228	974	0
100862237	974	0
100042493	831	0
621580	412	0
100862261	4068	0
100861661	1864	0
100861670	1416	2
100862247	375	0
100042519	3613	5
100042524	1870	0
545611	4130	146
100039331	4897	0
100504239	867	0
100040035	495	0
100040048	1044	4
100504407	1171	2
16158	2680	66
73350	485	0
100861715	3192	6
24047	720	1
18829	868	15
100316865	2385	0
100861727	3834	7
277773	1656	1
230085	3393	25
56323	2309	1392
67317	3726	13
100862318	717	0
269523	3315	5442
60534	2727	63
56703	4236	581
66592	1548	608
230088	3495	2931
22249	6391	142
320571	4474	10
100213	5402	3991
329831	1348	11
21754	3620	1710
12517	1503	42
54390	1201	1
19782	275	14
622404	814	683
230098	1624	2005
100503819	978	609
230099	1959	845
22004	2098	78174
21894	8560	15532
12913	1582	442
230101	3535	255
242406	5868	750
100039672	743	0
230103	3660	2171
433700	1247	5
68917	591	345
242408	1763	9
242409	4775	528
56014	2352	1
56015	939	2
100039781	913	101
71406	4086	287
319973	957	123
29849	960	2
29848	963	1
29846	1099	0
100040268	1766	0
29845	1172	0
53614	4433	1410
384009	2019	211
442829	2030	1
12757	1170	2378
50798	5696	385
623796	2231	54
73469	5180	3921
100628618	73	0
17279	2914	142
100503944	1538	0
18507	1208	0
100628590	78	0
100503954	3058	0
319885	2524	571
76238	1226	289
230119	5606	152
73405	1578	10
64424	2944	307
269529	4634	462
68512	687	582
666060	4812	309
78508	415	123
69934	2023	97
66362	1035	261
242418	7213	842
230125	4438	1911
230126	2744	2587
100040557	996	0
329839	1090	0
100040567	646	2
72535	2302	50
75426	2729	12
74152	3606	12
381522	5081	0
100121	3526	662
21916	2871	31
272027	3726	259
433702	3112	1310
22590	955	97
110805	1116	9
74753	1558	41
93966	2310	0
67628	1367	2876
100503131	845	0
94181	1904	281
74735	1432	39
107684	4114	370
381605	4305	282
242425	3998	2
75691	3552	85
230145	2216	33
12819	5319	606
21812	5666	4195
56737	3055	247
66212	552	456
18124	1884	1761
67727	5777	584
76299	2647	1811
100316708	97	0
16348	5632	166
100503154	659	38
269536	3203	891
66665	1841	245
230157	2442	372
100861629	540	0
68016	2044	16
272031	3762	0
209186	1659	0
230161	5048	0
12012	1946	4
28028	2103	634
230162	2993	69
230163	1953	0
67063	2983	131
109331	4312	1188
242443	3348	3
19059	2985	0
74914	1297	0
329844	3387	0
72648	626	0
14211	5322	570
68274	2401	0
75367	1188	0
258857	960	0
258821	954	0
258836	960	0
258600	939	0
73398	1099	0
66536	1507	312
11303	10260	1368
78180	452	0
381524	2277	7
100434	3278	964
100861652	874	486
319636	9193	130
246179	3382	412
21350	1144	2
435784	720	8
52076	2861	777
242466	10496	1048
100503249	1019	0
670211	629	2
19359	3811	5860
100415914	757	0
16600	3044	9836
11471	1421	8
11470	1504	5
230233	6160	675
230234	4299	499
54366	3687	2457
242474	6895	606
723837	70	1
230235	3854	4
54357	2966	2034
329851	1759	13
545622	6369	723
73349	2030	1
619973	699	93
242481	8213	692
100038668	2014	67
11641	6869	12188
242484	2896	43
22166	1051	2787
67402	618	0
64817	11275	26
18198	3659	0
14745	3522	28
100526502	87	0
258922	942	0
230249	5902	2025
100041581	2794	0
67103	2104	178
72429	1827	231
14700	1120	690
100155	4550	3
22234	3719	562
634731	3295	30
230257	6889	4336
72479	2616	1930
230259	5044	202
66209	3221	202
209131	7507	166
30936	2060	4
17843	875	0
620807	540	3
100041658	1033	0
17841	1014	0
100041687	986	0
100038948	720	0
17840	1091	0
100039008	883	0
100039028	914	0
100039054	883	0
100861909	1141	0
100039089	984	0
100039116	926	0
100039150	889	0
100039019	835	0
100039177	882	0
100039206	886	0
100048884	888	0
100189605	878	0
17844	872	1
381530	887	0
17842	908	0
381531	755	0
22696	3579	81
20530	1824	222
338355	4342	636
20529	3744	1180
66440	794	208
70052	5237	393
76072	1404	5
71354	1325	16
192120	1743	132
72748	1083	32
17025	1350	282
59001	602	350
214106	1783	11
50780	7301	46
72701	2868	139
11699	1233	2
16552	2250	2
373864	7635	2804
735262	82	0
18405	768	20
18407	773	12
18406	774	17
100182	5476	219
66783	1104	0
73750	4805	301
66290	1093	81
100503980	687	0
230279	3630	65
670833	684	0
75524	671	2
326623	5828	14
21949	2228	16
21923	7100	221
100504061	2618	0
18491	11027	2401
56079	4831	14
69807	3196	584
21898	3847	80
56710	3354	130
214444	5603	980
230316	3062	285
21885	4369	1893
68285	2687	109
353204	2052	1289
433719	1323	0
623180	1237	0
623197	1237	0
100862015	1237	0
100502896	1116	0
100502924	1237	0
242502	1325	0
242505	5183	57
667768	759	1
545637	936	0
623272	1324	0
667780	1325	0
623281	1312	0
71886	2158	0
242506	4203	0
76804	4401	640
66928	722	225
19266	8504	19
100046763	2065	0
22178	2720	1
52829	1699	484
17475	7515	4262
545641	1078	8
18028	8770	10856
76455	3330	1
68268	8751	885
12622	1742	0
329872	9581	97
69863	8764	1331
790913	1461	5
77634	1385	228
101739	3182	869
100862057	3297	69
320226	4525	105
242509	6453	25
338349	6929	790
20404	2807	56
329876	2053	18
77739	7839	270
75811	1835	3
68441	1613	2051
230376	3696	277
100217448	118	0
11520	1887	3724
329877	8441	667
100504343	2913	22
20104	1394	673
230379	4204	153
76376	10780	0
70122	6216	1422
230393	5796	710
735282	86	1
66775	2089	37
15977	770	2
242517	573	0
404549	570	0
15972	573	0
242519	797	0
381590	1828	0
230396	819	0
230398	570	0
15965	573	0
15974	670	0
242521	4217	1490
435791	549	4
100041062	549	2
545645	811	4
545646	968	2
545647	968	0
545648	811	0
319146	1462	2
545649	1462	2
545650	1462	1
545651	1462	0
545652	1556	0
545653	968	0
545654	549	0
545655	549	1
668208	2850	0
15970	576	0
15964	647	0
15969	570	0
15968	570	0
15967	644	0
15962	570	0
230405	664	2
723895	106	2
100040617	718	0
66902	2558	659
12578	1136	15
12579	1393	24
242523	4073	4
236537	2261	0
619842	1690	0
15569	4557	1
620016	1006	1264
69314	1263	0
69136	1364	44
67770	2109	161
100862232	413	0
18786	6815	1003
667250	978	4431
67694	2114	314
100061	2773	2
100124456	81	0
21687	4654	98
67753	1228	17
100039252	661	528
320713	7419	648
665029	580	9
16476	3187	25413
100042411	3534	0
75578	2713	127
319247	1729	5
77963	4242	499
230459	4374	2
242546	1944	0
100066	1935	0
665095	1520	0
13110	3595	280
74519	1944	134
13109	3651	0
620779	1638	0
620883	905	1865
319865	1231	4
18027	9643	1938
100502875	963	0
100502857	1263	0
78687	924	0
94043	986	125
12695	8809	2477
381591	2942	2
242553	4801	4739
399570	2388	4
545660	2264	1
230484	3567	568
67299	7043	3534
30924	1604	0
100861936	1156	6
242557	3178	184
100038722	2475	0
15221	2373	1
320438	3114	153
67733	2738	69
230500	1847	90
72157	2334	1250
26563	3542	764
381534	1517	4
320508	4966	951
242570	3990	315
16451	5299	12140
77866	748	28
387143	83	0
68400	618	5
11639	5162	517
72685	5596	7
230514	1827	1693
16847	6634	29
545662	1975	0
242574	907	0
381535	1597	0
332923	1452	0
381536	847	0
18578	6034	34003
73094	3712	12
100504717	1912	0
67344	2262	0
100473	3655	0
23919	686	0
242584	3793	42
71148	4878	1561
242585	2893	835
70941	2448	0
71650	1185	0
67013	1866	280
622167	808	0
100862081	1718	34224
100038724	2300	0
13131	5580	0
110382	2239	0
230558	3636	0
242594	3136	12
108079	8201	306
67916	3162	12242
100502629	663	4
329908	10601	3390
100102	3512	21
140475	2716	2
74754	4028	630
242602	1970	1
230576	2535	32
230577	3077	15
72354	2762	349
381538	4346	10
230579	1897	0
329910	5668	105
72475	3195	3361
56280	1496	701
230582	1605	122
242603	2611	3
66526	6243	270
56374	1544	2762
100862108	611	0
546840	947	0
77809	1756	651
72938	559	191
13370	1664	0
230584	1322	372
72787	2576	441
230587	2904	51
56296	1795	8
16975	7677	769
619295	3078	1
17149	608	1713
74098	1551	626
12896	2350	109
242607	3005	0
242608	3168	23
20280	2664	2007
52430	1307	2069
230590	2289	2
414872	10654	1591
69893	2876	59
545667	593	0
67305	1214	283
230594	6054	1118
100040110	490	2
230596	1519	746
18392	3014	106
319965	3286	972
230597	2170	395
73133	1812	61
70533	3111	145
66073	1275	244
100087	1556	779
69908	3320	3
77173	903	0
230598	4155	2199
791075	76	17
100273	3523	1354
108802	1606	2
13858	5411	1139
230603	2444	105
29864	2132	3596
67646	968	0
319743	3122	6
12580	1106	119
14084	4429	1154
242620	2947	21
15572	4488	0
78933	1864	0
67621	1908	94
67946	2435	160
230612	4360	14
639774	1280	5
328505	2327	0
639781	1260	0
320640	3997	0
195564	3843	0
329918	1372	0
630887	936	0
329919	1678	0
230613	1729	0
230622	3824	0
433745	1212	105
242627	4497	1
230623	1393	0
666048	6617	1614
433746	2308	0
17301	2619	1
100040736	2876	5
30923	867	0
66588	1880	731
20460	5333	133
21349	4161	14
67182	1129	4
81906	1524	0
230639	1530	0
277753	2422	0
13118	2395	0
435802	1527	0
13119	2495	0
13117	2086	5
666168	2509	0
631037	564	10
100040843	1914	17
13120	1871	178
230648	4300	1363
75173	818	1
230649	2330	32
100465	2882	525
17346	2493	367
654462	951	2
140477	4033	1
14073	3816	27
72181	3511	353
100502897	778	1644
66576	546	2876
230654	2869	1091
19366	3076	96
68075	1427	43
68273	2719	1807
66805	1971	10
67323	392	0
433748	390	83
18710	5004	1500
17776	5727	1823
16351	2118	107
230657	2409	72
77110	3519	532
654318	2436	8
622665	2003	35
50927	3155	5445
58810	1414	6579
100502959	627	90
18477	1417	7605
67096	1930	170
68394	1214	262
230661	3032	93
68276	2008	216
70603	1736	56
242642	1602	21
100502973	733	1
74464	5397	10
22275	1199	703
76608	4552	662
108067	4022	416
19207	3549	53
78611	2579	92
242646	982	1
12795	2367	2850
20116	740	6695
100217424	59	17
100216533	78	54
73804	2832	79
381544	2013	29
100862255	770	0
68777	953	119
66743	2891	438
100503023	705	0
140546	1574	1173
66233	1513	180
75753	3595	0
14664	3272	345
381546	1281	65
53418	2522	562
114143	996	1468
67728	2526	151
230673	3588	1017
11876	2177	54
20441	2574	376
230674	4956	1418
19268	7648	5062
68180	843	199
230676	10958	979
80509	1893	366
54325	1904	1770
107995	1784	295
17480	2938	6
21846	3879	267
66451	915	21
230678	1862	95
68625	3750	1
69072	2960	1483
100041290	805	1
18363	948	0
258708	948	0
258852	939	0
258301	948	0
258851	948	0
258259	942	0
258306	948	0
435804	1008	0
258265	954	0
258159	954	0
258331	948	0
258214	942	0
258394	942	0
100038571	535	4
100470	1958	518
20525	2573	5468
100316707	66	14
100503370	636	5
195522	2396	53
27028	4551	8
69216	980	356
75180	1504	8
230696	1867	75
56401	3343	1492
242653	4236	2
22608	2191	7106
66101	2495	31
73332	2536	8
100862319	1382	1
106564	1440	70
332934	1505	2
194237	4067	0
433752	1909	97
230700	4762	1612
14915	560	1
14916	602	3
16656	9021	782
13615	1244	74
329934	2528	94
29871	3394	903
194219	1762	0
51797	2705	3714
667063	420	0
56222	1258	129
60613	2512	14
18046	1944	936
387227	89	0
723836	92	0
242662	977	6
73172	1990	55
381549	2364	114
69780	2905	1014
12840	2746	9409
230709	3430	1745
69469	719	0
109263	6585	1737
545677	1181	0
666914	351	0
666921	1149	0
100504652	351	0
666927	649	0
100862019	351	2
666931	351	2
77432	825	0
19063	2493	2956
12331	2393	9313
100504506	240	2
76574	2151	3877
16918	3501	153
66966	2059	215
12164	2940	7
353371	1753	8
56031	1168	704
170638	4652	2257
230718	1103	9
56198	4532	53
622334	604	0
230721	3019	1639
12163	2405	4
64059	1805	6
11426	23495	5104
442834	8311	366
595136	509	175
68050	2370	1824
230726	1217	39
100038647	1328	3
56309	1485	323
54170	2606	1575
78460	980	0
108809	1873	1
18991	3010	457
67205	953	495
14201	1685	1047
75062	1698	780
735277	109	3
16330	3781	454
735263	109	0
17764	7631	597
68920	762	152
230734	1554	1752
215090	2727	1
230735	5482	0
73628	519	0
52276	1626	207
194268	2942	154
192199	1834	758
230737	2350	3303
75563	2086	4
76793	2325	266
70088	876	239
230738	2805	1818
14807	8842	700
72395	3543	1
12986	4047	3
66407	938	398
230751	2152	93
116748	913	66
74178	3861	8896
230752	1363	425
66938	2328	381
230753	4328	2295
245877	3387	12619
27096	1256	866
329941	4331	55
100206	1368	294
100048926	3116	16
24084	1494	18
214150	7635	376
236511	7065	1640
76850	6523	345
269582	4982	177
230757	2855	283
26445	847	1636
332937	2117	2
26562	3701	933
100317	4982	524
67785	7010	828
71514	3705	20261
68310	3832	391
100177	4134	285
100039968	1120	149
242667	3817	7
80284	1022	237
14612	1624	174
14620	1922	3256
14621	1445	2476
14622	1704	51
667296	581	0
635169	2209	0
329942	13731	0
74989	643	0
69317	684	0
269585	5372	60
384059	3174	2
54383	4357	2806
215493	3390	222
230761	2882	1057
67525	3198	834
242669	1917	259
11637	1909	1718
67349	1018	0
75234	2532	6226
66260	1168	18
15444	1697	5
384061	2702	35
74648	1546	573
107271	2874	1557
97130	5187	1220
68828	2038	37
19646	4407	5025
67106	660	44
73680	2229	92
215627	3288	32
100383	2662	1961
58864	1034	2
68233	558	16
17357	1601	36566
433759	1971	850
16818	2298	220
230766	944	8
54709	1109	2565
76799	772	663
100504491	864	108
230767	2142	286
66264	840	317
109658	4948	3062
100861795	1058	0
100861783	590	0
16650	5711	1660
230770	1810	309
20218	4783	4756
19244	3505	4324
319894	830	0
622480	2562	6
72225	2315	2
230775	5289	845
107581	5206	31137
67898	1551	770
230777	2316	323
94242	2175	11693
332942	2208	2
230779	2010	789
14077	640	832
619605	1411	245
66585	1591	655
67149	2552	138
80912	5351	4614
100217460	65	1
20970	4972	1917
16792	2398	39
17180	2002	0
19273	5504	290
26922	1337	339
57317	2254	1750
545681	1453	0
623230	1370	95
269587	6923	863
18386	4021	0
664894	471	16
213541	4078	1407
664903	697	76
56809	6581	541
353373	108	0
66464	1350	216
242681	735	8
100039864	606	720
100310813	136	7
100217418	117	5
100217440	62	29
100217437	56	48
71787	1130	303
100862259	716	12
100088	2327	606
399101	437	9
100306945	205	0
100306944	205	19
100169	4571	1293
67219	1677	14
230784	2658	1107
11983	539	2563
68598	1392	1453
19204	1820	17
14050	5197	233
381560	4238	25
100340	1925	387
19891	1782	420
230787	2542	1
100336	2041	457
100226	2320	2044
230789	3046	913
14191	3353	21
230793	6602	4559
242687	4088	2632
14748	2143	3182
69655	986	132
53608	4333	1388
269589	1925	593
52174	1482	288
230796	4175	668
20544	4606	5679
100628620	89	0
100342	2288	2029
69539	1654	716
69073	1796	382
18221	1347	1195
23957	1118	0
242691	2003	102
100210	1356	218
55948	1613	35530
503610	2847	685
545683	465	2
230801	2941	103
93760	8175	5049
20111	3137	2589
15331	1254	127
67422	3110	810
83557	3480	0
230806	4761	20
23833	503	7
67586	1577	24
73723	707	451
70012	3866	547
665186	2338	0
329954	1727	16
194231	2467	1501
68040	1976	455
77490	1088	2
72690	1226	43
230809	4730	102
433766	1886	0
230810	3313	51
56219	4114	57
100163	3128	315
69409	905	2
16765	1060	976
71904	2067	62
69885	1270	9
76824	2139	1054
74777	3445	415
230815	4715	70
100017	2671	1177
66146	3826	1352
19746	1514	0
71817	1096	1520
27981	1415	2099
68592	1276	511
100862090	615	0
12399	3891	6
29876	4065	24009
51796	3732	4233
230822	2151	11
100503475	589	0
53902	5062	312
735285	79	0
74552	5025	272
78806	2380	1
230824	2779	47
73937	2963	1
242700	4012	510
230828	5825	6
242702	5575	14
14105	5499	3260
52830	1907	1610
12802	3865	0
71665	2523	549
15356	1413	252
74246	1537	58
26394	1593	464
66193	1538	564
27224	4592	1596
67025	594	1496
15903	953	381
242705	4739	19
230837	5582	609
21401	1247	76
22704	4637	2566
74326	2675	2299
100503101	1932	7
15552	2908	1459
320133	1725	4
269593	7529	13395
99982	3015	3014
67663	670	1
242707	1954	0
13844	4780	878
100862132	599	0
12260	1062	14
12262	1054	33
12259	1082	48
13842	4713	9
230848	7192	236
100503595	2904	4
22417	3823	607
12540	3005	7992
242711	958	0
67868	897	2
69380	1036	0
15530	14177	13777
435811	1828	0
170707	5746	1634
110351	3398	3237
100862140	912	0
11647	2516	5228
230857	4816	4874
100503664	848	0
230861	6325	5464
15441	3475	3287
230863	3140	1060
16559	3915	59
13200	2095	4799
68943	2367	2934
72269	809	1617
625638	2367	215
68350	3732	1100
66259	3613	553
75718	3857	0
212190	2924	1
18781	1618	0
26971	2437	0
18782	2264	1
18784	2275	2
18780	794	0
26970	851	0
73162	1670	143
66825	1255	3
77056	3322	401
15565	1362	4
17965	1762	2072
433771	2683	1584
100038595	2322	4
12345	1749	8056
212555	2047	59
110198	1648	740
69902	930	534
230866	6226	1473
69116	15873	6065
212632	6214	5905
212647	3355	1500
83770	3047	6
18509	4275	0
71235	1548	2
242721	5854	43
230868	2000	1
791389	2647	0
72754	4664	822
108911	3767	7945
242726	2333	1
18602	2640	4
18601	3068	385
100049161	2001	11
18599	3756	21
75128	593	0
18600	4758	124
100503750	453	0
100126227	924	0
67680	1074	2199
74772	4327	1482
17150	1139	77
230872	6680	368
100862201	656	0
66147	1894	818
329972	2513	3
213491	3260	2082
213499	5925	1036
76166	951	8
329973	1275	5
213649	3397	1400
100503810	564	2
13836	3932	16779
277743	1433	14
12733	2455	0
100503826	695	0
56365	2340	1
29818	2768	30
277744	905	0
22642	3415	869
56381	12299	2417
320456	2152	38
74202	3168	7539
213989	2066	2
100165	864	6
384071	2683	15
100862238	531	1
69582	4133	2507
68817	3539	605
69994	2154	1
75986	1404	0
214063	3913	300
12371	3896	180
13706	912	1
76701	958	1
69139	322	0
27984	2381	10009
100862248	1198	0
329977	4263	924
545691	997	0
78917	516	20
214359	1874	5136
100038693	1758	208
71529	7383	2725
70725	658	0
110593	11549	4710
100503517	299	55
14726	1769	5493
242735	2327	1
621961	758	595
83491	2440	0
242736	3882	293
242737	1959	0
545693	2055	0
100040854	2104	0
100040861	2104	0
329986	2103	0
666049	1917	0
279185	2464	0
277668	1819	0
277667	1902	0
277666	2106	0
194227	1838	0
381569	1814	0
194225	1833	0
195555	1487	0
329984	1684	0
626943	1753	0
347710	2399	0
100041077	2405	0
100012	1854	0
381570	1929	0
97187	1826	0
100861947	1036	184
384077	2147	0
626995	1745	0
433779	2072	0
627009	1434	0
77632	2460	23
78723	767	1
69364	972	1
791356	2422	0
230883	3153	0
381572	1406	0
627085	1221	0
435815	1224	0
230890	1224	0
546849	1227	0
329993	1432	0
20148	1797	409
230895	13080	1877
21938	4913	103
21941	1575	1
545700	3752	797
195576	360	0
433801	1659	3
384081	345	0
100041379	3990	1
666351	688	577
70005	4566	444
236069	774	22
100861993	1213	5
627585	1195	112
666445	405	0
626316	2834	0
667666	4302	1
666474	688	0
433791	3691	89
100041433	3191	6
67524	1069	0
666390	1056	154
100503000	1529	19
673430	2249	1
100041490	1000	116
100861620	1999	0
100862027	1520	5
666498	360	0
385211	2409	5
100043034	3998	0
71270	1693	0
666514	635	62
666532	2758	45
100503403	1055	3
666574	345	0
195531	1256	74
545718	456	2
100038537	3283	10
433804	2827	0
112422	2607	19
100503584	2885	0
100041677	2729	147
277692	426	1481
242747	4247	61
100861716	563	0
28010	1813	138
14349	1380	61
170731	4377	1408
18822	3252	1491
77034	2731	542
100861724	627	0
18158	780	1
230899	829	4
26372	2910	219
17769	6141	1091
433806	462	1476
11610	4029	352
70433	5200	4
71890	1224	115
50762	2149	99
230903	1894	55
230904	1234	64
242748	8689	1
71707	2970	278
56717	8595	1310
654812	2062	0
50912	2792	1493
20810	1328	2300
17175	3219	8
230908	7454	4506
230909	1385	0
69743	8500	579
56273	1942	716
13347	2658	143
12854	498	0
69928	930	42
110208	2224	1311
16561	14849	3537
63958	5508	1416
63954	595	122
66454	954	47
100861760	399	1
69151	1778	491
67087	2787	685
65945	3319	14313
18707	5404	23
230917	6985	1387
70556	1877	543
74646	3055	3788
100198	4739	557
723848	102	0
269604	4762	76
56485	3096	1
435818	1578	0
12353	1370	6
13806	1776	1254
68703	7458	3616
100504672	1813	1
242773	2563	1
73348	593	1
74155	3018	118863
57320	903	1898
21942	2221	5
24111	538	0
18628	5953	426
100861773	908	0
22319	2115	1072
100072	10379	703
67748	1111	0
230935	2944	613
69876	1114	164
230936	3128	1514
242785	3895	10386
100090	2226	248
110326	2785	27
74035	3978	1577
269608	4113	553
85030	1603	21
56226	3144	84
15206	2521	1
70025	1860	349
100129	3777	966
15207	1829	1
57295	5046	2142
433809	2479	298
19934	2040	4636
269610	9486	51
16498	3782	68
260305	5028	198
330004	1291	0
230959	3067	1
407793	522	0
97159	1098	172
13368	2048	140
230967	3277	690
72946	3395	703
68859	3442	266
381580	2084	49
22062	5326	205
59002	1600	127
67808	1742	3892
230971	6876	1107
230972	2717	399
70673	8608	14
100038561	876	0
320939	5677	4
100042178	3542	2
73353	1440	0
242800	3200	0
27390	2937	8
66469	785	647
230979	893	34
15208	1273	10
269614	2565	840
269615	5584	5420
668173	1647	95
67830	1518	1290
76866	1661	63
20481	5465	10743
100502668	1628	0
67513	1519	314
18762	4595	37
14403	1879	0
641454	1475	0
544678	4670	3
69671	968	18
14688	3143	9519
192185	3101	1758
320541	6291	329
100502734	2493	10
12537	2589	1813
26561	1434	68
76580	4069	730
230991	2144	66
68991	1457	777
381582	1378	11
108888	2419	1141
70448	1162	16
246228	3140	7386
320587	3471	301
242805	1247	10
66448	665	730
56036	2442	3882
100502778	1197	10
66077	1209	603
74761	2263	77
100861878	790	0
13542	3348	3352
83771	3514	90
79554	2662	131
71957	2347	624
433813	1229	308
140500	4313	1667
140499	3502	696
67389	1321	604
117592	3213	127
20318	5174	2624
22163	1155	18
100038526	843	28
21936	1007	119
330010	2307	138
723865	83	0
387242	90	0
387243	70	0
230996	2660	235
100045778	1251	12
11603	7379	20391
100038882	756	173
100382	2745	17
74183	3842	55
231002	2210	249
231003	3014	855
57741	2785	1915
231004	2610	48
22314	2846	0
670059	2324	0
236082	2203	0
100041504	783	0
100041516	4107	0
100043918	423	0
100039939	1044	0
100041536	3478	0
100862293	1870	0
100862324	4068	0
100862220	375	0
100043921	495	0
100041593	903	0
100041599	1377	0
22308	3077	0
100861969	1753	0
100861978	817	0
100503988	1171	0
100862000	701	0
65956	867	0
665845	4897	0
100039973	423	0
108816	4551	0
100039344	1870	0
100862043	3912	0
100038993	2680	0
100039374	3192	0
100039053	523	0
100504362	870	0
674214	3834	0
171266	1011	0
100034726	539	5661
12571	2470	80
68152	2304	851
77036	715	34
269623	2330	110
71382	4304	324
67210	2547	761
75010	1680	1
70797	6610	1206
79264	6414	1199
242838	2951	1
545725	1376	4
100986	12105	1730
13121	4353	4933
208595	1368	17
14362	4378	1232
18647	4911	996
