EntrezID	Length	MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1
21453	4630	515
545260	1722	1
12322	5358	15
240332	3343	0
12590	1750	0
18596	5413	21
12978	3875	6
106894	5199	451
13521	3863	523
225600	4230	8
170826	3656	155
723889	66	0
442846	1808	0
328967	3234	78
93687	2013	3289
545261	619	84
328968	1357	0
387163	70	0
387161	63	0
56069	692	4
240334	2017	45
17714	4046	205
68982	1865	49
106877	3403	180
319713	4563	5
225608	4540	66
100861847	295	0
11555	2144	1483
225609	980	10
15562	4657	1
107035	4398	496
328971	1135	6
408198	258	0
100038417	795	0
78449	2133	0
494504	2799	23
108123	3482	384
667742	10724	11
53382	2558	1564
104082	7109	495
73588	664	0
100503391	300	0
20451	6280	0
225631	13391	0
14151	2901	340
70223	2650	3840
54670	6440	115
629480	861	32
83814	8626	832
100503467	6465	1
387231	66	0
225638	7250	0
240354	5008	304
328977	5503	481
319888	3431	17
66286	770	2922
225642	863	1
19434	1669	0
360222	2547	1
225644	1756	0
70361	3714	4181
320924	5742	13
751558	70	0
100503546	2087	0
58801	2654	35
100503565	4892	0
17202	2768	0
100503582	1379	0
14680	5761	72
67064	2529	688
225651	2007	42
114663	1386	529
338360	2623	70
12683	1164	17555
67951	1744	2227
69597	3058	1301
225655	2167	1
68166	5083	67
100504629	507	0
225659	3979	334
107047	1059	152
100861930	351	1
19255	8404	636
72124	4121	648
75286	580	8
70799	8093	385
52662	2493	188
108654	9654	278
67897	5008	218
17203	1162	2
17200	1570	0
78931	2322	0
100504650	683	0
21413	7681	151
100504669	921	0
381175	1525	25
80718	7120	20
75577	1227	0
269033	2291	3
170461	1402	1
26447	2870	116
17191	1850	780
13176	10325	0
100503674	5182	0
240396	4080	783
17128	3341	829
114615	4971	84
107029	2455	157
71263	2191	1
225724	4614	385
77855	1269	49
66468	2669	101
74322	2537	1105
17190	2672	1196
74453	2108	57
17919	6647	494
73606	1932	0
100217466	62	0
52538	1500	710
16891	3787	1504
319195	775	96
100217457	55	22
407819	1047	989
69190	2471	611
100503117	1204	4
17131	4441	199
269037	6192	108
100038353	2301	1
207259	4572	111
73009	1016	1
17126	9142	525
664805	3141	0
66191	1394	1109
76987	3668	332
71206	1673	2
17344	5433	620
225742	2103	0
240411	6595	0
225743	7300	0
212163	3418	190
100503152	3923	2
67640	1262	3
225745	1004	154
11946	2432	15049
619308	2893	6
19201	2262	458
100502841	9672	743
620235	1029	1
108052	3995	0
27411	5147	0
240427	9955	361
100861811	246	0
100861819	246	0
100861827	246	0
93737	3143	264
240442	4188	165
100502902	2708	0
68731	1339	107
27366	5620	1480
66255	1258	24
66943	4866	1980
240444	2815	0
67655	3685	173
100039348	1734	0
18018	7433	155
50771	5432	696
20689	6903	0
100628596	71	0
14427	2871	0
17196	6718	439
329002	9473	398
100628586	60	0
76961	627	0
329003	7817	478
75853	987	4
76995	681	0
70960	522	0
110796	5814	168
225791	3321	216
240476	7909	400
338403	2829	0
66054	2051	1477
433208	1572	0
240479	2153	0
100503964	2073	0
109672	749	831
50764	1586	0
67105	1315	122
665402	818	128
246317	3531	0
12405	2201	0
54607	3210	199
246102	7269	70
225825	2487	0
623279	996	0
67988	4611	772
70011	395	0
20589	5562	137
353242	992	122
12894	4301	232
17771	3298	3
14419	699	1
52036	4957	1665
16973	5172	1132
72056	1882	204
225888	9112	721
12660	5361	14551
27060	3304	1089
225887	963	947
67689	1832	60
54445	2266	269
73458	1999	21
621603	2161	19
71670	1505	21
109575	1778	0
66387	786	132
60425	1397	39
17995	1572	1960
14870	744	635
14869	752	5
225884	683	2
29866	1291	0
52004	911	500
18739	4609	614
11632	1347	293
66990	1518	513
73660	1433	1
269053	3925	1
23789	1844	1385
19265	846	2
58988	1491	330
107239	3968	9
100502789	3877	1
108995	1759	2
19045	1363	2880
19367	2046	264
100861918	802	0
56708	818	5
69745	913	62
100861921	575	0
245857	2728	837
68423	2141	61
110355	3182	2660
225876	7268	1247
11854	1338	111
319314	1193	5
171180	3277	261
69861	1167	24
18563	4272	19950
225875	2919	124
19671	1446	345
381196	2262	0
20743	8235	472
100861931	442	0
66704	1829	62
19653	2586	278
56275	2809	358
12460	1057	160
399599	3163	0
56464	1975	70
11474	2855	3
70605	2562	268
52028	5597	21
75221	2683	957
240518	1937	7
66419	2882	301
225872	3277	0
13340	2473	45
108902	2035	146
107392	1338	208
225870	4176	18
70445	2563	3
381199	3945	12
68090	1493	647
12794	1237	11
76308	1835	2261
16594	3054	249
107975	4342	370
319322	3233	1994
100861943	445	6
545276	2422	0
225865	2061	0
73720	3951	3
23825	821	828
69860	2469	374
20227	5091	487
414115	1734	4
78306	1778	0
74931	2106	0
622178	195	0
66556	929	551
107242	1546	92
14283	1705	85
240514	4401	158
58249	1240	293
13041	1232	8
58859	1842	154
71711	1993	165
12631	1184	3212
225861	1650	8
75555	1021	0
18426	2900	403
381201	3092	90
68209	646	379
81601	2536	295
19697	2709	1603
20469	3868	107
104401	7264	790
26403	3804	538
16530	1117	2
114601	6447	277
17826	1212	271
56390	690	116
100038547	2358	0
16998	5190	1172
78891	2637	1211
72289	6982	3795
100502960	607	0
66961	3177	8163
69595	903	5
67457	3166	246
107375	1833	340
332359	2115	9
19708	2690	404
104252	1491	15
18969	2872	246
381203	1897	0
12333	3191	244
100502985	1966	1
100503014	333	2
74126	3656	1815
18120	1722	409
14109	815	1491
29805	1262	83
73166	1479	610
68505	2631	341
433215	537	1
81909	1235	235
67849	1906	168
381204	2238	6
66406	1374	109
69024	1541	224
56327	869	169
74481	1372	1
622554	1613	0
170458	588	1
225849	2708	262
100862017	431	0
329015	6340	696
723957	86	0
387187	89	0
13660	3182	2732
100862023	322	1
240505	5994	1926
17283	3040	314
26412	2466	287
100503066	583	7
22668	4361	3122
19309	2844	35
19395	2193	3
18190	6660	4
100008567	733	0
20521	2255	0
56613	3106	232
100502687	904	0
100628576	59	0
78317	4959	412
54683	688	1495
67674	1034	117
26379	2242	795
67077	781	1
16528	1735	3
107173	2767	221
12015	1452	275
18797	4195	723
18938	919	223
14227	665	810
22340	1282	134
57431	840	214
68323	999	262
107328	1144	58
108101	2587	31
20867	2173	1558
107227	1275	226
70494	4168	2
396184	5872	3
107260	1677	410
12868	545	3921
100861619	359	2
70999	3275	478
104383	2013	34
13728	5075	1159
100503986	1016	1
68229	3618	209
654802	559	0
108899	4989	215
20168	5030	6205
109168	6699	1388
225845	3523	1228
56072	2755	1858
66727	1044	1
207151	1984	0
236149	2007	0
171405	2152	0
434674	2004	0
236293	2208	0
319800	1997	0
19879	3510	0
18399	4026	0
402757	2745	0
12669	6290	3
17254	2958	5718
83673	476	612
100127111	126	25
107071	1204	249
74307	380	1
56389	2264	1779
53319	2284	1459
66836	748	158
67706	848	201
225895	2499	65
100039957	2478	1
67710	868	577
75291	2071	4
70387	3470	489
68693	5726	2269
14704	1699	1
14705	2210	709
68852	2583	5
225896	1033	526
107197	831	155
67531	384	3
100628605	76	0
66276	615	76
109077	3294	204
14376	3844	3444
100861648	492	0
72727	1584	429
19881	1526	5
225898	3180	353
100504651	1277	5
23942	3087	1162
70044	2750	171
67160	1565	1572
66395	18543	6435
22287	468	0
66514	2274	78
621699	1661	1319
623688	1554	7
16319	3217	605
14319	866	42241
24115	2082	19
74760	2320	7
60527	3269	630
56473	1508	10493
76267	3460	32516
14156	2215	2479
69038	510	902
225908	5597	411
269060	5634	505
54525	6966	288
278795	2077	2
67752	1458	4
66072	3097	183
269061	3604	750
68642	1096	52
72982	918	13
225912	2580	225
225913	2256	87
13194	4164	5274
71768	3540	1
75096	592	0
58803	1416	0
107305	2415	631
12507	2069	1
403202	2115	0
12511	3034	0
65221	2345	1
98170	3489	363
68539	1930	997
28000	6333	1372
22786	1925	0
14764	2644	1
108673	3003	264
69826	1011	0
545279	1713	1
76002	1385	0
107350	775	39
64381	1082	0
69369	1194	0
69416	631	0
73466	1375	0
75138	1020	0
12482	2057	0
269063	945	0
383435	3624	0
109225	939	0
666907	836	0
64380	1723	0
60361	1259	1
73656	2053	2
100504727	1079	0
666926	1374	0
100502579	620	0
69774	1687	5
66607	1464	7
68774	1371	95
14126	1010	0
170813	1012	0
225922	673	0
170834	873	0
225923	807	0
14603	1532	0
94063	1134	314
20908	4980	1124
258938	948	0
258227	957	0
257938	1032	0
258405	930	0
225929	4221	312
76303	4587	1087
258675	933	0
258676	942	0
258155	936	0
258805	1673	0
258674	936	0
258673	945	0
258677	954	0
258409	939	0
258683	939	0
258681	939	0
258680	1076	0
258682	948	0
258117	939	0
258679	948	0
258678	957	0
56093	3918	0
17476	4336	5
207521	5770	16
107373	3199	306
74333	1106	0
240549	1609	0
107146	1310	0
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	2
109910	5609	1106
107321	1673	7
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	137
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	649
107272	2491	1176
208518	2549	119
100502653	1157	0
14682	5634	1342
595139	6361	1604
14675	3383	53
271564	11164	719
14240	1515	0
353211	12512	11
14537	4707	288
100502699	1441	1
54391	2482	1614
18552	9346	26
20409	1714	564
225994	1637	76
67383	2094	20
225995	1631	132
225997	6509	18
225998	9400	0
16952	1395	3730
68994	778	2
320092	1085	0
320155	2917	0
11668	2032	7
26358	2060	33
13409	4073	3
22682	7385	5059
14544	5417	1446
66206	1428	165
226016	2475	511
83921	6667	779
226025	10717	1
100502872	324	0
387200	68	0
16601	3263	2277
100316672	121	0
226026	5868	656
71738	3338	2
67483	868	0
72351	2064	83
791290	3167	56
319924	6632	3
381217	2548	321
75521	667	0
21873	4798	1659
14297	1095	62
18719	2526	205
68034	1696	130
226040	2462	688
226041	7981	63
14237	2345	0
226043	2011	104
76088	7810	1321
100042503	390	617
107351	5410	498
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	0
67155	6086	1114
70942	668	3
329047	618	0
22359	8308	296
100042588	579	0
240595	5077	0
52874	3462	459
107372	2595	0
19726	9341	133
226075	3917	45
320176	1314	0
434460	762	255
20510	3708	156
381218	2152	3
74411	2882	285
67072	2517	528
56248	2751	1920
67329	1247	8
100503337	664	17
59028	1803	355
724062	97	0
791409	1808	0
16452	5030	623
27356	660	65
19773	697	4
67759	843	350
60533	3639	36
58205	3415	0
77779	2317	2
226089	6282	736
226090	5394	587
77836	461	2
240613	8026	442
240614	4867	161
77125	2603	4
66745	2231	0
109113	3540	718
104174	3756	7652
625917	378	7
17195	1069	0
100503233	910	0
546723	804	98
13380	2245	5
19091	7378	72
625995	583	0
83410	3752	456
78103	2854	0
69865	3828	0
54447	4823	318
208449	4539	877
67188	1641	10
17330	2619	467
23972	3796	117
67979	2813	1076
19211	8212	1384
67795	1630	18
100628575	90	0
628236	1197	1
381236	2721	3
668106	1231	0
668114	1197	0
100503559	411	0
329055	2236	1
67717	1353	0
240633	2240	3
70166	1502	0
78753	2701	42
52024	1754	591
76630	1978	406
11475	1780	319
14102	1801	164
12642	1353	37
16889	2971	10321
15958	3949	33
15959	1998	8
667373	2375	1
667370	2013	3
112419	3365	4
15957	2638	25
240638	3870	970
75735	3692	266
723826	87	0
240641	5563	331
100316775	74	0
15566	3084	0
54364	1156	107
107765	1765	1
100502583	447	2
76073	1509	113
676676	1120	5
226098	4764	9
668215	2662	0
53412	2676	1
74493	6481	1997
72514	1756	6
107182	8509	1035
208922	5792	360
319931	1919	1
69104	5286	683
77059	3243	0
15925	4976	943
16551	4819	447
15242	1771	3
107371	2737	148
546726	1557	0
13082	1781	1
226101	7094	1882
619304	2755	0
74107	2778	174
107221	1393	0
19662	1297	1
110855	2967	0
70567	1400	32
56839	4259	1
240660	3471	120
74055	9514	1078
57753	3977	222
209478	4209	118
15201	3019	478
72082	1989	0
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	3
54132	1505	508
20411	6791	79
56454	3527	3463
67590	2725	241
12495	4197	127
668310	3315	1
240665	3819	141
381223	880	0
72672	6840	173
17060	2097	7
100502752	2789	0
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	0
107358	6144	6865
83490	2615	12
627352	1048	224
212391	4663	49
381224	4852	182
20562	5238	1
100502871	2238	0
71085	5140	122
14296	2614	44
212398	2161	395
107094	4320	1942
18648	1832	637
66583	1622	132
74168	1838	240
72199	3965	686
226122	1527	639
56642	1100	14
67432	1635	822
66765	1401	24
226123	1816	76
84095	3771	1263
69534	976	162
277010	3077	555
319740	5614	833
54612	1900	4
71146	2984	0
100526549	89	0
72832	2616	0
52013	3979	608
100861941	450	0
67573	5437	9
74580	3119	385
100502892	400	0
192236	2754	115
100861965	813	1
100502913	2447	4
545291	2175	1
83674	5040	0
14718	2058	12626
18089	2112	0
246696	1535	305
100502982	1993	2
93685	6050	149
226139	4798	401
66388	1308	54
12780	5389	1
100038628	2043	3
71972	4882	855
93721	1792	0
226143	2197	0
226144	3432	457
12675	3500	1197
72502	3581	137
73689	898	63
329064	3321	147
30049	3470	337
20250	5453	13292
100628619	61	0
100502995	593	0
329065	3072	124
20249	4837	268030
22423	3376	0
240667	3923	94
67264	641	1863
319594	6190	670
18504	3029	0
73322	770	0
226151	6880	356
73894	610	0
26456	4303	581
94067	1213	323
226153	3488	161
226154	2921	830
100503041	3903	46
94280	2966	651
107250	1380	9
21908	2030	0
16814	864	0
12234	6325	110
100503332	947	709
56626	2336	99
100861983	584	0
226162	1353	228
30838	1946	436
71232	1015	0
14179	1319	1
18150	860	90
100861995	635	1
76055	4797	1762
80906	813	0
71617	2896	272
20170	2696	28
16825	2677	958
226169	5244	1998
70769	3636	1798
12686	1879	0
18742	1379	0
107338	6401	2644
100503392	1788	198
18034	3292	1681
73728	3900	434
68431	1348	39
67116	1941	114
751550	109	4
75579	788	8
75146	2280	190
54130	2742	1212
24069	2359	64
100862031	1751	37
100503435	901	3
93679	3241	547
56350	822	99
94279	3213	299
226178	4105	885
13074	1841	0
66439	2176	89
57344	1751	52
94219	3330	287
76952	4469	643
226180	2271	1
71041	2098	126
226182	3258	121
66477	341	166
18572	6044	427
72691	2049	0
546729	1047	0
18011	4412	54
14218	10464	635
108689	1878	26
100503104	2765	1
20874	7030	1587
12821	5428	135
100503480	1212	0
67788	1583	921
100048534	5947	2
14873	1163	749
68214	1394	10
414801	3766	53
381229	3345	0
66673	5634	2
58178	8088	3
16333	1036	0
100043450	1679	0
170750	2406	1853
78457	780	0
27360	4916	760
69319	488	0
17859	5619	327
76479	2125	578
381232	5292	7
100503558	627	16
240672	1155	1658
100043462	917	72
13006	4851	858
73713	6592	213
18569	2556	5962
100503593	710	47
100503572	2509	118
56392	4213	891
11551	3801	62
14732	3828	543
21684	2725	0
73707	3889	6
433256	3151	1161
66980	2289	463
53611	3405	381
77594	2496	0
21416	4553	791
26930	2856	1
269094	2928	627
226243	2066	0
18175	5499	5
12369	2350	451
226245	2388	19
55947	4074	159
66866	3934	227
11554	2491	43
213993	2754	441
83561	5443	0
240675	3882	0
226250	4075	5
226251	7073	84
78120	391	0
320879	1954	2
226252	5630	562
72133	6395	119
78073	1785	0
226255	6586	616
14585	3224	2
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	1
100526480	87	0
100503848	864	0
226265	2567	6
71653	4081	698
22326	1017	0
332396	3032	0
214084	3803	17
107368	7076	850
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	310
107376	2070	2
76539	2035	188
226278	1572	0
78832	5790	1219
332397	3928	73
13669	5176	5555
100217439	56	0
67894	2353	275
94281	2731	5
11757	1445	1551
14773	3168	84
414758	2753	115
633057	1624	12
12982	1849	96
100043120	363	0
633188	546	67
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	13
18108	1877	197
227522	1027	108
78245	535	51
99035	1509	7967
104362	706	1
227525	6214	175
18686	515	0
64707	4282	206
50497	1791	550
100861945	1756	35
227526	3013	10
66540	3148	455
100038349	3348	0
73489	434	0
209630	7468	240
100504349	555	0
67229	3413	360
209645	3837	142
109079	5319	385
16922	1474	240
100861976	655	0
381346	345	2
68527	884	0
70024	3494	182
71648	2413	283
74186	2663	2
227541	7111	9
98828	1623	845
53893	1590	595
791411	952	13
57743	2369	190
209692	3535	84
326622	5174	803
227545	3625	351
100038358	2796	14
67856	1812	257
320132	2500	1
98910	4953	657
14007	9522	205
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	1641
381347	4039	355
77682	737	39
100126244	2526	0
209361	4805	187
11949	1801	2757
16588	1379	100
16425	3122	6
209378	7928	264
353282	9136	21
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	10
77543	1034	0
100503147	1609	3
170768	5285	7072
100038528	1684	0
76938	1534	335
16184	4428	0
16169	1548	283
50755	3514	716
320816	2356	210
241226	5782	1211
338535	2773	204
100862047	666	0
66960	2333	372
19212	3620	99
227580	3163	0
20163	1412	206
65969	11325	0
13434	2637	28
791315	2472	0
100862060	659	0
22352	1834	139
241230	3161	6
30963	1008	101
70957	800	8
20844	3690	358
625286	3658	5
17533	5318	2
100124488	79	0
277468	2676	0
12296	4450	1
625342	1981	307
74455	4776	63
75869	3594	961
67448	3205	11
100504058	4190	0
75069	485	0
74103	2980	4
68231	525	0
77940	3645	13
100034739	3329	0
72668	4363	16
17354	5444	511
641254	1957	5
13418	8585	1012
100504159	3076	0
12238	881	719
12151	3594	414
381350	1651	2
18718	3471	31
100504170	2231	0
74629	1486	0
70882	2995	3
76467	1190	129
19213	1508	0
70909	2004	0
100041244	2092	0
71198	2529	24
433406	2790	7
791278	4341	0
208618	8041	829
71435	6972	1535
433408	1385	43
71233	1199	21
208967	3899	23
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	70
14417	5625	0
100628608	68	0
54519	2540	0
56075	1637	95
11308	3504	1062
74159	3810	861
67121	4652	90
27377	4571	2077
70981	1842	5
18232	2579	0
76857	2858	99
100504187	422	114
140483	1640	368
227606	1379	1
69677	790	0
215257	1647	35
54448	883	3
54450	1951	1
215274	538	0
16181	2691	10
215632	4683	74
18510	2527	0
100504544	533	0
12287	7290	0
77683	5049	966
215705	1772	534
67187	1231	359
67228	2952	94
107733	2423	595
241274	4589	400
100502743	1020	3
56876	2933	680
72090	2306	3
241275	1673	2
67122	2582	17
227612	3428	170
58202	2637	386
74472	1430	0
68222	1126	0
227613	1600	2531
142681	2054	0
329360	2021	1
67859	781	8
68846	1333	45
78797	4824	838
227615	914	104
97031	2808	196
68475	864	337
99152	3017	691
78217	516	1
227618	1207	57
14810	4230	1
320354	2894	0
100272219	1696	6
227619	3742	923
83768	1655	167
227620	1690	603
72080	3121	648
12496	1937	231
18146	1473	2077
14347	1970	5
11305	8061	486
100526555	56	0
69454	799	11
227622	975	166
19215	805	7
100503942	403	0
77701	716	1
69379	1038	22
30839	2359	437
22030	2998	361
59022	669	961
381352	3990	48
75454	583	372
381353	4684	2
227624	3155	1859
77058	1725	7
51875	1055	187
14133	1317	336
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	23
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	0
227634	7978	250
98766	3450	205
67991	7016	71
109299	2683	362
100504023	1970	0
16871	2208	0
227638	2449	259
77481	3129	0
329366	3147	0
67839	3623	17
52838	2923	209
332579	1611	41
227644	4491	405
68112	2195	581
66865	3125	890
64436	4135	53
227648	8739	2346
100125929	1647	4
18128	9489	689
353156	1626	23
387145	73	0
67512	837	136
56279	1622	4
72091	742	13
100306955	139	1
100306954	132	4
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	248
20933	3466	866
27176	864	2252
20930	1178	410
20931	1138	147
20932	2863	11052
279029	2169	35
227656	2281	744
279028	4580	2
381356	3474	940
227659	2136	8
66139	1493	0
77794	3242	5
109349	2946	1
329371	4020	0
13166	2282	0
192166	4558	987
22325	3482	567
100504116	668	1
67382	5565	595
140858	2900	401
20181	5267	2051
12831	8402	57
100038452	2244	0
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	113
241289	5466	105
69327	804	4
118451	2079	299
227671	1335	18
19730	4020	3937
12613	2039	36031
70239	2787	303
14582	1822	0
64930	7697	502
69987	671	0
68870	1570	0
100526498	74	0
269252	7127	235
227674	3328	83
54422	3693	0
329375	1295	1
22130	4153	110
269254	10970	559
171171	1770	0
76220	4292	3
68975	1232	102
107746	6347	691
433416	629	20
227682	2576	200
227683	1987	127
26569	4008	1325
68205	2143	425
723904	97	0
70319	871	2
99151	2715	32
18286	4459	498
74412	3108	560
20740	8081	2422
71820	1807	91
56086	3101	1110
263803	2931	131
66220	1194	194
227693	4100	313
70296	3470	2285
13804	1032	145
227695	1838	572
70266	1924	349
67350	435	13
241296	4254	888
227696	1467	59
227697	2126	345
227699	5670	517
227700	1725	601
108958	3620	239
57170	2087	271
12908	4393	621
100862338	484	3
110854	2577	978
72500	1569	97
78617	817	1
665635	896	1
100038700	2941	0
100526499	84	0
73598	1591	190
66617	1217	278
72323	2114	280
20204	1129	4
64292	3647	4111
30934	2997	1172
30931	1452	331
227707	1328	197
74270	4157	372
14269	5619	929
320973	512	4
277463	3926	680
14299	4036	7
665700	15679	60
11898	1631	69
100862380	601	1
320267	3740	675
100504258	5391	0
381359	2471	0
227715	1635	302
11350	7179	909
227717	2863	1
98970	4751	0
23928	5930	5
108897	2953	3
227720	8195	460
100504305	1607	7
241303	4011	7
227721	1824	32
227723	10689	2455
99011	2825	288
22245	1951	281
72931	768	1034
99412	4442	1312
13429	3784	28
387239	110	0
68379	3294	563
73737	657	1210
16819	853	47358
96979	1952	422
227731	3965	1519
71254	3173	35
98952	4217	1049
13481	861	392
227733	1473	4
20448	4368	14
50935	2585	233
11636	2365	9
13805	3572	41
100316776	86	0
14287	2263	535
107951	3389	572
100499514	82	3
100628606	73	6
27387	3681	41
70730	1119	0
30933	1536	501
338348	2674	1
329384	913	26
227736	1675	8
20910	4005	128
227737	3693	3836
227738	3982	78
269261	638	962
104367	118	31
56017	2083	171
99326	3387	38
241308	2738	67
26360	3444	17
241311	6602	203
71834	5090	379
16917	1219	70
100504399	3815	124
72543	4995	358
320482	3653	0
100504427	1963	0
18516	2393	58
96990	1793	0
227743	3018	557
66691	5966	875
14828	2616	22067
227746	1858	144
30050	5698	391
66998	2042	564
77996	2312	304
74016	3743	352
22029	2325	232
15139	5448	8
98870	2358	6
26920	7792	414
68365	3081	1664
100504493	1271	0
227753	2938	501
13830	2816	273
75859	1227	0
74854	1372	0
14594	3586	40
100042194	2037	0
69601	7090	770
74410	3177	19
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	96
75495	690	0
16874	3577	3
67889	2548	951
67871	2251	198
100504593	429	4
100861645	439	1
19224	2864	2450
258949	921	0
675440	642	50
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	733
319817	8967	370
100217435	68	0
241322	4535	129
320633	5267	32
227800	6746	551
338346	2297	0
20744	16348	973
241324	6372	1
227801	4352	210
16870	2286	2
59126	3272	350
19177	969	1826
26423	2947	4
14536	6308	125
387176	76	0
723903	89	0
241327	2409	4
76646	1206	0
66489	452	1035
74192	1271	565
76899	4386	487
320271	10705	130
100042584	4750	1
67857	1558	458
94217	14743	0
70789	2733	0
76117	3906	1
320872	1761	0
227835	2554	120
24136	9113	8
100628598	78	0
433424	1388	0
69405	635	0
100503843	615	0
11480	5681	364
26428	4978	484
109241	7055	241
227867	4358	498
16574	6840	15
71897	2285	0
320343	3660	6
109129	1302	756
100502624	1786	0
227885	2163	365
74194	2827	567
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	65
64685	1368	99
21930	1601	37
51869	8502	973
17996	22489	125
78049	407	0
75423	5212	830
12298	8280	19
625631	432	80
56324	4124	532
71409	5851	247
56194	3565	1266
65103	2553	307
67874	1460	2
271786	6966	0
16519	1679	0
18227	3347	287
767815	1099	0
75279	1533	0
227923	1412	0
14571	5931	411
241391	3247	0
77767	3521	0
227929	5735	3316
100042926	1016	12
269275	9049	0
100502932	2940	0
667062	543	0
11477	3298	304
76654	1627	2
227933	3641	4
227937	4614	678
76676	1644	0
76747	573	0
100038999	438	88
66860	7873	1931
72137	2183	149
407823	7980	534
667103	743	0
100505179	714	20
57438	2719	1092
66205	1257	51
17076	5172	15
100039176	561	0
18779	7112	0
16420	5110	109
56878	3057	519
100038493	2655	1
21353	2335	1001
59029	1541	559
21375	3977	0
94229	5532	0
13482	6301	96
14526	1091	0
14089	2695	3
71586	5519	316
227960	3288	420
170738	3798	3
60344	8667	1
100503492	436	0
50915	1968	16
319876	5045	2066
320106	1606	0
20269	9560	0
110876	8690	1
77771	10672	29
14425	3684	1289
73668	4468	153
20265	8287	0
100038743	1347	0
20274	9813	0
20272	7333	15
383709	1966	0
241431	11971	0
26877	4978	1
53416	3247	1322
227998	1339	0
75721	3643	0
241447	3930	11
329416	1808	0
66442	1582	360
14378	2012	1
27413	4895	27
241452	2817	12
14725	15467	7
72569	1419	29
228003	2538	0
320720	2860	129
228005	6297	786
75051	1731	21
674921	661	170
73373	2104	82
277396	4617	51
20823	2088	1274
75422	960	83
68795	8084	1649
329421	6256	0
64406	2097	0
68986	889	0
66748	1749	3
14415	3231	1
70231	2484	3006
228012	4032	615
228019	2370	127
75763	9413	102
73649	5208	10
13427	2788	598
78830	2924	428
107435	1576	571
100861681	479	0
66559	1259	92
100503424	2810	9
13390	2779	1
111970	2793	0
13392	2473	0
381371	641	0
16403	4205	7138
228026	5137	860
56508	7896	28
100503680	2116	0
65964	9111	115
66953	2361	63
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	789
100503849	1147	18
100628587	74	0
67059	2304	984
381373	2813	0
66935	1945	28
74616	3247	128
68526	5079	33
215280	4397	538
11435	4288	0
100504117	483	11
329427	2707	3
108699	4934	30
11909	4277	851
100038532	2320	0
228033	679	6484
73962	516	0
69605	8775	257
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
