EntrezID	Length	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1
277010	3077	891
319740	5614	1243
54612	1900	5
71146	2984	3
100526549	89	0
72832	2616	0
52013	3979	690
100861941	450	0
67573	5437	14
74580	3119	827
100502892	400	5
192236	2754	287
100861965	813	5
100502913	2447	0
545291	2175	13
83674	5040	9
14718	2058	8787
18089	2112	0
246696	1535	494
100502982	1993	9
93685	6050	94
226139	4798	377
66388	1308	68
12780	5389	1
100038628	2043	0
71972	4882	927
93721	1792	1
226143	2197	0
226144	3432	1396
12675	3500	1601
72502	3581	230
73689	898	162
329064	3321	34
30049	3470	95
20250	5453	1295
100628619	61	0
100502995	593	0
329065	3072	42
20249	4837	46993
22423	3376	0
240667	3923	311
67264	641	2033
319594	6190	1150
18504	3029	0
73322	770	0
226151	6880	718
73894	610	1
26456	4303	425
94067	1213	592
226153	3488	362
226154	2921	2728
100503041	3903	206
94280	2966	1272
107250	1380	18
21908	2030	0
16814	864	0
12234	6325	200
100503332	947	338
56626	2336	144
100861983	584	0
226162	1353	255
30838	1946	616
71232	1015	0
14179	1319	1
18150	860	312
100861995	635	0
76055	4797	3956
80906	813	1
71617	2896	426
20170	2696	72
16825	2677	2930
226169	5244	3648
70769	3636	3223
12686	1879	0
18742	1379	3
107338	6401	2312
100503392	1788	401
18034	3292	7897
73728	3900	1901
68431	1348	88
67116	1941	250
751550	109	0
75579	788	15
75146	2280	166
54130	2742	2475
24069	2359	202
100862031	1751	133
100503435	901	14
93679	3241	2596
56350	822	127
94279	3213	158
226178	4105	1322
13074	1841	0
66439	2176	144
57344	1751	119
94219	3330	298
76952	4469	646
226180	2271	4
71041	2098	306
226182	3258	184
66477	341	213
18572	6044	1100
72691	2049	1
546729	1047	0
18011	4412	32
14218	10464	1224
108689	1878	75
100503104	2765	0
20874	7030	3376
12821	5428	111
100503480	1212	0
67788	1583	2504
100048534	5947	9
14873	1163	1172
68214	1394	15
414801	3766	555
381229	3345	0
66673	5634	1
58178	8088	8
16333	1036	0
100043450	1679	0
170750	2406	1680
78457	780	0
27360	4916	548
69319	488	0
17859	5619	601
76479	2125	1134
381232	5292	172
100503558	627	40
240672	1155	5608
100043462	917	186
13006	4851	1899
73713	6592	120
18569	2556	4328
100503593	710	9
100503572	2509	230
56392	4213	1844
11551	3801	47
14732	3828	379
21684	2725	0
73707	3889	8
433256	3151	2049
66980	2289	581
53611	3405	771
77594	2496	6
21416	4553	1389
26930	2856	0
269094	2928	233
226243	2066	0
18175	5499	4
12369	2350	728
226245	2388	249
55947	4074	207
66866	3934	552
11554	2491	34
213993	2754	744
83561	5443	4
240675	3882	15
226250	4075	21
226251	7073	104
78120	391	0
320879	1954	0
226252	5630	880
72133	6395	275
78073	1785	0
226255	6586	1271
14585	3224	1
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	7
100526480	87	0
100503848	864	0
226265	2567	3
71653	4081	1176
22326	1017	0
332396	3032	0
214084	3803	32
107368	7076	1398
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	213
107376	2070	0
76539	2035	332
226278	1572	0
78832	5790	2241
332397	3928	70
13669	5176	11228
100217439	56	0
67894	2353	232
94281	2731	6
11757	1445	1967
14773	3168	200
414758	2753	97
633057	1624	25
12982	1849	397
100043120	363	0
633188	546	165
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	107
18108	1877	590
227522	1027	74
78245	535	56
99035	1509	2090
104362	706	14
227525	6214	221
18686	515	0
64707	4282	204
50497	1791	620
100861945	1756	35
227526	3013	18
66540	3148	6083
100038349	3348	0
73489	434	0
209630	7468	328
100504349	555	0
67229	3413	576
209645	3837	378
109079	5319	573
16922	1474	192
100861976	655	0
381346	345	4
68527	884	1
70024	3494	199
71648	2413	458
74186	2663	5
227541	7111	8
98828	1623	1048
53893	1590	621
791411	952	8
57743	2369	357
209692	3535	78
326622	5174	1170
227545	3625	820
100038358	2796	6
67856	1812	384
320132	2500	1
98910	4953	2610
14007	9522	418
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	2391
381347	4039	642
77682	737	61
100126244	2526	0
209361	4805	268
11949	1801	3640
16588	1379	384
16425	3122	7
209378	7928	211
353282	9136	73
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	7
77543	1034	1
100503147	1609	7
170768	5285	15226
100038528	1684	0
76938	1534	872
16184	4428	3
16169	1548	657
50755	3514	823
320816	2356	412
241226	5782	409
338535	2773	25
100862047	666	0
66960	2333	467
19212	3620	119
227580	3163	0
20163	1412	564
65969	11325	4
13434	2637	43
791315	2472	0
100862060	659	0
22352	1834	189
241230	3161	13
30963	1008	110
70957	800	21
20844	3690	870
625286	3658	4
17533	5318	13
100124488	79	0
277468	2676	0
12296	4450	1
625342	1981	258
74455	4776	119
75869	3594	2053
67448	3205	149
100504058	4190	0
75069	485	0
74103	2980	4
68231	525	0
77940	3645	4
100034739	3329	4
72668	4363	9
17354	5444	654
641254	1957	3
13418	8585	1175
100504159	3076	0
12238	881	979
12151	3594	927
381350	1651	1
18718	3471	61
100504170	2231	0
74629	1486	0
70882	2995	3
76467	1190	152
19213	1508	0
70909	2004	0
100041244	2092	6
71198	2529	189
433406	2790	4
791278	4341	0
208618	8041	1939
71435	6972	2656
433408	1385	69
71233	1199	12
208967	3899	23
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	153
14417	5625	0
100628608	68	0
54519	2540	2
56075	1637	135
11308	3504	2795
74159	3810	955
67121	4652	82
27377	4571	2502
70981	1842	1
18232	2579	0
76857	2858	154
100504187	422	321
140483	1640	93
227606	1379	1
69677	790	0
215257	1647	8
54448	883	10
54450	1951	5
215274	538	0
16181	2691	70
215632	4683	104
18510	2527	0
100504544	533	0
12287	7290	3
77683	5049	1308
215705	1772	1559
67187	1231	478
67228	2952	163
107733	2423	527
241274	4589	834
100502743	1020	2
56876	2933	3080
72090	2306	59
241275	1673	2
67122	2582	111
227612	3428	168
58202	2637	975
74472	1430	2
68222	1126	0
227613	1600	4543
142681	2054	0
329360	2021	1
67859	781	30
68846	1333	109
78797	4824	1248
227615	914	163
97031	2808	1014
68475	864	524
99152	3017	1824
78217	516	0
227618	1207	62
14810	4230	1
320354	2894	1
100272219	1696	9
227619	3742	1315
83768	1655	227
227620	1690	857
72080	3121	148
12496	1937	543
18146	1473	2742
14347	1970	2
11305	8061	1417
100526555	56	0
69454	799	34
227622	975	379
19215	805	11
100503942	403	0
77701	716	9
69379	1038	33
30839	2359	696
22030	2998	1162
59022	669	2030
381352	3990	93
75454	583	874
381353	4684	15
227624	3155	2258
77058	1725	2
51875	1055	245
14133	1317	5
78076	653	12
13863	1041	1
620709	729	0
332578	1106	0
227627	713	0
107771	843	107
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	4
227634	7978	731
98766	3450	384
67991	7016	230
109299	2683	548
100504023	1970	0
16871	2208	0
227638	2449	169
77481	3129	3
329366	3147	6
67839	3623	92
52838	2923	323
332579	1611	25
227644	4491	659
68112	2195	1243
66865	3125	1363
64436	4135	190
227648	8739	2886
100125929	1647	13
18128	9489	1751
353156	1626	18
387145	73	0
67512	837	313
56279	1622	11
72091	742	49
100306955	139	2
100306954	132	3
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	581
20933	3466	1538
27176	864	5278
20930	1178	651
20931	1138	326
20932	2863	10805
279029	2169	32
227656	2281	1024
279028	4580	3
381356	3474	791
227659	2136	7
66139	1493	0
77794	3242	2
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	390
22325	3482	749
100504116	668	2
67382	5565	757
140858	2900	1257
20181	5267	1695
12831	8402	45
100038452	2244	0
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	22
241289	5466	99
69327	804	6
118451	2079	439
227671	1335	15
19730	4020	8887
12613	2039	11081
70239	2787	817
14582	1822	0
64930	7697	779
69987	671	0
68870	1570	0
100526498	74	0
269252	7127	781
227674	3328	250
54422	3693	1
329375	1295	4
22130	4153	111
269254	10970	1108
171171	1770	1
76220	4292	3
68975	1232	204
107746	6347	1665
433416	629	36
227682	2576	233
227683	1987	208
26569	4008	1327
68205	2143	915
723904	97	0
70319	871	8
99151	2715	79
18286	4459	899
74412	3108	721
20740	8081	7617
71820	1807	266
56086	3101	2624
263803	2931	147
66220	1194	116
227693	4100	435
70296	3470	1292
13804	1032	143
227695	1838	389
70266	1924	777
67350	435	8
241296	4254	1351
227696	1467	239
227697	2126	153
227699	5670	982
227700	1725	960
108958	3620	332
57170	2087	291
12908	4393	674
100862338	484	2
110854	2577	1728
72500	1569	553
78617	817	1
665635	896	3
100038700	2941	0
100526499	84	0
73598	1591	65
66617	1217	498
72323	2114	963
20204	1129	31
64292	3647	9621
30934	2997	1344
30931	1452	502
227707	1328	343
74270	4157	649
14269	5619	1629
320973	512	13
277463	3926	908
14299	4036	143
665700	15679	54
11898	1631	50
100862380	601	3
320267	3740	1377
100504258	5391	0
381359	2471	1
227715	1635	547
11350	7179	2614
227717	2863	5
98970	4751	0
23928	5930	6
108897	2953	17
227720	8195	822
100504305	1607	12
241303	4011	3
227721	1824	26
227723	10689	4857
99011	2825	374
22245	1951	646
72931	768	1495
99412	4442	1851
13429	3784	445
387239	110	0
68379	3294	1125
73737	657	1518
16819	853	46083
96979	1952	809
227731	3965	5341
71254	3173	90
98952	4217	3414
13481	861	514
227733	1473	4
20448	4368	79
50935	2585	61
11636	2365	56
13805	3572	100
100316776	86	0
14287	2263	703
107951	3389	1850
100499514	82	0
100628606	73	9
27387	3681	30
70730	1119	0
30933	1536	722
338348	2674	5
329384	913	61
227736	1675	27
20910	4005	260
227737	3693	7019
227738	3982	194
269261	638	2888
104367	118	74
56017	2083	220
99326	3387	54
241308	2738	114
26360	3444	21
241311	6602	542
71834	5090	1030
16917	1219	17
100504399	3815	80
72543	4995	569
320482	3653	0
100504427	1963	0
18516	2393	72
96990	1793	0
227743	3018	1059
66691	5966	1994
14828	2616	30022
227746	1858	164
30050	5698	722
66998	2042	585
77996	2312	92
74016	3743	69
22029	2325	21
15139	5448	3
98870	2358	5
26920	7792	723
68365	3081	2864
100504493	1271	0
227753	2938	613
13830	2816	262
75859	1227	0
74854	1372	0
14594	3586	100
100042194	2037	1
69601	7090	1324
74410	3177	31
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	104
75495	690	0
16874	3577	5
67889	2548	1048
67871	2251	376
100504593	429	3
100861645	439	12
19224	2864	198
258949	921	0
675440	642	81
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	588
319817	8967	894
100217435	68	0
241322	4535	235
320633	5267	31
227800	6746	991
338346	2297	10
20744	16348	1496
241324	6372	0
227801	4352	442
16870	2286	0
59126	3272	872
19177	969	2577
26423	2947	12
14536	6308	595
387176	76	0
723903	89	0
241327	2409	10
76646	1206	0
66489	452	2387
74192	1271	765
76899	4386	418
320271	10705	279
100042584	4750	5
67857	1558	981
94217	14743	1
70789	2733	0
76117	3906	1
320872	1761	0
227835	2554	179
24136	9113	10
100628598	78	0
433424	1388	2
69405	635	0
100503843	615	0
11480	5681	681
26428	4978	839
109241	7055	383
227867	4358	1333
16574	6840	19
71897	2285	1
320343	3660	24
109129	1302	999
100502624	1786	2
227885	2163	1248
74194	2827	1624
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	85
64685	1368	212
21930	1601	58
51869	8502	1269
17996	22489	55
78049	407	0
75423	5212	1300
12298	8280	27
625631	432	223
56324	4124	1072
71409	5851	690
56194	3565	2312
65103	2553	441
67874	1460	30
271786	6966	0
16519	1679	0
18227	3347	596
767815	1099	0
75279	1533	0
227923	1412	0
14571	5931	753
241391	3247	8
77767	3521	0
227929	5735	1278
100042926	1016	0
269275	9049	3
100502932	2940	0
667062	543	2
11477	3298	988
76654	1627	0
227933	3641	9
227937	4614	1319
76676	1644	0
76747	573	4
100038999	438	117
66860	7873	3085
72137	2183	235
407823	7980	1201
667103	743	1
100505179	714	38
57438	2719	3966
66205	1257	15
17076	5172	74
100039176	561	0
18779	7112	8
16420	5110	209
56878	3057	598
100038493	2655	1
21353	2335	3040
59029	1541	1044
21375	3977	2
94229	5532	0
13482	6301	67
14526	1091	0
14089	2695	17
71586	5519	514
227960	3288	612
170738	3798	0
60344	8667	1
100503492	436	0
50915	1968	25
319876	5045	4641
320106	1606	1
20269	9560	0
110876	8690	0
77771	10672	10
14425	3684	2622
73668	4468	193
20265	8287	0
100038743	1347	0
20274	9813	0
20272	7333	20
383709	1966	0
241431	11971	0
26877	4978	0
53416	3247	1722
227998	1339	0
75721	3643	0
241447	3930	20
329416	1808	2
66442	1582	104
14378	2012	0
27413	4895	14
241452	2817	17
14725	15467	2
72569	1419	24
228003	2538	2
320720	2860	199
228005	6297	2023
75051	1731	54
674921	661	389
73373	2104	151
277396	4617	115
20823	2088	2818
75422	960	151
68795	8084	2388
329421	6256	0
64406	2097	0
68986	889	0
66748	1749	10
14415	3231	8
70231	2484	3973
228012	4032	1604
228019	2370	176
75763	9413	197
73649	5208	36
13427	2788	1463
78830	2924	383
107435	1576	663
100861681	479	0
66559	1259	174
100503424	2810	21
13390	2779	1
111970	2793	0
13392	2473	0
381371	641	0
16403	4205	10291
228026	5137	598
56508	7896	19
100503680	2116	0
65964	9111	161
66953	2361	82
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	1540
100503849	1147	37
100628587	74	0
67059	2304	1627
381373	2813	0
66935	1945	44
74616	3247	90
68526	5079	48
215280	4397	284
11435	4288	1
100504117	483	9
329427	2707	15
108699	4934	64
11909	4277	1247
100038532	2320	0
228033	679	7831
73962	516	0
69605	8775	228
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	0
15438	2100	2
15437	1424	1
73429	794	0
15434	2902	0
15436	2560	4
387144	68	0
399588	2167	0
15429	1862	0
53375	1258	869
667739	851	22838
545423	483	2
77269	929	0
100504729	1478	0
229279	5224	2775
18024	2469	2196
320474	1463	1
623453	524	373
228061	7359	3214
72421	2614	32
620631	2008	0
78802	2862	7
241489	2848	2
13067	652	0
241490	1898	552
99031	8041	19
23992	1554	294
381375	1219	4
14231	898	18
83435	3007	251
22138	104320	26
545428	6329	139
228071	8900	1039
241494	3668	3
100503106	751	0
80744	3449	323
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	954
16401	9832	3
228094	1759	0
100126874	1930	0
18012	2494	0
70599	5095	1892
75276	2644	2
18573	4912	3
320769	2889	63
66861	4054	983
100503167	2616	0
20378	2920	0
50884	3387	2922
68082	1463	72
735274	86	0
69482	2873	57
241514	4184	0
241516	21053	0
69082	1963	1499
16410	7054	2504
241520	3394	1
71861	2062	0
54598	4737	24
21788	3780	2
672763	830	2
100502854	2295	52
12388	5475	6949
100270744	3520	0
72657	679	196
66958	1968	670
381379	2059	431
228136	4740	3272
98985	1830	395
241525	752	25
387149	64	0
100502874	726	2
12258	1820	50
56791	1387	25
68678	1761	0
30059	666	136
72401	2924	4
269295	1263	2
58207	2601	99
19074	838	0
53856	949	0
228139	4190	21
100862344	2930	7
20833	2854	3175
228140	5747	2346
74687	1443	0
23796	3564	9
241528	2900	0
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	1
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	2
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	0
19271	8253	695
59015	5684	611
55935	4691	2475
271813	3462	3
56428	2420	1165
67445	1365	7
68349	940	336
67136	2393	99
66461	1321	541
13046	7965	3877
279067	345	11
19400	1620	3
19182	1635	3614
68427	2273	207
100862024	613	0
20375	1333	1
17868	4163	0
228355	6217	603
22259	2036	58
11432	4653	317
107986	1918	349
606735	892	1
100503319	3593	1
80708	2107	942
77038	3409	2169
228356	1979	56
228357	9407	179
619941	312	12
75786	6577	1006
100217458	98	0
14061	1988	2
381410	3740	428
100862052	1368	0
228359	3331	1062
51897	3573	815
241547	2301	181
228361	5290	1140
12672	2768	12
17242	1306	51
104418	4373	2290
26427	2271	1310
192285	6912	606
100316756	98	0
228366	2424	1102
18633	1608	450
75641	364	7
19099	3461	208
12953	4368	449
320507	1190	5
228368	3255	999
100043205	461	4
76969	2682	165
80976	3751	23
100042784	1870	45
277414	2662	1940
241556	3751	10
639658	1295	48
12521	1854	8197
100038525	2923	1
11695	5203	3
14043	2871	2375
329470	1998	100
381411	2168	0
620695	1291	2613
70852	1550	12
69113	1231	283
56348	1839	5926
723953	90	0
414123	856	0
735259	100	0
74569	4591	598
66457	1484	8
11800	3702	1815
241568	3475	0
68170	2269	130
19374	3393	0
19373	6669	2
22034	5476	1462
72446	4446	133
76501	1175	514
241576	3827	989
100504371	1663	0
100504354	6969	1
80985	5612	2056
14221	2427	78
210622	2855	6
20511	12068	45
12505	5654	286
27402	2526	559
56369	924	296
13661	4387	5947
319854	2229	0
13711	2246	15784
12359	2551	1453
100862111	334	0
99382	4558	3164
98956	3856	1033
53872	7593	7056
78031	541	0
16909	1900	509
70986	1283	23
57443	4760	1229
100038697	1690	0
333883	796	135
12509	1811	902
68243	819	0
241589	10124	0
15259	7497	3184
100316678	80	0
668733	1062	4
74959	1145	0
228410	5190	875
320554	3512	4
241593	1083	43
211896	1724	345
99003	8973	1804
228413	2846	706
211936	3944	7
98221	1230	974
329480	3267	0
22431	3092	0
74088	1598	0
19672	3063	236
100862167	430	0
402728	1464	0
18508	3681	0
100504545	3019	0
77766	3902	225
66541	955	167
99349	1198	108
329482	2649	0
329483	3949	0
77015	2738	113
320230	690	0
791267	4525	2
212772	3389	267
14308	1595	0
16492	4844	0
76894	1891	152
228421	3369	115
12064	5487	13
22343	4137	2661
100038454	1349	1
107515	5060	1822
68201	2079	517
75517	980	0
170442	1628	32
67606	2069	1
241612	5191	7
228432	3377	1427
269328	1589	22597
668802	2361	0
623270	767	0
67575	1838	0
257980	939	0
258390	939	0
258391	912	0
258389	942	0
258388	942	0
258910	918	0
257979	918	0
258909	918	0
228443	918	0
258379	936	0
545447	917	0
277562	918	0
257935	918	0
258395	939	0
258399	897	0
257662	939	0
258887	939	0
258398	939	0
258890	939	0
258888	939	0
258886	996	0
258199	2235	0
258889	939	0
258891	948	0
258397	939	0
668825	939	0
258396	939	0
258023	939	0
257956	939	0
258258	963	0
258439	963	0
258441	939	0
258271	939	0
258359	954	0
258257	936	0
258442	939	0
258737	945	0
258440	951	0
258022	1110	0
99010	1902	483
213765	3731	1
66181	695	801
107723	6735	382
68032	975	874
72425	2883	735
73024	1072	1026
213788	1746	0
74268	1521	420
100504639	1596	0
20192	15410	2
75275	1237	0
14260	11925	585
75166	1029	1
23892	1639	0
100862246	496	0
20394	1227	9
228482	5017	586
100862258	648	14
14617	2879	0
320846	1550	0
11464	1390	0
100303644	1909	0
11834	4886	821
228491	4263	126
66632	2700	438
78193	507	0
100043232	2644	0
399568	2770	157
100316703	89	0
17536	5267	2
72603	723	2
654793	3398	0
69974	1549	0
67356	1187	0
320975	1810	0
241621	447	6
114715	2998	565
732489	100	2
68215	1861	445
19419	5105	27
100504728	2641	2
73938	1276	0
21825	5802	29844
71313	1673	0
381413	3911	0
73358	445	0
27103	5248	636
20813	790	1369
171543	4633	257
12236	3669	361
214230	4193	337
383787	4861	4
18796	5145	0
100043272	3046	148
214239	4716	3
53906	541	0
214240	6629	49
51944	3118	573
56357	2067	946
228536	4428	1125
72136	2089	37
269336	1870	86
271842	5135	72
76464	6525	127
19361	2138	242
67809	2252	1091
320415	629	60
69408	1008	54
623781	3067	329
72008	1923	382
72112	742	18
20732	2275	3956
228543	1657	1175
100502626	619	3
228545	4054	675
100043609	979	13
54485	3451	31
100862328	582	0
69065	1569	246
68142	6296	2125
241624	3143	65
56398	2596	2521
100862335	815	6
66602	1551	378
70645	1557	65
108907	2960	213
69702	1451	144
625328	527	60
76246	4664	892
228550	1808	73
17005	3200	249
68925	4822	577
22174	3989	1070
29808	13931	1501
26390	6937	3990
433466	1383	185
211429	3859	120
640524	11238	90
98878	3387	9139
329502	4477	64
78390	3286	19
271844	3125	87
269338	4450	399
211499	2996	1980
76051	4818	149
70933	2258	0
12335	3488	3
20402	9099	4982
20619	2223	1396
66606	2115	339
66296	2361	472
68968	6384	185
140810	11269	418
100502700	1332	3
22222	7765	527
96957	2867	117
17151	1572	512
13828	3472	0
74176	2531	3
640543	2133	0
329504	3407	168
75894	2317	178
99334	6904	219
51885	2563	257
27223	7711	1171
17754	11912	3
327655	5531	726
12716	1589	438
140476	5757	0
212670	2247	52
14827	2643	15627
269344	1674	263
378702	3029	2763
574418	2534	78
67693	604	1363
100034361	1887	463
67532	3419	223
241627	4245	153
228564	4200	9
319996	4367	184
17147	2322	2
329506	4545	471
78655	2367	2728
214585	7665	667
67578	2434	3
12010	858	32526
70928	1758	28
74401	2111	1
670832	399	12
20322	2259	312
214593	4554	44
66811	1592	5
213696	1497	892
99439	5267	708
435684	1558	588
269346	3904	0
81913	1215	6
381417	3740	0
67092	2357	109
214616	1331	121
433470	640	0
387165	79	0
22785	5476	3205
18457	3494	570
59010	2102	102
74702	1457	0
75946	733	0
214968	6541	60
317750	1951	3
17876	3523	113
100502835	2933	0
381418	1030	0
20495	4741	0
100502853	3046	0
110074	2512	540
14118	9900	68
99100	5768	141
271849	4820	16
58521	2544	1387
70354	6797	4655
12848	3250	2859
69976	2520	608
75823	1599	2
14178	2672	28
69185	1343	48
241633	5529	0
26458	2301	53
15186	2378	13
14391	2809	1219
84092	4210	1306
75083	1748	3
58800	7145	2766
66552	5616	4372
108011	6524	375
109778	1170	237
215387	2695	479
73338	3756	515
329509	1266	13
320632	6740	2065
26371	3075	573
69470	4401	1419
99138	3118	1355
13537	1618	100
215095	2377	0
11552	3936	0
215456	2628	10
68126	1226	223
56461	3227	22
192212	4266	895
72180	2989	70
77721	1434	286
100861602	931	13
17153	2778	105
100038529	1767	0
228576	1967	50
53885	2260	110
67885	811	52
12235	4337	172
74121	2862	1
100503008	1707	0
12125	5037	650
100043424	4492	49
241634	1026	0
100503333	210	0
17222	8967	1618
17289	3554	945
72477	4622	1365
70370	2909	5
57432	1567	55
78751	4916	55
668894	4236	17
100503381	2974	45
69737	4562	535
20017	3998	560
66170	1303	206
100048701	1006	0
20515	4165	19727
329513	3433	3
70466	3137	315
100503468	1781	2
16175	1974	2
16176	1328	6
329514	1396	1
668896	682	756
228592	1925	0
19261	4229	1031
18610	747	0
654409	3091	31
67333	6195	920
21818	4110	6
99169	2982	2
241636	3310	0
20638	1121	3505
192140	3216	0
67134	1895	1606
100217452	59	3
100217428	63	2
170718	1520	2887
228598	2670	6
56264	2421	27
75656	733	2
66766	1139	0
319513	3654	191
80743	3206	788
19262	3609	1168
321014	1409	13
99045	962	574
18429	471	0
11998	507	2
140629	3884	130
380601	3164	130
241638	4204	201
77006	1101	1589
16434	1159	166
100861692	363	0
269356	3201	186
228602	4973	316
100043766	2136	20
613258	2375	53
11990	8740	1008
14588	955	0
110751	3165	3
20612	6387	1
72630	2945	6
67326	1241	305
70997	2264	194
12616	2724	2629
12531	3151	161
69596	1432	75
228607	3190	195
74450	4266	320
723825	86	0
51902	5565	329
228608	2262	2801
11550	2394	1
414081	3631	0
71995	3378	0
19122	2186	480
26434	3177	8
215653	4785	13
100861699	1019	0
54338	6364	424
70612	1593	290
18538	1260	2468
110911	8278	313
246313	4533	0
70845	1075	0
70371	847	0
100038551	1782	0
74182	5052	1101
767814	2497	0
73747	1471	28
12653	2733	1
