EntrezID	Length	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
67122	2582	18
227612	3428	199
58202	2637	423
74472	1430	2
68222	1126	2
227613	1600	2449
142681	2054	1
329360	2021	2
67859	781	13
68846	1333	47
78797	4824	886
227615	914	112
97031	2808	230
68475	864	321
99152	3017	733
78217	516	0
227618	1207	63
14810	4230	2
320354	2894	0
100272219	1696	6
227619	3742	964
83768	1655	165
227620	1690	650
72080	3121	685
12496	1937	291
18146	1473	2344
14347	1970	1
11305	8061	563
100526555	56	0
69454	799	13
227622	975	194
19215	805	6
100503942	403	0
77701	716	5
69379	1038	24
30839	2359	506
22030	2998	378
59022	669	1000
381352	3990	49
75454	583	392
381353	4684	4
227624	3155	1854
77058	1725	4
51875	1055	189
14133	1317	352
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	21
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	0
227634	7978	295
98766	3450	223
67991	7016	59
109299	2683	381
100504023	1970	0
16871	2208	0
227638	2449	300
77481	3129	3
329366	3147	2
67839	3623	21
52838	2923	204
332579	1611	51
227644	4491	431
68112	2195	572
66865	3125	910
64436	4135	68
227648	8739	2596
100125929	1647	7
18128	9489	747
353156	1626	35
387145	73	0
67512	837	139
56279	1622	8
72091	742	14
100306955	139	0
100306954	132	0
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	330
20933	3466	864
27176	864	2303
20930	1178	429
20931	1138	189
20932	2863	12223
279029	2169	63
227656	2281	792
279028	4580	0
381356	3474	984
227659	2136	14
66139	1493	0
77794	3242	5
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	1043
22325	3482	636
100504116	668	2
67382	5565	507
140858	2900	490
20181	5267	2424
12831	8402	61
100038452	2244	0
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	77
241289	5466	99
69327	804	5
118451	2079	363
227671	1335	35
19730	4020	3586
12613	2039	43253
70239	2787	272
14582	1822	0
64930	7697	478
69987	671	0
68870	1570	1
100526498	74	0
269252	7127	280
227674	3328	111
54422	3693	0
329375	1295	0
22130	4153	155
269254	10970	586
171171	1770	1
76220	4292	2
68975	1232	104
107746	6347	692
433416	629	14
227682	2576	228
227683	1987	114
26569	4008	1571
68205	2143	403
723904	97	0
70319	871	2
99151	2715	25
18286	4459	483
74412	3108	514
20740	8081	2523
71820	1807	89
56086	3101	1094
263803	2931	141
66220	1194	195
227693	4100	311
70296	3470	2951
13804	1032	164
227695	1838	631
70266	1924	389
67350	435	6
241296	4254	738
227696	1467	52
227697	2126	381
227699	5670	609
227700	1725	647
108958	3620	274
57170	2087	275
12908	4393	570
100862338	484	2
110854	2577	983
72500	1569	95
78617	817	2
665635	896	0
100038700	2941	0
100526499	84	0
73598	1591	211
66617	1217	315
72323	2114	303
20204	1129	1
64292	3647	3191
30934	2997	1413
30931	1452	327
227707	1328	237
74270	4157	381
14269	5619	925
320973	512	6
277463	3926	732
14299	4036	10
665700	15679	65
11898	1631	68
100862380	601	3
320267	3740	713
100504258	5391	0
381359	2471	0
227715	1635	329
11350	7179	859
227717	2863	2
98970	4751	0
23928	5930	3
108897	2953	2
227720	8195	466
100504305	1607	13
241303	4011	7
227721	1824	41
227723	10689	2602
99011	2825	306
22245	1951	228
72931	768	990
99412	4442	1419
13429	3784	22
387239	110	0
68379	3294	606
73737	657	1290
16819	853	47328
96979	1952	368
227731	3965	1454
71254	3173	43
98952	4217	1109
13481	861	300
227733	1473	2
20448	4368	13
50935	2585	292
11636	2365	8
13805	3572	47
100316776	86	0
14287	2263	573
107951	3389	590
100499514	82	0
100628606	73	2
27387	3681	36
70730	1119	0
30933	1536	498
338348	2674	3
329384	913	19
227736	1675	10
20910	4005	101
227737	3693	3510
227738	3982	101
269261	638	860
104367	118	30
56017	2083	154
99326	3387	28
241308	2738	62
26360	3444	13
241311	6602	234
71834	5090	296
16917	1219	46
100504399	3815	117
72543	4995	400
320482	3653	0
100504427	1963	0
18516	2393	49
96990	1793	0
227743	3018	561
66691	5966	1005
14828	2616	21133
227746	1858	124
30050	5698	468
66998	2042	590
77996	2312	385
74016	3743	396
22029	2325	243
15139	5448	3
98870	2358	1
26920	7792	363
68365	3081	1768
100504493	1271	0
227753	2938	614
13830	2816	267
75859	1227	0
74854	1372	0
14594	3586	42
100042194	2037	1
69601	7090	899
74410	3177	8
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	88
75495	690	0
16874	3577	4
67889	2548	798
67871	2251	188
100504593	429	6
100861645	439	6
19224	2864	2509
258949	921	0
675440	642	42
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	877
319817	8967	363
100217435	68	2
241322	4535	131
320633	5267	38
227800	6746	540
338346	2297	2
20744	16348	908
241324	6372	0
227801	4352	242
16870	2286	1
59126	3272	322
19177	969	1767
26423	2947	11
14536	6308	178
387176	76	0
723903	89	0
241327	2409	4
76646	1206	0
66489	452	993
74192	1271	586
76899	4386	545
320271	10705	119
100042584	4750	2
67857	1558	502
94217	14743	1
70789	2733	0
76117	3906	0
320872	1761	0
227835	2554	109
24136	9113	2
100628598	78	0
433424	1388	0
69405	635	0
100503843	615	0
11480	5681	355
26428	4978	607
109241	7055	248
227867	4358	407
16574	6840	16
71897	2285	0
320343	3660	14
109129	1302	764
100502624	1786	0
227885	2163	366
74194	2827	591
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	62
64685	1368	96
21930	1601	47
51869	8502	1072
17996	22489	70
78049	407	0
75423	5212	774
12298	8280	17
625631	432	99
56324	4124	499
71409	5851	272
56194	3565	1198
65103	2553	269
67874	1460	3
271786	6966	0
16519	1679	0
18227	3347	282
767815	1099	0
75279	1533	0
227923	1412	1
14571	5931	428
241391	3247	3
77767	3521	0
227929	5735	3029
100042926	1016	14
269275	9049	1
100502932	2940	0
667062	543	0
11477	3298	401
76654	1627	3
227933	3641	5
227937	4614	591
76676	1644	0
76747	573	0
100038999	438	96
66860	7873	1981
72137	2183	113
407823	7980	558
667103	743	0
100505179	714	10
57438	2719	968
66205	1257	38
17076	5172	22
100039176	561	0
18779	7112	4
16420	5110	87
56878	3057	490
100038493	2655	0
21353	2335	951
59029	1541	574
21375	3977	0
94229	5532	0
13482	6301	84
14526	1091	0
14089	2695	10
71586	5519	283
227960	3288	400
170738	3798	0
60344	8667	0
100503492	436	0
50915	1968	11
319876	5045	2166
320106	1606	1
20269	9560	3
110876	8690	2
77771	10672	35
14425	3684	1403
73668	4468	134
20265	8287	0
100038743	1347	0
20274	9813	0
20272	7333	16
383709	1966	0
241431	11971	0
26877	4978	0
53416	3247	1347
227998	1339	0
75721	3643	1
241447	3930	10
329416	1808	4
66442	1582	256
14378	2012	2
27413	4895	31
241452	2817	11
14725	15467	10
72569	1419	22
228003	2538	2
320720	2860	137
228005	6297	785
75051	1731	13
674921	661	181
73373	2104	93
277396	4617	41
20823	2088	1358
75422	960	98
68795	8084	1778
329421	6256	2
64406	2097	0
68986	889	0
66748	1749	0
14415	3231	0
70231	2484	3185
228012	4032	600
228019	2370	96
75763	9413	100
73649	5208	6
13427	2788	524
78830	2924	414
107435	1576	556
100861681	479	0
66559	1259	86
100503424	2810	12
13390	2779	0
111970	2793	0
13392	2473	0
381371	641	0
16403	4205	8460
228026	5137	958
56508	7896	23
100503680	2116	0
65964	9111	106
66953	2361	106
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	741
100503849	1147	21
100628587	74	0
67059	2304	994
381373	2813	0
66935	1945	25
74616	3247	112
68526	5079	46
215280	4397	584
11435	4288	0
100504117	483	11
329427	2707	1
108699	4934	18
11909	4277	838
100038532	2320	0
228033	679	6297
73962	516	0
69605	8775	271
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	2
15438	2100	2
15437	1424	6
73429	794	0
15434	2902	2
15436	2560	1
387144	68	0
399588	2167	0
15429	1862	1
53375	1258	534
667739	851	7352
545423	483	0
77269	929	0
100504729	1478	0
229279	5224	1478
18024	2469	1206
320474	1463	9
623453	524	128
228061	7359	2376
72421	2614	47
620631	2008	5
78802	2862	12
241489	2848	0
13067	652	1
241490	1898	377
99031	8041	5
23992	1554	187
381375	1219	0
14231	898	20
83435	3007	246
22138	104320	12
545428	6329	19
228071	8900	294
241494	3668	1
100503106	751	0
80744	3449	164
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	487
16401	9832	4
228094	1759	0
100126874	1930	0
18012	2494	0
70599	5095	1241
75276	2644	0
18573	4912	2
320769	2889	48
66861	4054	1079
100503167	2616	0
20378	2920	0
50884	3387	1584
68082	1463	58
735274	86	0
69482	2873	69
241514	4184	0
241516	21053	0
69082	1963	675
16410	7054	1705
241520	3394	0
71861	2062	0
54598	4737	11
21788	3780	10
672763	830	1
100502854	2295	18
12388	5475	1996
100270744	3520	0
72657	679	95
66958	1968	584
381379	2059	269
228136	4740	1676
98985	1830	161
241525	752	29
387149	64	0
100502874	726	0
12258	1820	44
56791	1387	21
68678	1761	0
30059	666	51
72401	2924	1
269295	1263	0
58207	2601	79
19074	838	0
53856	949	0
228139	4190	20
100862344	2930	8
20833	2854	1477
228140	5747	576
74687	1443	2
23796	3564	7
241528	2900	0
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	0
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	0
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	0
19271	8253	890
59015	5684	513
55935	4691	753
271813	3462	2
56428	2420	812
67445	1365	5
68349	940	273
67136	2393	72
66461	1321	393
13046	7965	1887
279067	345	8
19400	1620	2
19182	1635	1697
68427	2273	104
100862024	613	0
20375	1333	0
17868	4163	0
228355	6217	518
22259	2036	27
11432	4653	229
107986	1918	132
606735	892	4
100503319	3593	1
80708	2107	279
77038	3409	1042
228356	1979	21
228357	9407	89
619941	312	5
75786	6577	555
100217458	98	0
14061	1988	3
381410	3740	153
100862052	1368	0
228359	3331	455
51897	3573	463
241547	2301	94
228361	5290	634
12672	2768	2
17242	1306	8
104418	4373	1182
26427	2271	1103
192285	6912	334
100316756	98	0
228366	2424	3354
18633	1608	460
75641	364	9
19099	3461	131
12953	4368	335
320507	1190	9
228368	3255	615
100043205	461	3
76969	2682	286
80976	3751	2
100042784	1870	15
277414	2662	432
241556	3751	9
639658	1295	20
12521	1854	4353
100038525	2923	4
11695	5203	0
14043	2871	1691
329470	1998	43
381411	2168	0
620695	1291	118
70852	1550	5
69113	1231	370
56348	1839	3907
723953	90	0
414123	856	0
735259	100	0
74569	4591	401
66457	1484	4
11800	3702	630
241568	3475	1
68170	2269	134
19374	3393	0
19373	6669	0
22034	5476	578
72446	4446	11
76501	1175	339
241576	3827	223
100504371	1663	0
100504354	6969	0
80985	5612	1239
14221	2427	22
210622	2855	11
20511	12068	9
12505	5654	29
27402	2526	895
56369	924	299
13661	4387	1985
319854	2229	5
13711	2246	16559
12359	2551	652
100862111	334	0
99382	4558	917
98956	3856	463
53872	7593	3616
78031	541	0
16909	1900	446
70986	1283	5
57443	4760	605
100038697	1690	0
333883	796	60
12509	1811	336
68243	819	0
241589	10124	0
15259	7497	1804
100316678	80	0
668733	1062	4
74959	1145	0
228410	5190	348
320554	3512	11
241593	1083	26
211896	1724	152
99003	8973	887
228413	2846	244
211936	3944	4
98221	1230	554
329480	3267	0
22431	3092	0
74088	1598	0
19672	3063	18
100862167	430	0
402728	1464	0
18508	3681	0
100504545	3019	0
77766	3902	152
66541	955	125
99349	1198	102
329482	2649	0
329483	3949	0
77015	2738	51
320230	690	1
791267	4525	1
212772	3389	108
14308	1595	0
16492	4844	0
76894	1891	48
228421	3369	78
12064	5487	4
22343	4137	1900
100038454	1349	0
107515	5060	2285
68201	2079	262
75517	980	0
170442	1628	82
67606	2069	2
241612	5191	32
228432	3377	1341
269328	1589	19995
668802	2361	0
623270	767	0
67575	1838	0
257980	939	0
258390	939	0
258391	912	0
258389	942	0
258388	942	0
258910	918	0
257979	918	0
258909	918	0
228443	918	0
258379	936	0
545447	917	0
277562	918	0
257935	918	0
258395	939	0
258399	897	0
257662	939	0
258887	939	0
258398	939	0
258890	939	0
258888	939	0
258886	996	0
258199	2235	0
258889	939	0
258891	948	0
258397	939	0
668825	939	0
258396	939	0
258023	939	0
257956	939	0
258258	963	0
258439	963	0
258441	939	0
258271	939	0
258359	954	0
258257	936	0
258442	939	0
258737	945	0
258440	951	0
258022	1110	0
99010	1902	117
213765	3731	0
66181	695	386
107723	6735	161
68032	975	592
72425	2883	252
73024	1072	1006
213788	1746	0
74268	1521	298
100504639	1596	0
20192	15410	1
75275	1237	0
14260	11925	370
75166	1029	1
23892	1639	0
100862246	496	0
20394	1227	18
228482	5017	465
100862258	648	8
14617	2879	0
320846	1550	0
11464	1390	0
100303644	1909	0
11834	4886	370
228491	4263	70
66632	2700	242
78193	507	0
100043232	2644	0
399568	2770	73
100316703	89	0
17536	5267	1
72603	723	1
654793	3398	0
69974	1549	0
67356	1187	0
320975	1810	0
241621	447	1
114715	2998	309
732489	100	0
68215	1861	257
19419	5105	240
100504728	2641	1
73938	1276	0
21825	5802	1112
71313	1673	0
381413	3911	4
73358	445	0
27103	5248	394
20813	790	1196
171543	4633	136
12236	3669	190
214230	4193	390
383787	4861	9
18796	5145	23
100043272	3046	119
214239	4716	2
53906	541	0
214240	6629	14
51944	3118	335
56357	2067	1558
228536	4428	276
72136	2089	75
269336	1870	96
271842	5135	52
76464	6525	127
19361	2138	260
67809	2252	721
320415	629	81
69408	1008	24
623781	3067	53
72008	1923	272
72112	742	1
20732	2275	1341
228543	1657	258
100502626	619	1
228545	4054	245
100043609	979	2
54485	3451	16
100862328	582	0
69065	1569	73
68142	6296	651
241624	3143	34
56398	2596	1211
100862335	815	3
66602	1551	311
70645	1557	44
108907	2960	217
69702	1451	120
625328	527	39
76246	4664	314
228550	1808	64
17005	3200	81
68925	4822	455
22174	3989	879
29808	13931	1012
26390	6937	2464
433466	1383	82
211429	3859	66
640524	11238	46
98878	3387	3102
329502	4477	14
78390	3286	11
271844	3125	156
269338	4450	394
211499	2996	1024
76051	4818	55
70933	2258	0
12335	3488	3
20402	9099	4190
20619	2223	1271
66606	2115	224
66296	2361	194
68968	6384	172
140810	11269	138
100502700	1332	1
22222	7765	392
96957	2867	112
17151	1572	245
13828	3472	0
74176	2531	0
640543	2133	0
329504	3407	89
75894	2317	157
99334	6904	189
51885	2563	167
27223	7711	530
17754	11912	5
327655	5531	709
12716	1589	407
140476	5757	0
212670	2247	28
14827	2643	6636
269344	1674	37
378702	3029	1755
574418	2534	40
67693	604	545
100034361	1887	272
67532	3419	143
241627	4245	212
228564	4200	6
319996	4367	113
17147	2322	3
329506	4545	275
78655	2367	1578
214585	7665	514
67578	2434	1
12010	858	9954
70928	1758	5
74401	2111	0
670832	399	2
20322	2259	342
214593	4554	71
66811	1592	3
213696	1497	1442
99439	5267	1857
435684	1558	619
269346	3904	6
81913	1215	3
381417	3740	0
67092	2357	254
214616	1331	58
433470	640	2
387165	79	0
22785	5476	3493
18457	3494	419
59010	2102	110
74702	1457	0
75946	733	0
214968	6541	21
317750	1951	1
17876	3523	62
100502835	2933	0
381418	1030	0
20495	4741	0
100502853	3046	0
110074	2512	298
14118	9900	43
99100	5768	170
271849	4820	11
58521	2544	685
70354	6797	5062
12848	3250	1135
69976	2520	309
75823	1599	0
14178	2672	5
69185	1343	41
241633	5529	0
26458	2301	11
15186	2378	10
14391	2809	301
84092	4210	651
75083	1748	0
58800	7145	1274
66552	5616	2513
108011	6524	240
109778	1170	158
215387	2695	290
73338	3756	101
329509	1266	3
320632	6740	1145
26371	3075	450
69470	4401	650
99138	3118	1022
13537	1618	19
215095	2377	0
11552	3936	0
215456	2628	5
68126	1226	91
56461	3227	17
192212	4266	1015
72180	2989	74
77721	1434	185
100861602	931	7
17153	2778	12
100038529	1767	0
228576	1967	6
53885	2260	31
67885	811	50
12235	4337	180
74121	2862	4
100503008	1707	0
12125	5037	176
100043424	4492	53
241634	1026	0
100503333	210	0
17222	8967	1131
17289	3554	123
72477	4622	678
70370	2909	1
57432	1567	71
78751	4916	43
668894	4236	9
100503381	2974	25
69737	4562	275
20017	3998	297
66170	1303	105
100048701	1006	1
20515	4165	18600
329513	3433	0
70466	3137	246
100503468	1781	1
16175	1974	0
16176	1328	7
329514	1396	0
668896	682	721
228592	1925	0
19261	4229	434
18610	747	0
654409	3091	14
67333	6195	861
21818	4110	8
99169	2982	0
241636	3310	0
20638	1121	1661
192140	3216	0
67134	1895	776
100217452	59	1
100217428	63	3
170718	1520	1679
228598	2670	0
56264	2421	15
75656	733	0
66766	1139	0
319513	3654	110
80743	3206	470
19262	3609	980
321014	1409	4
99045	962	336
18429	471	0
11998	507	0
140629	3884	85
380601	3164	62
241638	4204	120
77006	1101	1348
16434	1159	80
100861692	363	0
269356	3201	11
228602	4973	427
100043766	2136	7
613258	2375	36
11990	8740	883
14588	955	0
110751	3165	4
20612	6387	0
72630	2945	4
67326	1241	103
70997	2264	118
12616	2724	1621
12531	3151	152
69596	1432	163
228607	3190	644
74450	4266	303
723825	86	0
51902	5565	93
228608	2262	829
11550	2394	0
414081	3631	0
71995	3378	0
19122	2186	249
26434	3177	0
215653	4785	2
100861699	1019	0
54338	6364	253
70612	1593	176
18538	1260	1535
110911	8278	266
246313	4533	0
70845	1075	0
70371	847	0
100038551	1782	0
74182	5052	757
767814	2497	0
73747	1471	14
12653	2733	0
66926	2820	352
66634	3203	74
66586	2059	441
320974	3475	1
241639	5255	55
12156	2515	16
100526500	87	0
15112	2029	0
52837	5148	87
18795	7116	368
78805	2502	0
320684	2288	0
18798	3692	93
76161	1955	0
241656	4773	0
228642	2407	0
319196	2723	0
20614	2119	0
59030	3195	276
74243	3111	54
16449	5493	96
228662	5111	83
100316816	79	0
228677	2759	22
319909	2944	17
75812	2505	124
66580	3392	369
69487	2732	149
228684	2219	0
72899	5041	73
71436	4537	83
100503716	1692	0
100038667	3568	0
16558	5445	807
20639	1230	233
57329	917	0
378776	4233	0
18549	4745	0
378775	3370	0
12075	2372	5
100043534	498	1
56431	1900	4219
81910	5484	11728
403171	528	0
433481	1743	0
69178	2621	1213
100313519	221	4
74528	2707	111
107586	1534	8
100048644	322	0
228714	3751	378
668917	1079	0
171588	1557	1
241688	6831	2
70408	4160	180
26450	2160	52
27054	2915	2948
228715	459	120
66044	1283	65
66328	750	0
94249	3436	680
627302	1814	0
408057	2084	8
74030	4657	1003
67877	1172	272
66877	3111	377
78774	1561	0
100503181	837	1
53626	3024	0
241694	9613	132
77806	958	0
74065	737	0
228730	2150	118
24128	3370	782
228731	1065	0
18088	2448	0
100313531	4345	0
99041	735	0
18503	2639	0
381384	1331	0
15376	2127	1
20608	1388	46
21824	3718	1471
17064	6638	36
56488	1101	88
74533	4135	580
17957	3693	36
228756	610	0
78240	606	0
78609	601	0
69362	546	0
13012	703	0
69294	765	0
13013	686	0
77705	658	0
100503216	337	0
13010	742	3565
433483	783	0
58214	789	0
100503289	1276	3
433485	2055	1
104348	4096	161
100271882	1728	0
245174	6920	13
100504621	927	4
100216455	3018	3
69277	648	4
668923	2770	22
545471	2706	1
13011	986	0
71881	2190	1620
100861792	754	0
68738	3594	2456
109344	936	3
114889	3568	0
12497	2500	426
110078	3838	1246
76192	1967	512
69270	1161	118
78177	5093	52
67311	1375	148
433486	2672	0
381390	1923	0
100038513	1853	0
74660	1466	0
100502706	1339	0
100125594	631	0
381393	2682	0
386649	1355	466
14225	1641	1104
228765	1385	125
241727	4689	19
668929	1650	0
228767	1468	0
108832	1435	0
228769	3542	319
75283	1636	0
228770	2371	13
11602	1530	0
100316704	89	0
73847	2119	2627
69698	2766	131
545474	3395	0
76650	2583	780
21407	932	31
12995	4205	434
67231	1936	1345
24105	2541	935
228775	2051	298
791417	1997	0
228777	1380	0
20667	4436	76
67917	3089	84
228778	1682	7
629114	624	0
319579	690	0
442835	625	0
654457	647	0
545475	397	0
75400	405	0
403172	426	0
246700	394	0
433490	388	0
266620	468	0
654459	293	0
19700	1603	0
14950	9937	4330
66405	799	109
15901	911	49
84682	727	2
12048	2371	540
72119	4365	421
228785	2948	2
14239	1311	80
252864	3346	0
74711	3121	0
68559	1229	347
228787	2711	0
228788	2158	6
15162	2092	26
99237	3895	1178
100504160	207	18
241732	3072	3
54711	5407	160
140484	5607	313
16569	5632	216
72326	1898	20
228790	6674	467
329540	6523	462
99311	3288	329
13436	4322	135
13589	7330	1519
329541	1463	3
76407	1155	0
66557	1730	0
228796	1667	0
378700	1821	0
381399	2115	0
545477	1572	0
19194	961	0
73388	1095	0
18843	1104	0
67135	1085	0
228801	1712	2
228802	1637	1
71425	2040	0
433492	2048	0
66971	1970	53
20648	2115	541
12396	6080	349
56846	1810	5
75480	735	0
70362	1501	0
13555	2460	438
59038	1468	903
228807	3224	74
100504252	970	0
75608	1606	2571
668936	1113	76
19383	1842	2436
67204	2513	1303
50518	692	0
269378	2543	12
100504268	1394	0
16396	5389	992
67068	686	758
66734	965	455
228812	1621	216
735287	109	0
68728	3934	1754
56406	6872	999
207182	2611	17
60525	2833	2138
74945	629	2
14854	1857	532
668940	6163	4
735275	79	0
56407	3198	2531
108687	2294	2156
19124	1504	55
17391	4304	10
613262	1392	135
16418	1495	1067
71405	2337	4
56046	2671	315
14563	2317	51
16328	7982	157
320095	1971	8
66366	1297	1403
74562	6105	122
245865	1502	15
266692	3520	475
75710	3752	321
18041	2053	622
67067	630	460
170791	2812	3397
228829	5733	403
19018	760	462
70873	2106	20
347740	4917	1201
13821	6517	350
68295	3590	435
100504350	2527	0
228836	5655	160
74846	995	1
98932	1083	90
100504361	758	1
228839	2792	101
74487	1509	6
74704	1455	4
67388	1051	757
77799	2508	5
29812	2683	384
66934	2283	135
320706	13232	29
383766	639	0
56045	4010	433
100628585	67	0
19650	5416	353
100043882	459	131
629499	3460	5
20014	2716	7259
100861927	927	1
14601	517	1
69161	1107	430
20779	3887	1768
100046034	333	6
53619	2080	577
18111	1213	250
66642	2731	299
277432	1363	0
75425	3772	337
70470	3320	562
72340	570	2
21817	3549	4194
228846	5107	1
73399	593	2
329547	1779	0
16803	2525	10302
68108	3172	225
319317	5864	116
228850	8366	715
246747	632	383
545481	2028	15
100045469	6738	0
22348	2805	0
109275	2377	93
100499529	58	0
228852	6485	15
71878	2260	86
71715	3199	131
71081	1127	0
71613	607	0
329554	1097	4
16658	3389	253
21969	3847	1756
100861957	599	0
18803	4435	320
320799	4480	82
64899	3523	114
280635	3547	0
100861963	1090	0
71389	10549	570
383770	465	17
19281	6449	25
77645	631	0
77288	2148	0
100504524	414	27
67996	3547	3970
100862002	603	0
241764	2733	1
27219	2542	243
245866	2124	167
100504576	476	0
17865	3702	187
68236	880	1
100504589	966	0
269389	1675	5
59091	4255	4
66680	1562	650
228858	2580	34
228859	1643	395
69517	459	1
100043899	1094	0
68314	843	0
15378	4358	0
76080	4523	301
26943	3694	15273
100862033	463	13
68386	951	3
18769	1431	179
100504604	3403	0
11486	1626	642
22403	1774	20
241769	1032	0
241770	832	0
54401	2775	2491
381404	2354	15
67145	2301	180
58231	5189	487
16538	2712	19
209232	2324	2
192200	725	683
68221	466	0
192201	574	1
53878	1570	0
329557	1252	0
20941	575	0
64335	1200	0
20945	532	0
20944	601	0
20568	876	1331
17183	2571	6
19668	2456	20
20971	2460	13596
66460	1608	421
73603	928	1
52840	4069	106
78928	2557	1218
67701	708	300
629747	554	0
209351	867	0
75526	755	0
277343	1794	0
433502	807	0
277345	1121	0
629754	540	0
629756	459	0
629761	617	0
408190	1074	0
78239	746	0
641368	443	0
71856	820	1092
76233	1245	236
68612	931	283
21925	693	1
101113	1520	85
170789	1151	193
67538	2689	24
71971	2701	75
75642	783	0
415115	1156	7
19025	3674	2388
18830	1806	25
228866	2752	376
329559	4570	738
629777	1121	6
17395	3139	1
57138	6023	9
228869	3091	221
21939	1784	1
72211	702	0
104010	3586	0
100862070	840	0
228875	2109	1499
140579	5871	366
381405	3311	0
228876	5033	3
74614	1956	0
114644	3224	3
381406	1868	57
170441	3347	1
14049	2364	502
228880	6664	1236
17979	7531	1911
72043	4133	1163
670775	383	0
319684	1636	0
277360	6530	359
76367	4413	42
99371	8777	2776
110750	3604	1264
20853	2995	1057
228889	2592	792
