EntrezID	Length	MCL1-DH_BC2CTUACXX_CAGATC_L002_R1
69319	488	0
17859	5619	1251
76479	2125	1606
381232	5292	30
100503558	627	4
240672	1155	4412
100043462	917	162
13006	4851	1898
73713	6592	143
18569	2556	998
100503593	710	5
100503572	2509	302
56392	4213	1943
11551	3801	99
14732	3828	203
21684	2725	0
73707	3889	8
433256	3151	1200
66980	2289	331
53611	3405	562
77594	2496	2
21416	4553	986
26930	2856	0
269094	2928	19
226243	2066	0
18175	5499	13
12369	2350	379
226245	2388	985
55947	4074	382
66866	3934	647
11554	2491	70
213993	2754	583
83561	5443	2
240675	3882	904
226250	4075	860
226251	7073	1418
78120	391	0
320879	1954	0
226252	5630	455
72133	6395	291
78073	1785	0
226255	6586	1719
14585	3224	566
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	131
100526480	87	0
100503848	864	2
226265	2567	16
71653	4081	240
22326	1017	2
332396	3032	0
214084	3803	104
107368	7076	3119
329078	5023	0
13797	2598	3
72647	1827	0
100503908	900	0
74998	6080	491
107376	2070	3
76539	2035	597
226278	1572	0
78832	5790	1926
332397	3928	584
13669	5176	10812
100217439	56	1
67894	2353	252
94281	2731	29
11757	1445	411
14773	3168	413
414758	2753	82
633057	1624	52
12982	1849	300
100043120	363	0
633188	546	158
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	613
18108	1877	635
227522	1027	52
78245	535	4
99035	1509	5
104362	706	0
227525	6214	120
18686	515	2
64707	4282	312
50497	1791	946
100861945	1756	111
227526	3013	48
66540	3148	1920
100038349	3348	0
73489	434	0
209630	7468	1347
100504349	555	5
67229	3413	669
209645	3837	52
109079	5319	916
16922	1474	280
100861976	655	0
381346	345	3
68527	884	5
70024	3494	227
71648	2413	422
74186	2663	164
227541	7111	483
98828	1623	818
53893	1590	382
791411	952	8
57743	2369	437
209692	3535	50
326622	5174	1427
227545	3625	83
100038358	2796	3
67856	1812	250
320132	2500	3
98910	4953	881
14007	9522	974
68144	6021	1
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	2100
381347	4039	545
77682	737	42
100126244	2526	1
209361	4805	398
11949	1801	2113
16588	1379	397
16425	3122	32
209378	7928	677
353282	9136	62
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	314
77543	1034	0
100503147	1609	7
170768	5285	2787
100038528	1684	3
76938	1534	1035
16184	4428	9
16169	1548	239
50755	3514	1238
320816	2356	431
241226	5782	3412
338535	2773	30
100862047	666	0
66960	2333	458
19212	3620	132
227580	3163	0
20163	1412	3398
65969	11325	8
13434	2637	169
791315	2472	0
100862060	659	0
22352	1834	10765
241230	3161	671
30963	1008	329
70957	800	12
20844	3690	780
625286	3658	15
17533	5318	15
100124488	79	0
277468	2676	0
12296	4450	22
625342	1981	328
74455	4776	139
75869	3594	2761
67448	3205	5122
100504058	4190	0
75069	485	0
74103	2980	513
68231	525	1
77940	3645	24
100034739	3329	3
72668	4363	31
17354	5444	1084
641254	1957	3
13418	8585	951
100504159	3076	0
12238	881	553
12151	3594	473
381350	1651	0
18718	3471	460
100504170	2231	0
74629	1486	1
70882	2995	1
76467	1190	139
19213	1508	0
70909	2004	0
100041244	2092	14
71198	2529	258
433406	2790	13
791278	4341	0
208618	8041	3612
71435	6972	3499
433408	1385	100
71233	1199	79
208967	3899	45
241263	7143	0
100038625	2541	0
667663	5134	1
100041703	207	79
14417	5625	0
100628608	68	0
54519	2540	163
56075	1637	122
11308	3504	1755
74159	3810	1304
67121	4652	123
27377	4571	2250
70981	1842	2
18232	2579	0
76857	2858	267
100504187	422	278
140483	1640	15
227606	1379	0
69677	790	0
215257	1647	0
54448	883	0
54450	1951	0
215274	538	0
16181	2691	24
215632	4683	79
18510	2527	53
100504544	533	0
12287	7290	0
77683	5049	1424
215705	1772	508
67187	1231	397
67228	2952	139
107733	2423	215
241274	4589	273
100502743	1020	3
56876	2933	2138
72090	2306	4
241275	1673	0
67122	2582	431
227612	3428	110
58202	2637	992
74472	1430	12
68222	1126	19
227613	1600	5046
142681	2054	0
329360	2021	0
67859	781	0
68846	1333	20
78797	4824	454
227615	914	62
97031	2808	271
68475	864	325
99152	3017	1786
78217	516	0
227618	1207	1
14810	4230	0
320354	2894	0
100272219	1696	7
227619	3742	1094
83768	1655	282
227620	1690	188
72080	3121	36
12496	1937	252
18146	1473	1245
14347	1970	18
11305	8061	1227
100526555	56	0
69454	799	19
227622	975	238
19215	805	5
100503942	403	0
77701	716	0
69379	1038	13
30839	2359	696
22030	2998	717
59022	669	1175
381352	3990	228
75454	583	858
381353	4684	132
227624	3155	1105
77058	1725	1
51875	1055	149
14133	1317	4
78076	653	0
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	109
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	14
227634	7978	1475
98766	3450	322
67991	7016	1028
109299	2683	731
100504023	1970	0
16871	2208	0
227638	2449	288
77481	3129	576
329366	3147	381
67839	3623	1373
52838	2923	154
332579	1611	11
227644	4491	579
68112	2195	1199
66865	3125	702
64436	4135	724
227648	8739	4395
100125929	1647	10
18128	9489	2968
353156	1626	384
387145	73	0
67512	837	141
56279	1622	95
72091	742	57
100306955	139	2
100306954	132	3
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	889
20933	3466	1848
27176	864	5143
20930	1178	511
20931	1138	819
20932	2863	5350
279029	2169	7
227656	2281	676
279028	4580	5
381356	3474	437
227659	2136	25
66139	1493	0
77794	3242	19
109349	2946	0
329371	4020	4
13166	2282	0
192166	4558	595
22325	3482	809
100504116	668	9
67382	5565	1112
140858	2900	1520
20181	5267	1756
12831	8402	3235
100038452	2244	6
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	353
241289	5466	210
69327	804	13
118451	2079	254
227671	1335	1
19730	4020	20984
12613	2039	67
70239	2787	660
14582	1822	0
64930	7697	667
69987	671	0
68870	1570	3
100526498	74	0
269252	7127	1557
227674	3328	204
54422	3693	1
329375	1295	7
22130	4153	172
269254	10970	1191
171171	1770	342
76220	4292	295
68975	1232	304
107746	6347	2844
433416	629	29
227682	2576	114
227683	1987	131
26569	4008	494
68205	2143	528
723904	97	0
70319	871	11
99151	2715	245
18286	4459	1579
74412	3108	795
20740	8081	17410
71820	1807	299
56086	3101	4691
263803	2931	267
66220	1194	41
227693	4100	966
70296	3470	202
13804	1032	84
227695	1838	245
70266	1924	230
67350	435	10
241296	4254	2686
227696	1467	213
227697	2126	141
227699	5670	1756
227700	1725	765
108958	3620	443
57170	2087	131
12908	4393	328
100862338	484	5
110854	2577	1892
72500	1569	859
78617	817	0
665635	896	2
100038700	2941	0
100526499	84	0
73598	1591	28
66617	1217	632
72323	2114	603
20204	1129	19
64292	3647	1549
30934	2997	921
30931	1452	320
227707	1328	298
74270	4157	392
14269	5619	1421
320973	512	6
277463	3926	744
14299	4036	529
665700	15679	299
11898	1631	13
100862380	601	1
320267	3740	925
100504258	5391	0
381359	2471	0
227715	1635	420
11350	7179	3473
227717	2863	29
98970	4751	10
23928	5930	247
108897	2953	509
227720	8195	1078
100504305	1607	15
241303	4011	1
227721	1824	6
227723	10689	7097
99011	2825	353
22245	1951	384
72931	768	1349
99412	4442	1365
13429	3784	92
387239	110	0
68379	3294	1591
73737	657	1242
16819	853	26425
96979	1952	531
227731	3965	5973
71254	3173	110
98952	4217	5152
13481	861	467
227733	1473	68
20448	4368	598
50935	2585	457
11636	2365	7479
13805	3572	2669
100316776	86	0
14287	2263	1112
107951	3389	1501
100499514	82	2
100628606	73	7
27387	3681	97
70730	1119	3
30933	1536	233
338348	2674	20
329384	913	97
227736	1675	65
20910	4005	639
227737	3693	5766
227738	3982	226
269261	638	3215
104367	118	121
56017	2083	159
99326	3387	302
241308	2738	11
26360	3444	2021
241311	6602	306
71834	5090	817
16917	1219	427
100504399	3815	1000
72543	4995	1644
320482	3653	0
100504427	1963	1
18516	2393	329
96990	1793	0
227743	3018	1027
66691	5966	1857
14828	2616	54310
227746	1858	653
30050	5698	1024
66998	2042	352
77996	2312	41
74016	3743	126
22029	2325	134
15139	5448	10
98870	2358	5
26920	7792	1169
68365	3081	2405
100504493	1271	0
227753	2938	14320
13830	2816	1909
75859	1227	0
74854	1372	0
14594	3586	715
100042194	2037	7
69601	7090	2699
74410	3177	19
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	62
75495	690	0
16874	3577	124
67889	2548	3490
67871	2251	445
100504593	429	0
100861645	439	0
19224	2864	349
258949	921	0
675440	642	91
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	635
319817	8967	1166
100217435	68	1
241322	4535	319
320633	5267	46
227800	6746	1563
338346	2297	5
20744	16348	555
241324	6372	7
227801	4352	797
16870	2286	10
59126	3272	429
19177	969	1667
26423	2947	2
14536	6308	209
387176	76	0
723903	89	0
241327	2409	281
76646	1206	0
66489	452	2112
74192	1271	543
76899	4386	298
320271	10705	782
100042584	4750	4
67857	1558	687
94217	14743	38
70789	2733	0
76117	3906	4
320872	1761	0
227835	2554	330
24136	9113	252
100628598	78	0
433424	1388	1
69405	635	0
100503843	615	0
11480	5681	1626
26428	4978	818
109241	7055	811
227867	4358	1922
16574	6840	589
71897	2285	29
320343	3660	58
109129	1302	794
100502624	1786	4
227885	2163	1677
74194	2827	4583
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	167
64685	1368	168
21930	1601	230
51869	8502	1309
17996	22489	1
78049	407	0
75423	5212	1087
12298	8280	823
625631	432	71
56324	4124	1314
71409	5851	1565
56194	3565	1457
65103	2553	613
67874	1460	0
271786	6966	0
16519	1679	0
18227	3347	4564
767815	1099	0
75279	1533	0
227923	1412	7
14571	5931	994
241391	3247	0
77767	3521	0
227929	5735	47
100042926	1016	0
269275	9049	0
100502932	2940	0
667062	543	2
11477	3298	2460
76654	1627	0
227933	3641	21
227937	4614	4003
76676	1644	0
76747	573	0
100038999	438	54
66860	7873	4216
72137	2183	430
407823	7980	2818
667103	743	0
100505179	714	16
57438	2719	2326
66205	1257	233
17076	5172	528
100039176	561	0
18779	7112	566
16420	5110	72
56878	3057	3623
100038493	2655	1
21353	2335	806
59029	1541	763
21375	3977	5
94229	5532	0
13482	6301	21
14526	1091	0
14089	2695	25
71586	5519	131
227960	3288	41
170738	3798	0
60344	8667	10
100503492	436	1
50915	1968	425
319876	5045	3590
320106	1606	23
20269	9560	19
110876	8690	12
77771	10672	0
14425	3684	837
73668	4468	550
20265	8287	4
100038743	1347	0
20274	9813	1
20272	7333	11765
383709	1966	0
241431	11971	0
26877	4978	6
53416	3247	1739
227998	1339	0
75721	3643	0
241447	3930	469
329416	1808	17
66442	1582	129
14378	2012	0
27413	4895	2
241452	2817	239
14725	15467	8
72569	1419	127
228003	2538	0
320720	2860	185
228005	6297	1718
75051	1731	32
674921	661	441
73373	2104	152
277396	4617	671
20823	2088	4777
75422	960	158
68795	8084	2329
329421	6256	9
64406	2097	9
68986	889	1
66748	1749	5
14415	3231	0
70231	2484	2524
228012	4032	1253
228019	2370	97
75763	9413	170
73649	5208	95
13427	2788	2023
78830	2924	605
107435	1576	814
100861681	479	0
66559	1259	142
100503424	2810	10
13390	2779	6
111970	2793	0
13392	2473	0
381371	641	1
16403	4205	24706
228026	5137	477
56508	7896	105
100503680	2116	0
65964	9111	2646
66953	2361	396
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	2216
100503849	1147	51
100628587	74	0
67059	2304	870
381373	2813	0
66935	1945	66
74616	3247	107
68526	5079	481
215280	4397	1104
11435	4288	0
100504117	483	21
329427	2707	14
108699	4934	31
11909	4277	2190
100038532	2320	0
228033	679	4001
73962	516	0
69605	8775	274
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	2
15438	2100	10
15437	1424	34
73429	794	0
15434	2902	11
15436	2560	20
387144	68	0
399588	2167	0
15429	1862	2
53375	1258	433
667739	851	19948
545423	483	2
77269	929	0
100504729	1478	0
229279	5224	3627
18024	2469	6778
320474	1463	5
623453	524	439
228061	7359	3722
72421	2614	63
620631	2008	3
78802	2862	3
241489	2848	2
13067	652	4
241490	1898	418
99031	8041	148
23992	1554	281
381375	1219	4
14231	898	312
83435	3007	732
22138	104320	33
545428	6329	501
228071	8900	637
241494	3668	0
100503106	751	0
80744	3449	153
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	1054
16401	9832	16
228094	1759	1
100126874	1930	0
18012	2494	0
70599	5095	1321
75276	2644	0
18573	4912	33
320769	2889	56
66861	4054	2224
100503167	2616	0
20378	2920	9
50884	3387	2339
68082	1463	101
735274	86	0
69482	2873	37
241514	4184	1
241516	21053	0
69082	1963	1388
16410	7054	5794
241520	3394	55
71861	2062	0
54598	4737	517
21788	3780	334
672763	830	2
100502854	2295	96
12388	5475	5201
100270744	3520	1
72657	679	269
66958	1968	406
381379	2059	300
228136	4740	3265
98985	1830	477
241525	752	34
387149	64	0
100502874	726	13
12258	1820	1128
56791	1387	111
68678	1761	0
30059	666	261
72401	2924	297
269295	1263	6
58207	2601	2176
19074	838	1
53856	949	0
228139	4190	7
100862344	2930	0
20833	2854	3268
228140	5747	3237
74687	1443	3
23796	3564	166
241528	2900	2
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	6
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	14
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	0
19271	8253	568
59015	5684	1154
55935	4691	3018
271813	3462	44
56428	2420	807
67445	1365	56
68349	940	269
67136	2393	164
66461	1321	246
13046	7965	3207
279067	345	6
19400	1620	39
19182	1635	2625
68427	2273	372
100862024	613	1
20375	1333	2
17868	4163	15
228355	6217	331
22259	2036	68
11432	4653	298
107986	1918	392
606735	892	1
100503319	3593	3
80708	2107	388
77038	3409	1108
228356	1979	386
228357	9407	1416
619941	312	14
75786	6577	1702
100217458	98	1
14061	1988	18
381410	3740	576
100862052	1368	0
228359	3331	2845
51897	3573	343
241547	2301	76
228361	5290	1158
12672	2768	27
17242	1306	1413
104418	4373	4395
26427	2271	250
192285	6912	1360
100316756	98	0
228366	2424	2570
18633	1608	185
75641	364	6
19099	3461	548
12953	4368	570
320507	1190	4
228368	3255	307
100043205	461	2
76969	2682	59
80976	3751	13
100042784	1870	117
277414	2662	2453
241556	3751	932
639658	1295	11
12521	1854	392
100038525	2923	1
11695	5203	10
14043	2871	2922
329470	1998	177
381411	2168	0
620695	1291	1471
70852	1550	11
69113	1231	232
56348	1839	1293
723953	90	0
414123	856	0
735259	100	0
74569	4591	755
66457	1484	29
11800	3702	2844
241568	3475	25
68170	2269	216
19374	3393	0
19373	6669	0
22034	5476	664
72446	4446	179
76501	1175	99
241576	3827	1021
100504371	1663	2
100504354	6969	0
80985	5612	3385
14221	2427	754
210622	2855	551
20511	12068	23
12505	5654	5676
27402	2526	335
56369	924	206
13661	4387	115
319854	2229	0
13711	2246	94
12359	2551	1219
100862111	334	0
99382	4558	1374
98956	3856	906
53872	7593	7016
78031	541	0
16909	1900	149
70986	1283	9
57443	4760	876
100038697	1690	1
333883	796	118
12509	1811	680
68243	819	1
241589	10124	3
15259	7497	6163
100316678	80	0
668733	1062	4
74959	1145	1
228410	5190	963
320554	3512	63
241593	1083	41
211896	1724	410
99003	8973	1369
228413	2846	952
211936	3944	17
98221	1230	940
329480	3267	0
22431	3092	1
74088	1598	0
19672	3063	1863
100862167	430	0
402728	1464	0
18508	3681	1
100504545	3019	0
77766	3902	388
66541	955	178
99349	1198	90
329482	2649	0
329483	3949	0
77015	2738	0
320230	690	0
791267	4525	0
212772	3389	173
14308	1595	0
16492	4844	1
76894	1891	197
228421	3369	160
12064	5487	1895
22343	4137	2579
100038454	1349	3
107515	5060	3923
68201	2079	300
75517	980	0
170442	1628	11
67606	2069	89
241612	5191	0
228432	3377	21
269328	1589	318
668802	2361	0
623270	767	0
67575	1838	0
257980	939	0
258390	939	0
258391	912	0
258389	942	0
258388	942	0
258910	918	0
257979	918	0
258909	918	0
228443	918	0
258379	936	0
545447	917	0
277562	918	0
257935	918	0
258395	939	0
258399	897	0
257662	939	0
258887	939	0
258398	939	0
258890	939	0
258888	939	0
258886	996	0
258199	2235	0
258889	939	0
258891	948	0
258397	939	0
668825	939	0
258396	939	0
258023	939	0
257956	939	0
258258	963	0
258439	963	0
258441	939	0
258271	939	0
258359	954	0
258257	936	0
258442	939	0
258737	945	0
258440	951	0
258022	1110	0
99010	1902	336
213765	3731	3
66181	695	493
107723	6735	808
68032	975	662
72425	2883	462
73024	1072	1238
213788	1746	0
74268	1521	270
100504639	1596	0
20192	15410	159
75275	1237	0
14260	11925	468
75166	1029	2
23892	1639	9
100862246	496	0
20394	1227	4
228482	5017	396
100862258	648	29
14617	2879	0
320846	1550	0
11464	1390	1
100303644	1909	0
11834	4886	754
228491	4263	205
66632	2700	640
78193	507	0
100043232	2644	0
399568	2770	144
100316703	89	0
17536	5267	21
72603	723	0
654793	3398	0
69974	1549	0
67356	1187	0
320975	1810	28
241621	447	2
114715	2998	2925
732489	100	2
68215	1861	563
19419	5105	10
100504728	2641	3
73938	1276	0
21825	5802	110230
71313	1673	5
381413	3911	12
73358	445	0
27103	5248	1119
20813	790	932
171543	4633	150
12236	3669	252
214230	4193	324
383787	4861	0
18796	5145	1
100043272	3046	393
214239	4716	34
53906	541	2
214240	6629	3
51944	3118	130
56357	2067	175
228536	4428	1236
72136	2089	187
269336	1870	97
271842	5135	75
76464	6525	100
19361	2138	142
67809	2252	447
320415	629	13
69408	1008	47
623781	3067	20
72008	1923	168
72112	742	1
20732	2275	863
228543	1657	117
100502626	619	1
228545	4054	259
100043609	979	2
54485	3451	222
100862328	582	0
69065	1569	207
68142	6296	2019
241624	3143	52
56398	2596	1332
100862335	815	2
66602	1551	327
70645	1557	32
108907	2960	187
69702	1451	69
625328	527	53
76246	4664	1569
228550	1808	10
17005	3200	11
68925	4822	526
22174	3989	341
29808	13931	2423
26390	6937	3537
433466	1383	101
211429	3859	222
640524	11238	27
98878	3387	6150
329502	4477	3
78390	3286	2
271844	3125	12
269338	4450	405
211499	2996	1463
76051	4818	244
70933	2258	0
12335	3488	8
20402	9099	3152
20619	2223	730
66606	2115	237
66296	2361	375
68968	6384	451
140810	11269	1508
100502700	1332	11
22222	7765	1626
96957	2867	135
17151	1572	641
13828	3472	0
74176	2531	0
640543	2133	0
329504	3407	195
75894	2317	241
99334	6904	466
51885	2563	441
27223	7711	2042
17754	11912	204
327655	5531	451
12716	1589	143
140476	5757	1
212670	2247	40
14827	2643	15089
269344	1674	99
378702	3029	1994
574418	2534	93
67693	604	759
100034361	1887	462
67532	3419	251
241627	4245	70
228564	4200	0
319996	4367	1836
17147	2322	17
329506	4545	992
78655	2367	3230
214585	7665	996
67578	2434	0
12010	858	13403
70928	1758	49
74401	2111	0
670832	399	15
20322	2259	321
214593	4554	45
66811	1592	33
213696	1497	41
99439	5267	141
435684	1558	726
269346	3904	45
81913	1215	24
381417	3740	8
67092	2357	57
214616	1331	110
433470	640	5
387165	79	0
22785	5476	2577
18457	3494	357
59010	2102	119
74702	1457	0
75946	733	0
214968	6541	2920
317750	1951	5
17876	3523	255
100502835	2933	0
381418	1030	0
20495	4741	0
100502853	3046	0
110074	2512	957
14118	9900	5789
99100	5768	202
271849	4820	52
58521	2544	1482
70354	6797	2249
12848	3250	2800
69976	2520	250
75823	1599	4
14178	2672	28
69185	1343	70
241633	5529	1
26458	2301	6
15186	2378	345
14391	2809	1302
84092	4210	1906
75083	1748	2
58800	7145	2838
66552	5616	1470
108011	6524	493
109778	1170	204
215387	2695	254
73338	3756	451
329509	1266	9
320632	6740	2296
26371	3075	502
69470	4401	1144
99138	3118	777
13537	1618	632
215095	2377	2
11552	3936	3
215456	2628	19
68126	1226	163
56461	3227	671
192212	4266	1512
72180	2989	52
77721	1434	243
100861602	931	6
17153	2778	43
100038529	1767	2
228576	1967	193
53885	2260	419
67885	811	149
12235	4337	241
74121	2862	7
100503008	1707	0
12125	5037	3578
100043424	4492	65
241634	1026	2
100503333	210	0
17222	8967	2490
17289	3554	367
72477	4622	1762
70370	2909	1396
57432	1567	96
78751	4916	189
668894	4236	27
100503381	2974	12
69737	4562	582
20017	3998	545
66170	1303	126
100048701	1006	0
20515	4165	6506
329513	3433	1
70466	3137	144
100503468	1781	5
16175	1974	2
16176	1328	3
329514	1396	0
668896	682	228
228592	1925	0
19261	4229	519
18610	747	0
654409	3091	31
67333	6195	1019
21818	4110	2
99169	2982	4
241636	3310	0
20638	1121	4573
192140	3216	0
67134	1895	3407
100217452	59	5
100217428	63	22
170718	1520	2055
228598	2670	235
56264	2421	89
75656	733	0
66766	1139	2
319513	3654	393
80743	3206	819
19262	3609	1370
321014	1409	16
99045	962	308
18429	471	9
11998	507	5
140629	3884	100
380601	3164	172
241638	4204	486
77006	1101	1102
16434	1159	98
100861692	363	0
269356	3201	576
228602	4973	992
100043766	2136	31
613258	2375	56
11990	8740	1240
14588	955	0
110751	3165	26
20612	6387	2
72630	2945	168
67326	1241	213
70997	2264	242
12616	2724	2085
12531	3151	242
69596	1432	45
228607	3190	304
74450	4266	504
723825	86	0
51902	5565	946
228608	2262	760
11550	2394	14
414081	3631	0
71995	3378	0
19122	2186	3699
26434	3177	31
215653	4785	87
100861699	1019	0
54338	6364	832
70612	1593	331
18538	1260	5638
110911	8278	1462
246313	4533	4
70845	1075	0
70371	847	0
100038551	1782	0
74182	5052	761
767814	2497	0
73747	1471	51
12653	2733	6
66926	2820	447
66634	3203	120
66586	2059	512
320974	3475	11
241639	5255	2812
12156	2515	144
100526500	87	0
15112	2029	15
52837	5148	868
18795	7116	793
78805	2502	1
320684	2288	1
18798	3692	413
76161	1955	14
241656	4773	0
228642	2407	0
319196	2723	4
20614	2119	0
59030	3195	251
74243	3111	88
16449	5493	4292
228662	5111	501
100316816	79	0
228677	2759	14
319909	2944	2934
75812	2505	223
66580	3392	832
69487	2732	107
228684	2219	0
72899	5041	42
71436	4537	423
100503716	1692	0
100038667	3568	0
16558	5445	1057
20639	1230	685
57329	917	0
378776	4233	0
18549	4745	5
378775	3370	0
12075	2372	13
100043534	498	0
56431	1900	32953
81910	5484	8960
403171	528	0
433481	1743	0
69178	2621	3023
100313519	221	7
74528	2707	289
107586	1534	55
100048644	322	0
228714	3751	268
668917	1079	0
171588	1557	0
241688	6831	49
70408	4160	434
26450	2160	331
27054	2915	930
228715	459	77
66044	1283	340
66328	750	0
94249	3436	104
627302	1814	0
408057	2084	109
74030	4657	3167
67877	1172	343
66877	3111	660
78774	1561	5
100503181	837	0
53626	3024	3
241694	9613	456
77806	958	0
74065	737	0
228730	2150	666
24128	3370	2382
228731	1065	0
18088	2448	0
100313531	4345	0
99041	735	0
18503	2639	1
381384	1331	0
15376	2127	1
20608	1388	0
21824	3718	2462
17064	6638	1432
56488	1101	172
74533	4135	285
17957	3693	60
228756	610	1
78240	606	0
78609	601	0
69362	546	0
13012	703	0
69294	765	0
13013	686	0
77705	658	1
100503216	337	0
13010	742	2327
433483	783	0
58214	789	0
100503289	1276	2
433485	2055	1
104348	4096	61
100271882	1728	0
245174	6920	21
100504621	927	5
100216455	3018	4
69277	648	13
668923	2770	33
545471	2706	1
13011	986	0
71881	2190	1163
100861792	754	0
68738	3594	41
109344	936	0
114889	3568	0
12497	2500	50
110078	3838	1851
76192	1967	698
69270	1161	106
78177	5093	466
67311	1375	38
433486	2672	0
381390	1923	0
100038513	1853	0
74660	1466	0
