EntrezID	Length	MCL1-LB_BC2CTUACXX_TGACCA_L001_R1
108013	5546	292
100041241	2167	0
320624	2663	0
78058	2140	0
78199	581	0
225326	3102	403
19762	1802	0
20983	3901	0
100861703	596	0
67453	4371	725
269003	4015	956
225339	5353	2693
69241	1015	707
74320	8062	1675
67158	2810	151
225341	1688	20
574402	5193	0
17922	6591	0
73473	9623	1365
19123	1710	181
26405	10791	3421
13872	2673	751
100502989	601	0
402767	1130	4
30948	2455	1003
71683	2182	3
75795	1616	0
53603	1333	13
225348	3551	1160
69593	1659	0
12326	12331	7
170459	2985	170
27528	2513	881
433171	2712	0
69749	433	654
13824	3853	1376
633395	2629	15
11789	12449	4891
66384	876	527
13476	2898	2417
53871	2666	316
225358	3344	2618
20890	1519	3
75533	829	73
271508	2362	15
78656	4677	1882
19348	3905	306
52563	4134	577
14587	1992	68
12532	1941	100
100503082	678	1
66306	4475	1330
100861742	992	0
277250	7112	1830
225362	1926	40
13653	3072	38105
225363	3705	10000
15526	3043	10755
12385	3676	9746
107065	5673	34
100861752	646	2
81500	1699	929
100503380	1151	249
100316700	70	2
436583	198	2
17184	4472	4906
67869	1424	3070
20522	3009	66
69816	906	0
381148	4846	173
71242	969	99
76594	5169	302
68545	1111	469
73449	2504	11
72512	2302	1263
56550	2483	631
100861776	1014	0
67393	2272	733
74002	4605	7
100042150	2839	5
74966	669	0
19290	1602	378
109169	4539	176
66060	595	943
67199	1077	1056
15200	2375	7340
240215	2945	2
108857	8231	3718
108112	1151	266
24068	1087	1004
225372	2062	733
67843	2843	1489
240216	2016	49
12475	1497	11455
71983	1815	213
17991	529	1407
24010	1996	1989
67936	1498	686
213236	1469	50
15115	1989	1781
70791	3064	628
66492	2257	1332
378472	345	4
116731	5248	1
353234	5365	5
192163	5230	2
12936	5322	0
100384868	2410	0
12941	5206	1
12937	5242	1
12939	5215	1
353235	5242	21
192161	5341	3
12943	5242	11
12942	5254	3
192164	5254	16
353236	5296	14
353237	5422	431
100038509	2238	1
93872	2457	3
93873	2775	4
93874	3787	24
93875	3719	16
93876	3533	30
93877	2319	5
93878	3506	50
93879	2340	5
93880	3055	15
93881	2841	7
93882	3615	39
93883	3034	7
93884	3693	8
93885	3438	54
93886	2795	3
93887	5271	25
93888	3270	87
93889	5039	30
93890	4714	23
93891	3397	31
93892	2712	15
93893	3067	37
83885	1346	2
24074	3302	980
666693	1784	206
320513	2991	4
93709	4537	36
93710	4537	9
93711	4692	29
93699	4498	32
93712	4534	20
93700	4629	29
93713	4540	40
93714	4540	30
93715	4660	39
93701	4480	30
93716	4730	12
93702	4522	38
93717	4717	17
93703	4684	62
93722	4534	22
93704	4531	20
93723	4714	25
93705	4618	12
93724	5080	3
93706	4687	361
93707	5024	18
93708	4708	7
13367	4378	3837
15183	2005	2396
225392	1767	3
319262	4227	246
106952	5499	82
75599	3902	1601
73516	1931	81
66839	2404	812
53601	5587	44
56736	3517	1241
26384	2300	150
65113	937	2470
24066	4590	355
381155	3867	7
100503571	114	285
14164	3909	273
545253	2187	1
71302	7899	634
100503620	3888	7
14815	6329	1651
18459	2586	0
67180	2329	806
73001	742	0
383348	1365	2
100628617	83	0
77619	724	36
332309	1120	0
269016	4784	125
69401	763	2
107045	3806	1703
100042757	416	21
225432	6266	1784
18998	1146	0
56070	4409	2444
100503707	463	0
240239	1633	8
72930	2276	0
269019	3765	59
22240	2328	35
100862305	880	8
100042074	888	65
100042807	2419	1844
76217	3511	0
20730	422	14
117158	842	1
225443	748	0
72432	4765	89
433178	566	0
433180	587	1
78242	891	0
100042855	258	0
77424	593	0
433181	746	0
18169	2567	0
58916	2207	0
70640	8643	582
328949	8427	394
626275	2364	1
240255	6299	327
100503745	360	610
140492	2046	18
107003	2407	0
28105	4851	111
69391	711	0
225467	2736	851
240261	2801	163
72076	883	2
240263	2866	950
225471	3264	8
66676	3452	3251
13664	2879	5844
100861902	966	1
12583	1530	1721
67526	2492	1103
11777	1479	37
100505012	873	2
74574	3219	6
381142	2247	0
69456	1550	440
20358	6894	129
77668	676	0
328953	1523	0
414127	1332	0
433182	1758	8326
383326	1255	153
67321	377	0
68857	3145	87
76609	702	0
240283	12211	1567
106869	3568	1202
100861953	436	1
15488	2685	1741
225497	1342	0
67365	1044	0
71373	2224	0
100503876	2835	0
67634	1461	0
67222	1463	352
16948	3604	28
66758	1930	0
78414	477	0
14625	1915	1
67847	3984	57
67804	2013	1117
69226	1894	12
19038	1286	58
225518	2601	1
100502945	2306	0
225523	4554	1946
70425	4394	1177
77433	2228	0
328957	1840	0
269023	6112	199
107022	2605	904
110695	3199	1364
56698	2048	685
67343	564	0
16906	2843	1583
320253	1754	220
100038410	4259	2
77422	2416	121
100502981	177	6
70417	7514	2
73137	4801	802
100503007	2822	1
629147	1472	0
74916	961	0
75444	967	0
75084	3432	0
70157	458	1
100503033	2963	0
20496	6520	19804
100861812	500	0
14119	10480	233
225579	2598	2
66307	2563	2998
240322	4666	2
225583	1943	0
78923	3882	43
240327	2648	640
225594	2838	4
240328	3297	69
60440	3128	4138
667597	1701	59
106878	1986	2014
67665	3714	3511
66810	2079	1954
170947	3397	5
104027	7113	2528
328963	3083	0
15531	6085	5661
20044	597	8716
16149	1415	151
100628611	88	0
21453	4630	1043
545260	1722	5
12322	5358	91
240332	3343	1
12590	1750	0
18596	5413	73
12978	3875	23
106894	5199	1561
13521	3863	376
225600	4230	8
170826	3656	55
723889	66	0
442846	1808	1
328967	3234	109
93687	2013	10614
545261	619	78
328968	1357	13
387163	70	0
387161	63	0
56069	692	14
240334	2017	201
17714	4046	920
68982	1865	247
106877	3403	296
319713	4563	37
225608	4540	219
100861847	295	0
11555	2144	635
225609	980	4
15562	4657	422
107035	4398	1298
328971	1135	0
408198	258	0
100038417	795	0
78449	2133	0
494504	2799	38
108123	3482	797
667742	10724	2658
53382	2558	3439
104082	7109	465
73588	664	0
100503391	300	0
20451	6280	0
225631	13391	2
14151	2901	549
70223	2650	4977
54670	6440	479
629480	861	148
83814	8626	5097
100503467	6465	0
387231	66	0
225638	7250	2
240354	5008	816
328977	5503	911
319888	3431	120
66286	770	668
225642	863	0
19434	1669	0
360222	2547	0
225644	1756	0
70361	3714	2515
320924	5742	690
751558	70	0
100503546	2087	5
58801	2654	198
100503565	4892	0
17202	2768	0
100503582	1379	0
14680	5761	132
67064	2529	1705
225651	2007	124
114663	1386	407
338360	2623	26
12683	1164	158
67951	1744	7160
69597	3058	1591
225655	2167	34
68166	5083	759
100504629	507	0
225659	3979	301
107047	1059	274
100861930	351	0
19255	8404	2714
72124	4121	2311
75286	580	14
70799	8093	706
52662	2493	989
108654	9654	1144
67897	5008	590
17203	1162	12
17200	1570	0
78931	2322	0
100504650	683	0
21413	7681	980
100504669	921	0
381175	1525	418
80718	7120	672
75577	1227	10
269033	2291	31
170461	1402	2
26447	2870	250
17191	1850	1889
13176	10325	0
100503674	5182	0
240396	4080	3335
17128	3341	2388
114615	4971	170
107029	2455	313
71263	2191	3
225724	4614	91
77855	1269	1
66468	2669	104
74322	2537	2241
17190	2672	5815
74453	2108	29
17919	6647	967
73606	1932	0
100217466	62	1
52538	1500	1811
16891	3787	165
319195	775	339
100217457	55	53
407819	1047	1018
69190	2471	996
100503117	1204	21
17131	4441	4561
269037	6192	357
100038353	2301	0
207259	4572	392
73009	1016	0
17126	9142	1706
664805	3141	0
66191	1394	976
76987	3668	369
71206	1673	11
17344	5433	1526
225742	2103	2
240411	6595	0
225743	7300	7
212163	3418	596
100503152	3923	9
67640	1262	7
225745	1004	250
11946	2432	18004
619308	2893	4
19201	2262	205
100502841	9672	720
620235	1029	5
108052	3995	22
27411	5147	0
240427	9955	1752
100861811	246	0
100861819	246	0
100861827	246	0
93737	3143	171
240442	4188	825
100502902	2708	3
68731	1339	235
27366	5620	4254
66255	1258	60
66943	4866	8612
240444	2815	12
67655	3685	887
100039348	1734	0
18018	7433	692
50771	5432	1963
20689	6903	5
100628596	71	0
14427	2871	0
17196	6718	1746
329002	9473	1145
100628586	60	0
76961	627	0
329003	7817	1468
75853	987	0
76995	681	0
70960	522	0
110796	5814	379
225791	3321	251
240476	7909	640
338403	2829	0
66054	2051	814
433208	1572	0
240479	2153	1
100503964	2073	0
109672	749	889
50764	1586	1
67105	1315	237
665402	818	146
246317	3531	0
12405	2201	0
54607	3210	734
246102	7269	251
225825	2487	0
623279	996	1
67988	4611	1747
70011	395	0
20589	5562	237
353242	992	299
12894	4301	2283
17771	3298	11
14419	699	24
52036	4957	3876
16973	5172	5151
72056	1882	504
225888	9112	2060
12660	5361	11992
27060	3304	2829
225887	963	1105
67689	1832	269
54445	2266	686
73458	1999	42
621603	2161	90
71670	1505	98
109575	1778	0
66387	786	330
60425	1397	244
17995	1572	2311
14870	744	964
14869	752	5
225884	683	1
29866	1291	0
52004	911	668
18739	4609	1931
11632	1347	511
66990	1518	1067
73660	1433	7
269053	3925	4
23789	1844	2682
19265	846	16
58988	1491	728
107239	3968	93
100502789	3877	14
108995	1759	7
19045	1363	5469
19367	2046	254
100861918	802	3
56708	818	240
69745	913	231
100861921	575	2
245857	2728	3101
68423	2141	370
110355	3182	3641
225876	7268	4289
11854	1338	341
319314	1193	12
171180	3277	341
69861	1167	36
18563	4272	1939
225875	2919	1374
19671	1446	858
381196	2262	15
20743	8235	2081
100861931	442	0
66704	1829	284
19653	2586	695
56275	2809	820
12460	1057	554
399599	3163	0
56464	1975	241
11474	2855	5
70605	2562	283
52028	5597	100
75221	2683	902
240518	1937	39
66419	2882	560
225872	3277	1
13340	2473	133
108902	2035	143
107392	1338	699
225870	4176	538
70445	2563	24
381199	3945	26
68090	1493	625
12794	1237	79
76308	1835	2802
16594	3054	562
107975	4342	2457
319322	3233	4147
100861943	445	13
545276	2422	3
225865	2061	0
73720	3951	10
23825	821	1693
69860	2469	923
20227	5091	1759
414115	1734	6
78306	1778	0
74931	2106	0
622178	195	0
66556	929	2069
107242	1546	1009
14283	1705	1615
240514	4401	882
58249	1240	756
13041	1232	7
58859	1842	720
71711	1993	313
12631	1184	10870
225861	1650	33
75555	1021	1
18426	2900	1125
381201	3092	203
68209	646	503
81601	2536	1336
19697	2709	7176
20469	3868	370
104401	7264	2424
26403	3804	2702
16530	1117	17
114601	6447	905
17826	1212	830
56390	690	304
100038547	2358	5
16998	5190	10246
78891	2637	1716
72289	6982	8684
100502960	607	1
66961	3177	27052
69595	903	4
67457	3166	896
107375	1833	162
332359	2115	24
19708	2690	1285
104252	1491	71
18969	2872	479
381203	1897	0
12333	3191	1338
100502985	1966	6
100503014	333	3
74126	3656	2404
18120	1722	518
14109	815	5731
29805	1262	198
73166	1479	232
68505	2631	1056
433215	537	3
81909	1235	450
67849	1906	186
381204	2238	13
66406	1374	159
69024	1541	340
56327	869	301
74481	1372	9
622554	1613	0
170458	588	1
225849	2708	502
100862017	431	0
329015	6340	2848
723957	86	1
387187	89	1
13660	3182	5664
100862023	322	2
240505	5994	2258
17283	3040	879
26412	2466	565
100503066	583	10
22668	4361	9697
19309	2844	184
19395	2193	16
18190	6660	122
100008567	733	19
20521	2255	1
56613	3106	586
100502687	904	0
100628576	59	0
78317	4959	202
54683	688	2598
67674	1034	396
26379	2242	559
67077	781	17
16528	1735	1
107173	2767	569
12015	1452	399
18797	4195	2309
18938	919	859
14227	665	756
22340	1282	310
57431	840	357
68323	999	189
107328	1144	112
108101	2587	82
20867	2173	4217
107227	1275	534
70494	4168	3
396184	5872	6
107260	1677	1332
12868	545	4016
100861619	359	3
70999	3275	893
104383	2013	144
13728	5075	2935
100503986	1016	1
68229	3618	1274
654802	559	5
108899	4989	1647
20168	5030	6073
109168	6699	2370
225845	3523	1453
56072	2755	275
66727	1044	2
207151	1984	0
236149	2007	5
171405	2152	0
434674	2004	0
236293	2208	0
319800	1997	0
19879	3510	0
18399	4026	0
402757	2745	41
12669	6290	98
17254	2958	6822
83673	476	2193
100127111	126	64
107071	1204	809
74307	380	11
56389	2264	2323
53319	2284	4538
66836	748	459
67706	848	387
225895	2499	122
100039957	2478	1
67710	868	960
75291	2071	21
70387	3470	659
68693	5726	5766
14704	1699	27
14705	2210	836
68852	2583	52
225896	1033	2014
107197	831	394
67531	384	10
100628605	76	0
66276	615	246
109077	3294	571
14376	3844	5621
100861648	492	0
72727	1584	731
19881	1526	68
225898	3180	1150
100504651	1277	18
23942	3087	3357
70044	2750	507
67160	1565	3671
66395	18543	80156
22287	468	3
66514	2274	937
621699	1661	5766
623688	1554	118
16319	3217	636
14319	866	20442
24115	2082	8
74760	2320	12
60527	3269	2080
56473	1508	3123
76267	3460	4664
14156	2215	831
69038	510	915
225908	5597	33
269060	5634	252
54525	6966	1620
278795	2077	60
67752	1458	21
66072	3097	468
269061	3604	3071
68642	1096	267
72982	918	95
225912	2580	568
225913	2256	244
13194	4164	12854
71768	3540	8
75096	592	0
58803	1416	0
107305	2415	1708
12507	2069	3
403202	2115	0
12511	3034	1
65221	2345	6
98170	3489	2242
68539	1930	1725
28000	6333	3185
22786	1925	0
14764	2644	0
108673	3003	809
69826	1011	0
545279	1713	0
76002	1385	1
107350	775	2009
64381	1082	0
69369	1194	0
69416	631	0
73466	1375	0
75138	1020	0
12482	2057	0
269063	945	0
383435	3624	0
109225	939	2
666907	836	0
64380	1723	0
60361	1259	0
73656	2053	3
100504727	1079	0
666926	1374	0
100502579	620	0
69774	1687	7
66607	1464	4
68774	1371	10
14126	1010	0
170813	1012	0
225922	673	0
170834	873	0
225923	807	0
14603	1532	2
94063	1134	391
20908	4980	2432
258938	948	3
258227	957	0
257938	1032	0
258405	930	0
225929	4221	1915
76303	4587	1892
258675	933	0
258676	942	0
258155	936	0
258805	1673	0
258674	936	0
258673	945	0
258677	954	0
258409	939	0
258683	939	0
258681	939	0
258680	1076	0
258682	948	0
258117	939	0
258679	948	0
258678	957	0
56093	3918	0
17476	4336	28
207521	5770	1025
107373	3199	164
74333	1106	3
240549	1609	0
107146	1310	0
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	2
109910	5609	1908
107321	1673	6
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	267
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	846
107272	2491	1340
208518	2549	187
100502653	1157	1
14682	5634	2899
595139	6361	3015
14675	3383	701
271564	11164	1356
14240	1515	0
353211	12512	32
14537	4707	218
100502699	1441	0
54391	2482	1401
18552	9346	111
20409	1714	958
225994	1637	191
67383	2094	39
225995	1631	461
225997	6509	262
225998	9400	0
16952	1395	26928
68994	778	1
320092	1085	0
320155	2917	0
11668	2032	4
26358	2060	40
13409	4073	6
22682	7385	8065
14544	5417	325
66206	1428	371
226016	2475	834
83921	6667	4510
226025	10717	7
100502872	324	0
387200	68	0
16601	3263	3075
100316672	121	2
226026	5868	1162
71738	3338	10
67483	868	0
72351	2064	199
791290	3167	199
319924	6632	14
381217	2548	52
75521	667	0
21873	4798	6122
14297	1095	138
18719	2526	265
68034	1696	225
226040	2462	667
226041	7981	578
14237	2345	1
226043	2011	194
76088	7810	2950
100042503	390	764
107351	5410	919
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	1
67155	6086	1450
70942	668	3
329047	618	0
22359	8308	232
100042588	579	0
240595	5077	1
52874	3462	1281
107372	2595	0
19726	9341	460
226075	3917	237
320176	1314	0
434460	762	807
20510	3708	1222
381218	2152	11
74411	2882	513
67072	2517	531
56248	2751	1930
67329	1247	8
100503337	664	10
59028	1803	781
724062	97	0
791409	1808	2
16452	5030	2915
27356	660	103
19773	697	3
67759	843	331
60533	3639	65
58205	3415	1
77779	2317	8
226089	6282	1219
226090	5394	2378
77836	461	0
240613	8026	1164
240614	4867	535
77125	2603	2017
66745	2231	0
109113	3540	1725
104174	3756	25
625917	378	32
17195	1069	0
100503233	910	0
546723	804	335
13380	2245	2
19091	7378	427
625995	583	2
83410	3752	848
78103	2854	2
69865	3828	0
54447	4823	341
208449	4539	5064
67188	1641	38
17330	2619	474
23972	3796	156
67979	2813	2154
19211	8212	1750
67795	1630	41
100628575	90	0
628236	1197	1
381236	2721	13
668106	1231	0
668114	1197	0
100503559	411	0
329055	2236	0
67717	1353	0
240633	2240	11
70166	1502	0
78753	2701	216
52024	1754	20
76630	1978	313
11475	1780	447
14102	1801	220
12642	1353	59
16889	2971	4587
15958	3949	52
15959	1998	7
667373	2375	0
667370	2013	1
112419	3365	7
15957	2638	56
240638	3870	56
75735	3692	137
723826	87	0
240641	5563	173
100316775	74	0
15566	3084	2
54364	1156	228
107765	1765	29
100502583	447	0
76073	1509	328
676676	1120	9
226098	4764	139
668215	2662	1
53412	2676	10
74493	6481	6621
72514	1756	30
107182	8509	2878
208922	5792	253
319931	1919	0
69104	5286	1610
77059	3243	22
15925	4976	2291
16551	4819	462
15242	1771	15
107371	2737	358
546726	1557	0
13082	1781	1
226101	7094	2611
619304	2755	0
74107	2778	263
107221	1393	30
19662	1297	6
110855	2967	0
70567	1400	73
56839	4259	2
240660	3471	309
74055	9514	1296
57753	3977	778
209478	4209	239
15201	3019	770
72082	1989	0
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	1
54132	1505	1929
20411	6791	328
56454	3527	1029
67590	2725	282
12495	4197	991
668310	3315	3
240665	3819	177
381223	880	0
72672	6840	481
17060	2097	61
100502752	2789	1
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	0
107358	6144	10252
83490	2615	356
627352	1048	368
212391	4663	189
381224	4852	242
20562	5238	5
100502871	2238	0
71085	5140	149
14296	2614	86
212398	2161	1160
107094	4320	2495
18648	1832	641
66583	1622	319
74168	1838	491
72199	3965	1212
226122	1527	823
56642	1100	4
67432	1635	113
66765	1401	13
226123	1816	251
84095	3771	2868
69534	976	479
277010	3077	299
319740	5614	1662
54612	1900	20
71146	2984	17
100526549	89	0
72832	2616	0
52013	3979	853
100861941	450	0
67573	5437	41
74580	3119	1222
100502892	400	7
192236	2754	419
100861965	813	3
100502913	2447	9
545291	2175	1
83674	5040	3
14718	2058	2333
18089	2112	0
246696	1535	705
100502982	1993	9
93685	6050	206
226139	4798	461
66388	1308	89
12780	5389	2
100038628	2043	3
71972	4882	1583
93721	1792	2
226143	2197	4
226144	3432	1337
12675	3500	1534
72502	3581	222
73689	898	210
329064	3321	15
30049	3470	43
20250	5453	2495
100628619	61	0
100502995	593	0
329065	3072	5
20249	4837	9691
22423	3376	0
240667	3923	353
67264	641	1808
319594	6190	1714
18504	3029	0
73322	770	0
226151	6880	886
73894	610	0
26456	4303	175
94067	1213	534
226153	3488	832
226154	2921	2338
100503041	3903	138
94280	2966	1362
107250	1380	19
21908	2030	1
16814	864	0
12234	6325	490
100503332	947	31
56626	2336	162
100861983	584	0
226162	1353	311
30838	1946	628
71232	1015	0
14179	1319	3
18150	860	373
100861995	635	3
76055	4797	4162
80906	813	2
71617	2896	404
20170	2696	169
16825	2677	3695
226169	5244	4117
70769	3636	2900
12686	1879	0
18742	1379	0
107338	6401	1756
100503392	1788	382
18034	3292	9379
73728	3900	2171
68431	1348	100
67116	1941	597
751550	109	0
75579	788	24
75146	2280	173
54130	2742	2514
24069	2359	257
100862031	1751	149
100503435	901	13
93679	3241	1844
56350	822	196
94279	3213	80
226178	4105	1648
13074	1841	3
66439	2176	260
57344	1751	285
94219	3330	406
76952	4469	1038
226180	2271	4
71041	2098	483
226182	3258	248
66477	341	241
18572	6044	1432
72691	2049	29
546729	1047	0
18011	4412	57
14218	10464	2559
108689	1878	371
100503104	2765	95
20874	7030	4905
12821	5428	84
100503480	1212	0
67788	1583	2840
100048534	5947	22
14873	1163	1086
68214	1394	28
414801	3766	954
381229	3345	0
66673	5634	0
58178	8088	9
16333	1036	0
100043450	1679	0
170750	2406	1282
78457	780	0
27360	4916	1238
69319	488	0
17859	5619	817
76479	2125	1650
381232	5292	84
100503558	627	45
240672	1155	8090
100043462	917	198
13006	4851	1979
73713	6592	2713
18569	2556	1411
100503593	710	6
100503572	2509	307
56392	4213	2394
11551	3801	225
14732	3828	446
21684	2725	0
73707	3889	29
433256	3151	2753
66980	2289	566
53611	3405	940
77594	2496	0
21416	4553	1796
26930	2856	0
269094	2928	90
226243	2066	0
18175	5499	5
12369	2350	580
226245	2388	761
55947	4074	288
66866	3934	616
11554	2491	173
213993	2754	565
83561	5443	1
240675	3882	19
226250	4075	172
226251	7073	1151
78120	391	0
320879	1954	3
226252	5630	899
72133	6395	301
78073	1785	0
226255	6586	997
14585	3224	3
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	1
18947	1568	0
67507	923	2
73442	5733	12
100526480	87	0
100503848	864	0
226265	2567	3
71653	4081	939
22326	1017	0
332396	3032	0
214084	3803	29
107368	7076	1649
329078	5023	0
13797	2598	0
72647	1827	0
100503908	900	0
74998	6080	302
107376	2070	0
76539	2035	523
226278	1572	0
78832	5790	1843
332397	3928	102
13669	5176	11375
100217439	56	2
67894	2353	397
94281	2731	20
11757	1445	1390
14773	3168	247
414758	2753	171
633057	1624	23
12982	1849	574
100043120	363	0
633188	546	278
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	195
18108	1877	693
227522	1027	171
78245	535	35
99035	1509	140
104362	706	20
227525	6214	240
18686	515	1
64707	4282	175
50497	1791	812
100861945	1756	30
227526	3013	42
66540	3148	5730
100038349	3348	0
73489	434	0
209630	7468	439
100504349	555	0
67229	3413	829
209645	3837	375
109079	5319	747
16922	1474	1953
100861976	655	0
381346	345	6
68527	884	3
70024	3494	255
71648	2413	712
74186	2663	26
227541	7111	20
98828	1623	1319
53893	1590	644
791411	952	8
57743	2369	409
209692	3535	51
326622	5174	1152
227545	3625	451
100038358	2796	14
67856	1812	493
320132	2500	2
98910	4953	2283
14007	9522	831
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	3522
381347	4039	965
77682	737	137
100126244	2526	0
209361	4805	351
11949	1801	4075
16588	1379	559
16425	3122	1748
209378	7928	2701
353282	9136	55
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	10
77543	1034	0
100503147	1609	10
170768	5285	15338
100038528	1684	5
76938	1534	1348
16184	4428	16
16169	1548	386
50755	3514	1483
320816	2356	437
241226	5782	2072
338535	2773	95
100862047	666	0
66960	2333	545
19212	3620	149
227580	3163	0
20163	1412	936
65969	11325	7
13434	2637	90
791315	2472	0
100862060	659	0
22352	1834	757
241230	3161	80
30963	1008	74
70957	800	19
20844	3690	866
625286	3658	4
17533	5318	4
100124488	79	0
277468	2676	0
12296	4450	2
625342	1981	287
74455	4776	173
75869	3594	2014
67448	3205	445
100504058	4190	1
75069	485	0
74103	2980	27
68231	525	0
77940	3645	19
100034739	3329	10
72668	4363	50
17354	5444	1244
641254	1957	12
13418	8585	1278
100504159	3076	0
12238	881	1002
12151	3594	1174
381350	1651	1
18718	3471	123
100504170	2231	0
74629	1486	1
70882	2995	3
76467	1190	208
19213	1508	0
70909	2004	0
100041244	2092	12
71198	2529	278
433406	2790	9
791278	4341	0
208618	8041	4094
71435	6972	4402
433408	1385	103
71233	1199	115
208967	3899	196
241263	7143	1
100038625	2541	0
667663	5134	0
100041703	207	163
14417	5625	0
100628608	68	0
54519	2540	5
56075	1637	142
11308	3504	2377
74159	3810	1109
67121	4652	137
27377	4571	2664
70981	1842	0
18232	2579	0
76857	2858	188
100504187	422	369
140483	1640	39
227606	1379	0
69677	790	0
215257	1647	1
54448	883	5
54450	1951	3
215274	538	0
16181	2691	357
215632	4683	356
18510	2527	2
100504544	533	0
12287	7290	0
77683	5049	1751
215705	1772	2653
67187	1231	400
67228	2952	235
107733	2423	363
241274	4589	836
100502743	1020	9
56876	2933	3267
72090	2306	64
241275	1673	3
67122	2582	754
227612	3428	219
58202	2637	1423
74472	1430	2
68222	1126	3
227613	1600	6411
142681	2054	6
329360	2021	17
67859	781	80
68846	1333	309
78797	4824	1242
227615	914	116
97031	2808	772
68475	864	536
99152	3017	2178
78217	516	0
227618	1207	92
14810	4230	2
320354	2894	0
100272219	1696	9
227619	3742	1808
83768	1655	229
227620	1690	687
72080	3121	53
12496	1937	332
18146	1473	2065
14347	1970	3
11305	8061	1678
100526555	56	0
69454	799	53
227622	975	454
19215	805	8
100503942	403	0
77701	716	1
69379	1038	30
30839	2359	832
22030	2998	1521
59022	669	1748
381352	3990	171
75454	583	954
381353	4684	23
227624	3155	1958
77058	1725	4
51875	1055	276
14133	1317	8
78076	653	0
13863	1041	0
620709	729	1
332578	1106	0
227627	713	1
107771	843	171
383678	732	0
16820	684	0
227630	652	1
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	0
227634	7978	952
98766	3450	296
67991	7016	289
109299	2683	774
100504023	1970	1
16871	2208	1
227638	2449	294
77481	3129	0
329366	3147	2
67839	3623	228
52838	2923	389
332579	1611	11
227644	4491	880
68112	2195	1889
66865	3125	1742
64436	4135	742
227648	8739	3928
100125929	1647	14
18128	9489	3392
353156	1626	133
387145	73	0
67512	837	394
56279	1622	59
72091	742	122
100306955	139	4
100306954	132	10
329369	694	0
100039446	480	0
16821	774	0
80908	1779	8
20935	2568	710
20933	3466	1799
27176	864	6386
20930	1178	661
20931	1138	427
20932	2863	6079
279029	2169	20
227656	2281	894
279028	4580	34
381356	3474	712
227659	2136	7
66139	1493	0
77794	3242	2
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	300
22325	3482	1209
100504116	668	6
67382	5565	943
140858	2900	1724
20181	5267	1460
12831	8402	74
100038452	2244	1
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	122
241289	5466	263
69327	804	5
118451	2079	522
227671	1335	4
19730	4020	17993
12613	2039	2155
70239	2787	1456
14582	1822	2
64930	7697	989
69987	671	0
68870	1570	1
100526498	74	0
269252	7127	1441
227674	3328	313
54422	3693	2
329375	1295	5
22130	4153	449
269254	10970	1307
171171	1770	3
76220	4292	2
68975	1232	247
107746	6347	2117
433416	629	27
227682	2576	265
227683	1987	245
26569	4008	969
68205	2143	980
723904	97	0
70319	871	17
99151	2715	190
18286	4459	1175
74412	3108	1489
20740	8081	12525
71820	1807	387
56086	3101	3682
263803	2931	193
66220	1194	93
227693	4100	581
70296	3470	501
13804	1032	83
227695	1838	394
70266	1924	909
67350	435	12
241296	4254	1781
227696	1467	329
227697	2126	178
227699	5670	1623
227700	1725	1484
108958	3620	459
57170	2087	230
