EntrezID	Length	MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1
57431	840	329
68323	999	241
107328	1144	85
108101	2587	76
20867	2173	3525
107227	1275	320
70494	4168	13
396184	5872	31
107260	1677	725
12868	545	3460
100861619	359	4
70999	3275	86
104383	2013	9
13728	5075	1860
100503986	1016	0
68229	3618	1697
654802	559	10
108899	4989	974
20168	5030	3553
109168	6699	3591
225845	3523	505
56072	2755	70
66727	1044	10
207151	1984	0
236149	2007	0
171405	2152	0
434674	2004	0
236293	2208	0
319800	1997	0
19879	3510	2
18399	4026	1
402757	2745	24
12669	6290	127
17254	2958	8110
83673	476	1578
100127111	126	63
107071	1204	497
74307	380	10
56389	2264	1277
53319	2284	4942
66836	748	391
67706	848	159
225895	2499	53
100039957	2478	1
67710	868	624
75291	2071	5
70387	3470	329
68693	5726	4813
14704	1699	15
14705	2210	660
68852	2583	181
225896	1033	1514
107197	831	167
67531	384	6
100628605	76	0
66276	615	135
109077	3294	453
14376	3844	2882
100861648	492	0
72727	1584	304
19881	1526	83
225898	3180	746
100504651	1277	33
23942	3087	3587
70044	2750	197
67160	1565	1842
66395	18543	48511
22287	468	0
66514	2274	94
621699	1661	3332
623688	1554	7
16319	3217	340
14319	866	21921
24115	2082	4
74760	2320	26
60527	3269	4043
56473	1508	1077
76267	3460	4401
14156	2215	627
69038	510	769
225908	5597	14
269060	5634	189
54525	6966	30
278795	2077	5
67752	1458	20
66072	3097	407
269061	3604	2617
68642	1096	128
72982	918	58
225912	2580	268
225913	2256	174
13194	4164	8548
71768	3540	11
75096	592	0
58803	1416	0
107305	2415	655
12507	2069	1
403202	2115	0
12511	3034	4
65221	2345	33
98170	3489	9564
68539	1930	3358
28000	6333	1439
22786	1925	0
14764	2644	3
108673	3003	780
69826	1011	0
545279	1713	0
76002	1385	0
107350	775	14
64381	1082	0
69369	1194	0
69416	631	0
73466	1375	0
75138	1020	0
12482	2057	0
269063	945	0
383435	3624	1
109225	939	9
666907	836	1
64380	1723	1
60361	1259	0
73656	2053	6
100504727	1079	0
666926	1374	0
100502579	620	0
69774	1687	1
66607	1464	13
68774	1371	10
14126	1010	0
170813	1012	0
225922	673	0
170834	873	0
225923	807	0
14603	1532	0
94063	1134	301
20908	4980	1353
258938	948	0
258227	957	0
257938	1032	0
258405	930	1
225929	4221	1161
76303	4587	1563
258675	933	0
258676	942	0
258155	936	0
258805	1673	0
258674	936	0
258673	945	0
258677	954	0
258409	939	0
258683	939	0
258681	939	0
258680	1076	0
258682	948	0
258117	939	0
258679	948	0
258678	957	0
56093	3918	0
17476	4336	87
207521	5770	180
107373	3199	69
74333	1106	1
240549	1609	0
107146	1310	0
258692	1065	0
258693	4343	0
64697	1672	0
664779	3350	0
12803	1205	3
109910	5609	1862
107321	1673	6
258697	960	0
258694	945	0
258699	927	0
258698	930	0
433224	1763	333
258696	945	0
258300	945	0
258368	978	0
258700	933	0
258695	924	0
258687	924	0
258568	954	0
667271	1046	0
258684	924	0
258299	939	0
258688	924	0
258120	933	0
258121	924	0
258689	933	0
258686	927	0
258690	930	0
258231	945	0
258685	945	0
258123	945	0
258298	945	0
258691	1100	0
404339	948	0
258288	948	0
258629	948	0
258628	942	0
258098	951	0
258342	960	0
258992	948	0
258341	960	0
258991	1067	0
258736	945	0
258792	945	0
258097	936	0
258626	948	0
258793	951	0
258627	948	0
258151	951	0
21888	4555	1693
107272	2491	3044
208518	2549	224
100502653	1157	9
14682	5634	5305
595139	6361	2650
14675	3383	50
271564	11164	747
14240	1515	0
353211	12512	286
14537	4707	131
100502699	1441	0
54391	2482	804
18552	9346	1558
20409	1714	580
225994	1637	68
67383	2094	32
225995	1631	261
225997	6509	19
225998	9400	1
16952	1395	2697
68994	778	0
320092	1085	0
320155	2917	0
11668	2032	47
26358	2060	5
13409	4073	2
22682	7385	7340
14544	5417	121
66206	1428	419
226016	2475	281
83921	6667	1532
226025	10717	1546
100502872	324	0
387200	68	0
16601	3263	6156
100316672	121	2
226026	5868	847
71738	3338	424
67483	868	0
72351	2064	221
791290	3167	286
319924	6632	67
381217	2548	878
75521	667	0
21873	4798	8549
14297	1095	82
18719	2526	13
68034	1696	194
226040	2462	1015
226041	7981	20012
14237	2345	0
226043	2011	116
76088	7810	141
100042503	390	591
107351	5410	4274
50796	2251	0
240590	2391	0
100503074	474	0
226049	2337	1
67155	6086	5891
70942	668	5
329047	618	0
22359	8308	2031
100042588	579	0
240595	5077	2
52874	3462	795
107372	2595	3
19726	9341	393
226075	3917	220
320176	1314	1
434460	762	526
20510	3708	47
381218	2152	1
74411	2882	80
67072	2517	587
56248	2751	1573
67329	1247	5
100503337	664	7
59028	1803	540
724062	97	0
791409	1808	0
16452	5030	2015
27356	660	3
19773	697	0
67759	843	458
60533	3639	86
58205	3415	1
77779	2317	6
226089	6282	2059
226090	5394	751
77836	461	1
240613	8026	1476
240614	4867	299
77125	2603	32
66745	2231	0
109113	3540	1434
104174	3756	81
625917	378	24
17195	1069	1
100503233	910	0
546723	804	119
13380	2245	12
19091	7378	3783
625995	583	4
83410	3752	197
78103	2854	8
69865	3828	0
54447	4823	555
208449	4539	864
67188	1641	19
17330	2619	260
23972	3796	40
67979	2813	1747
19211	8212	2271
67795	1630	14
100628575	90	0
628236	1197	1
381236	2721	5
668106	1231	0
668114	1197	1
100503559	411	1
329055	2236	0
67717	1353	0
240633	2240	38
70166	1502	0
78753	2701	11
52024	1754	24
76630	1978	282
11475	1780	420547
14102	1801	599
12642	1353	86
16889	2971	999
15958	3949	196
15959	1998	17
667373	2375	0
667370	2013	2
112419	3365	2
15957	2638	37
240638	3870	32
75735	3692	132
723826	87	0
240641	5563	73
100316775	74	0
15566	3084	7
54364	1156	171
107765	1765	125
100502583	447	3
76073	1509	366
676676	1120	12
226098	4764	294
668215	2662	1
53412	2676	25
74493	6481	6219
72514	1756	11
107182	8509	2512
208922	5792	196
319931	1919	1
69104	5286	1684
77059	3243	2
15925	4976	957
16551	4819	218
15242	1771	5
107371	2737	52
546726	1557	0
13082	1781	3
226101	7094	637
619304	2755	1
74107	2778	119
107221	1393	0
19662	1297	5
110855	2967	0
70567	1400	84
56839	4259	19
240660	3471	246
74055	9514	1384
57753	3977	509
209478	4209	353
15201	3019	299
72082	1989	1
72303	1941	0
69888	1630	0
638988	1443	0
13095	1786	0
13097	2869	0
13098	1857	0
545288	1707	0
433247	1769	0
13099	1801	0
100043108	1770	0
13096	1824	0
404195	1772	0
107141	2932	0
226105	1709	0
54132	1505	449
20411	6791	13899
56454	3527	1841
67590	2725	103
12495	4197	8127
668310	3315	59
240665	3819	126
381223	880	1
72672	6840	96
17060	2097	7
100502752	2789	0
100861913	1651	0
21673	2130	0
226115	892	0
24087	3369	2
107358	6144	7434
83490	2615	8
627352	1048	413
212391	4663	102
381224	4852	126
20562	5238	3
100502871	2238	0
71085	5140	94
14296	2614	71
212398	2161	526
107094	4320	1809
18648	1832	894
66583	1622	164
74168	1838	193
72199	3965	610
226122	1527	649
56642	1100	12
67432	1635	47
66765	1401	4
226123	1816	100
84095	3771	3506
69534	976	146
277010	3077	1980
319740	5614	911
54612	1900	19
71146	2984	0
100526549	89	0
72832	2616	0
52013	3979	315
100861941	450	0
67573	5437	60
74580	3119	196
100502892	400	1
192236	2754	184
100861965	813	4
100502913	2447	6
545291	2175	44
83674	5040	0
14718	2058	502
18089	2112	0
246696	1535	316
100502982	1993	5
93685	6050	25
226139	4798	237
66388	1308	70
12780	5389	1
100038628	2043	0
71972	4882	342
93721	1792	0
226143	2197	8
226144	3432	505
12675	3500	1244
72502	3581	85
73689	898	34
329064	3321	0
30049	3470	5
20250	5453	1208
100628619	61	0
100502995	593	0
329065	3072	20
20249	4837	2715
22423	3376	2
240667	3923	239
67264	641	1509
319594	6190	908
18504	3029	0
73322	770	0
226151	6880	769
73894	610	0
26456	4303	901
94067	1213	242
226153	3488	303
226154	2921	1781
100503041	3903	375
94280	2966	754
107250	1380	84
21908	2030	0
16814	864	0
12234	6325	434
100503332	947	6
56626	2336	83
100861983	584	0
226162	1353	164
30838	1946	459
71232	1015	0
14179	1319	0
18150	860	290
100861995	635	2
76055	4797	3227
80906	813	2
71617	2896	376
20170	2696	29
16825	2677	2677
226169	5244	5326
70769	3636	4571
12686	1879	21
18742	1379	3
107338	6401	1547
100503392	1788	365
18034	3292	7709
73728	3900	1846
68431	1348	63
67116	1941	920
751550	109	0
75579	788	19
75146	2280	154
54130	2742	2557
24069	2359	328
100862031	1751	213
100503435	901	40
93679	3241	2184
56350	822	481
94279	3213	47
226178	4105	1067
13074	1841	1
66439	2176	238
57344	1751	534
94219	3330	211
76952	4469	682
226180	2271	3
71041	2098	508
226182	3258	354
66477	341	184
18572	6044	746
72691	2049	80
546729	1047	0
18011	4412	12
14218	10464	5922
108689	1878	401
100503104	2765	13
20874	7030	3209
12821	5428	20029
100503480	1212	0
67788	1583	3464
100048534	5947	59
14873	1163	1805
68214	1394	14
414801	3766	855
381229	3345	0
66673	5634	86
58178	8088	1274
16333	1036	0
100043450	1679	0
170750	2406	858
78457	780	0
27360	4916	892
69319	488	0
17859	5619	553
76479	2125	1339
381232	5292	208
100503558	627	6
240672	1155	4788
100043462	917	154
13006	4851	1639
73713	6592	191
18569	2556	758
100503593	710	2
100503572	2509	396
56392	4213	2242
11551	3801	39
14732	3828	262
21684	2725	0
73707	3889	3
433256	3151	1142
66980	2289	335
53611	3405	625
77594	2496	5
21416	4553	1042
26930	2856	0
269094	2928	31
226243	2066	0
18175	5499	20
12369	2350	290
226245	2388	3263
55947	4074	311
66866	3934	746
11554	2491	169
213993	2754	571
83561	5443	8
240675	3882	609
226250	4075	418
226251	7073	1101
78120	391	0
320879	1954	4
226252	5630	400
72133	6395	299
78073	1785	0
226255	6586	1150
14585	3224	317
791347	450	0
75645	1086	0
69055	742	0
69060	1487	0
69166	1447	0
18946	1619	0
18947	1568	0
67507	923	0
73442	5733	67
100526480	87	0
100503848	864	4
226265	2567	6
71653	4081	215
22326	1017	2
332396	3032	0
214084	3803	48
107368	7076	2386
329078	5023	0
13797	2598	1
72647	1827	0
100503908	900	0
74998	6080	607
107376	2070	1
76539	2035	573
226278	1572	0
78832	5790	1710
332397	3928	157
13669	5176	11289
100217439	56	1
67894	2353	297
94281	2731	25
11757	1445	610
14773	3168	977
414758	2753	92
633057	1624	59
12982	1849	285
100043120	363	0
633188	546	133
664787	1205	0
100038987	1603	0
114564	2719	0
100039029	537	0
100041708	834	0
546061	1443	0
100040974	1132	0
677525	1491	0
100041824	477	0
100503923	974	0
100041057	1473	0
671917	537	0
100041877	1940	0
100041903	891	0
269233	4146	310
18108	1877	465
227522	1027	62
78245	535	6
99035	1509	89
104362	706	2
227525	6214	107
18686	515	1
64707	4282	334
50497	1791	744
100861945	1756	61
227526	3013	106
66540	3148	3396
100038349	3348	0
73489	434	0
209630	7468	2734
100504349	555	1
67229	3413	659
209645	3837	33
109079	5319	931
16922	1474	423
100861976	655	0
381346	345	6
68527	884	40
70024	3494	152
71648	2413	526
74186	2663	68
227541	7111	323
98828	1623	806
53893	1590	521
791411	952	13
57743	2369	444
209692	3535	57
326622	5174	1256
227545	3625	249
100038358	2796	2
67856	1812	526
320132	2500	2
98910	4953	1324
14007	9522	292
68144	6021	0
100038708	2541	0
791270	1242	0
73438	883	0
14462	3215	1508
381347	4039	653
77682	737	51
100126244	2526	0
209361	4805	288
11949	1801	3040
16588	1379	197
16425	3122	5
209378	7928	276
353282	9136	96
100316806	119	0
735255	97	0
100526482	84	0
100124487	97	0
100316663	127	0
735286	73	0
735256	97	0
100316802	123	0
100316770	121	0
100124624	83	0
100526535	87	0
735257	73	0
100526483	87	0
100124642	83	0
100526485	87	0
100124625	83	0
100526536	87	0
100124626	83	0
100526552	87	0
100124627	83	0
100526489	87	0
100526553	83	0
100526491	87	0
100124643	83	0
100526538	87	0
100526554	83	0
100124442	82	0
100526494	87	0
100526495	87	0
100526539	83	0
100124474	81	0
100526496	87	0
100124447	85	0
723922	73	0
735258	97	0
100316701	98	0
100526524	94	0
100124495	80	0
100316668	127	0
100316831	125	0
18761	3313	236
77543	1034	0
100503147	1609	14
170768	5285	3675
100038528	1684	0
76938	1534	1000
16184	4428	0
16169	1548	410
50755	3514	1252
320816	2356	372
241226	5782	7120
338535	2773	187
100862047	666	0
66960	2333	656
19212	3620	123
227580	3163	2
20163	1412	5625
65969	11325	12
13434	2637	178
791315	2472	1
100862060	659	0
22352	1834	10521
241230	3161	53
30963	1008	959
70957	800	7
20844	3690	621
625286	3658	8
17533	5318	10
100124488	79	0
277468	2676	0
12296	4450	3
625342	1981	235
74455	4776	135
75869	3594	1571
67448	3205	7003
100504058	4190	1
75069	485	0
74103	2980	1028
68231	525	0
77940	3645	22
100034739	3329	4
72668	4363	34
17354	5444	858
641254	1957	9
13418	8585	1166
100504159	3076	0
12238	881	656
12151	3594	441
381350	1651	0
18718	3471	798
100504170	2231	0
74629	1486	22
70882	2995	1
76467	1190	140
19213	1508	0
70909	2004	6
100041244	2092	5
71198	2529	291
433406	2790	6
791278	4341	0
208618	8041	5876
71435	6972	4514
433408	1385	221
71233	1199	85
208967	3899	11
241263	7143	0
100038625	2541	0
667663	5134	0
100041703	207	64
14417	5625	0
100628608	68	0
54519	2540	130
56075	1637	98
11308	3504	1669
74159	3810	1356
67121	4652	74
27377	4571	1786
70981	1842	4
18232	2579	0
76857	2858	241
100504187	422	490
140483	1640	64
227606	1379	0
69677	790	0
215257	1647	1
54448	883	0
54450	1951	0
215274	538	0
16181	2691	12
215632	4683	85
18510	2527	45
100504544	533	0
12287	7290	12
77683	5049	1040
215705	1772	347
67187	1231	205
67228	2952	99
107733	2423	313
241274	4589	174
100502743	1020	9
56876	2933	1609
72090	2306	4
241275	1673	0
67122	2582	178
227612	3428	76
58202	2637	665
74472	1430	11
68222	1126	7
227613	1600	3346
142681	2054	0
329360	2021	0
67859	781	1
68846	1333	4
78797	4824	315
227615	914	100
97031	2808	223
68475	864	286
99152	3017	1764
78217	516	0
227618	1207	4
14810	4230	7
320354	2894	1
100272219	1696	4
227619	3742	827
83768	1655	219
227620	1690	196
72080	3121	16
12496	1937	268
18146	1473	912
14347	1970	7
11305	8061	729
100526555	56	0
69454	799	20
227622	975	188
19215	805	1
100503942	403	0
77701	716	0
69379	1038	12
30839	2359	868
22030	2998	679
59022	669	1802
381352	3990	131
75454	583	1108
381353	4684	191
227624	3155	1093
77058	1725	2
51875	1055	375
14133	1317	1
78076	653	3
13863	1041	0
620709	729	0
332578	1106	0
227627	713	0
107771	843	134
383678	732	0
16820	684	0
227630	652	0
620858	596	0
71103	1091	0
77704	839	0
227631	1289	0
227632	6102	7
227634	7978	1111
98766	3450	339
67991	7016	1396
109299	2683	726
100504023	1970	0
16871	2208	1
227638	2449	355
77481	3129	1641
329366	3147	1178
67839	3623	1112
52838	2923	182
332579	1611	6
227644	4491	375
68112	2195	940
66865	3125	828
64436	4135	721
227648	8739	3441
100125929	1647	9
18128	9489	1638
353156	1626	123
387145	73	0
67512	837	76
56279	1622	102
72091	742	54
100306955	139	1
100306954	132	7
329369	694	0
100039446	480	0
16821	774	0
80908	1779	0
20935	2568	936
20933	3466	2424
27176	864	4685
20930	1178	600
20931	1138	743
20932	2863	5003
279029	2169	8
227656	2281	679
279028	4580	1
381356	3474	322
227659	2136	23
66139	1493	0
77794	3242	38
109349	2946	0
329371	4020	0
13166	2282	0
192166	4558	1143
22325	3482	480
100504116	668	23
67382	5565	926
140858	2900	1264
20181	5267	1506
12831	8402	2286
100038452	2244	4
14134	1062	0
100862306	2634	0
100504177	3699	0
56177	3428	368
241289	5466	172
69327	804	13
118451	2079	259
227671	1335	5
19730	4020	15178
12613	2039	337
70239	2787	392
14582	1822	1
64930	7697	404
69987	671	1
68870	1570	4
100526498	74	0
269252	7127	919
227674	3328	147
54422	3693	1
329375	1295	3
22130	4153	104
269254	10970	730
171171	1770	600
76220	4292	448
68975	1232	399
107746	6347	2949
433416	629	19
227682	2576	98
227683	1987	110
26569	4008	546
68205	2143	592
723904	97	0
70319	871	7
99151	2715	111
18286	4459	1373
74412	3108	758
20740	8081	10734
71820	1807	203
56086	3101	3518
263803	2931	108
66220	1194	24
227693	4100	845
70296	3470	164
13804	1032	98
227695	1838	159
70266	1924	146
67350	435	17
241296	4254	2021
227696	1467	117
227697	2126	138
227699	5670	1198
227700	1725	689
108958	3620	564
57170	2087	142
12908	4393	406
100862338	484	2
110854	2577	2091
72500	1569	349
78617	817	4
665635	896	2
100038700	2941	5
100526499	84	0
73598	1591	20
66617	1217	607
72323	2114	605
20204	1129	10
64292	3647	3022
30934	2997	1003
30931	1452	197
227707	1328	247
74270	4157	270
14269	5619	1807
320973	512	13
277463	3926	881
14299	4036	775
665700	15679	84
11898	1631	1
100862380	601	0
320267	3740	1079
100504258	5391	0
381359	2471	0
227715	1635	318
11350	7179	4155
227717	2863	36
98970	4751	8
23928	5930	175
108897	2953	424
227720	8195	932
100504305	1607	21
241303	4011	3
227721	1824	4
227723	10689	6448
99011	2825	296
22245	1951	300
72931	768	1380
99412	4442	1174
13429	3784	112
387239	110	0
68379	3294	1695
73737	657	2023
16819	853	61501
96979	1952	602
227731	3965	5040
71254	3173	69
98952	4217	2642
13481	861	488
227733	1473	30
20448	4368	551
50935	2585	320
11636	2365	4953
13805	3572	879
100316776	86	0
14287	2263	1375
107951	3389	1231
100499514	82	0
100628606	73	5
27387	3681	63
70730	1119	0
30933	1536	255
338348	2674	28
329384	913	95
227736	1675	49
20910	4005	775
227737	3693	7025
227738	3982	187
269261	638	2535
104367	118	148
56017	2083	220
99326	3387	218
241308	2738	11
26360	3444	3295
241311	6602	186
71834	5090	603
16917	1219	515
100504399	3815	1399
72543	4995	1079
320482	3653	0
100504427	1963	0
18516	2393	259
96990	1793	0
227743	3018	1088
66691	5966	1656
14828	2616	32396
227746	1858	625
30050	5698	1211
66998	2042	303
77996	2312	24
74016	3743	97
22029	2325	42
15139	5448	8
98870	2358	6
26920	7792	754
68365	3081	2662
100504493	1271	0
227753	2938	6551
13830	2816	622
75859	1227	0
74854	1372	0
14594	3586	318
100042194	2037	120
69601	7090	2606
74410	3177	26
77665	653	0
100038606	2988	0
100861632	624	0
68375	739	141
75495	690	0
16874	3577	52
67889	2548	3614
67871	2251	427
100504593	429	0
100861645	439	0
19224	2864	130
258949	921	0
675440	642	78
258951	930	0
258953	939	0
258952	942	0
258950	939	0
258621	930	0
258947	936	0
258940	930	0
258945	939	0
258946	942	0
18350	939	0
18328	942	0
258620	939	0
258944	933	0
258942	948	0
258943	936	0
258941	954	0
258618	933	0
258617	948	0
258616	927	0
227789	993	0
258615	954	0
258365	969	0
259053	954	0
258656	939	0
236509	930	0
545417	1103	0
258371	984	0
67466	2858	609
319817	8967	820
100217435	68	0
241322	4535	186
320633	5267	20
227800	6746	1236
338346	2297	2
20744	16348	383
241324	6372	0
227801	4352	760
16870	2286	4
59126	3272	821
19177	969	2179
26423	2947	16
14536	6308	248
387176	76	0
723903	89	0
241327	2409	581
76646	1206	0
66489	452	1459
74192	1271	449
76899	4386	331
320271	10705	659
100042584	4750	3
67857	1558	734
94217	14743	361
70789	2733	0
76117	3906	0
320872	1761	0
227835	2554	399
24136	9113	81
100628598	78	0
433424	1388	0
69405	635	0
100503843	615	0
11480	5681	921
26428	4978	979
109241	7055	762
227867	4358	1864
16574	6840	655
71897	2285	6
320343	3660	130
109129	1302	1043
100502624	1786	2
227885	2163	1341
74194	2827	3427
329404	2038	0
387511	897	0
433426	2409	0
71684	2156	243
64685	1368	178
21930	1601	210
51869	8502	703
17996	22489	3
78049	407	0
75423	5212	966
12298	8280	2322
625631	432	42
56324	4124	1393
71409	5851	804
56194	3565	959
65103	2553	397
67874	1460	0
271786	6966	0
16519	1679	0
18227	3347	2514
767815	1099	1
75279	1533	0
227923	1412	7
14571	5931	1304
241391	3247	0
77767	3521	1
227929	5735	101
100042926	1016	0
269275	9049	1
100502932	2940	0
667062	543	0
11477	3298	2427
76654	1627	1
227933	3641	22
227937	4614	4123
76676	1644	0
76747	573	20
100038999	438	45
66860	7873	7558
72137	2183	512
407823	7980	2300
667103	743	0
100505179	714	39
57438	2719	1943
66205	1257	223
17076	5172	467
100039176	561	2
18779	7112	930
16420	5110	157
56878	3057	3981
100038493	2655	2
21353	2335	1527
59029	1541	830
21375	3977	1
94229	5532	0
13482	6301	5
14526	1091	0
14089	2695	31
71586	5519	97
227960	3288	45
170738	3798	0
60344	8667	6
100503492	436	2
50915	1968	717
319876	5045	4288
320106	1606	12
20269	9560	11
110876	8690	38
77771	10672	1
14425	3684	705
73668	4468	580
20265	8287	6
100038743	1347	0
20274	9813	1
20272	7333	7550
383709	1966	0
241431	11971	0
26877	4978	12
53416	3247	912
227998	1339	0
75721	3643	0
241447	3930	525
329416	1808	11
66442	1582	107
14378	2012	0
27413	4895	8
241452	2817	528
14725	15467	77
72569	1419	132
228003	2538	1
320720	2860	92
228005	6297	1749
75051	1731	33
674921	661	349
73373	2104	116
277396	4617	1129
20823	2088	4289
75422	960	200
68795	8084	2238
329421	6256	12
64406	2097	6
68986	889	0
66748	1749	5
14415	3231	0
70231	2484	2398
228012	4032	1194
228019	2370	145
75763	9413	178
73649	5208	56
13427	2788	2546
78830	2924	805
107435	1576	813
100861681	479	0
66559	1259	151
100503424	2810	15
13390	2779	5
111970	2793	0
13392	2473	0
381371	641	1
16403	4205	31558
228026	5137	550
56508	7896	107
100503680	2116	0
65964	9111	3041
66953	2361	400
100861846	364	0
383712	372	0
74541	1663	0
20687	4430	1813
100503849	1147	39
100628587	74	0
67059	2304	881
381373	2813	0
66935	1945	86
74616	3247	141
68526	5079	287
215280	4397	1252
11435	4288	0
100504117	483	30
329427	2707	22
108699	4934	37
11909	4277	1563
100038532	2320	0
228033	679	6457
73962	516	0
69605	8775	215
14029	1428	0
15433	2482	0
15432	2517	0
15431	1011	0
15430	1789	1
15438	2100	9
15437	1424	21
73429	794	0
15434	2902	7
15436	2560	14
387144	68	0
399588	2167	0
15429	1862	1
53375	1258	568
667739	851	15123
545423	483	1
77269	929	0
100504729	1478	0
229279	5224	3727
18024	2469	5018
320474	1463	7
623453	524	522
228061	7359	3586
72421	2614	86
620631	2008	3
78802	2862	3
241489	2848	4
13067	652	1
241490	1898	428
99031	8041	115
23992	1554	394
381375	1219	7
14231	898	351
83435	3007	932
22138	104320	42
545428	6329	446
228071	8900	705
241494	3668	7
100503106	751	0
80744	3449	164
329436	1780	0
100040494	819	0
73823	623	0
22193	1539	1202
16401	9832	8
228094	1759	0
100126874	1930	0
18012	2494	0
70599	5095	958
75276	2644	0
18573	4912	13
320769	2889	42
66861	4054	2552
100503167	2616	0
20378	2920	1
50884	3387	2574
68082	1463	152
735274	86	0
69482	2873	41
241514	4184	0
241516	21053	0
69082	1963	1232
16410	7054	7562
241520	3394	92
71861	2062	0
54598	4737	100
21788	3780	305
672763	830	1
100502854	2295	76
12388	5475	4274
100270744	3520	0
72657	679	165
66958	1968	348
381379	2059	210
228136	4740	2805
98985	1830	167
241525	752	8
387149	64	0
100502874	726	26
12258	1820	974
56791	1387	104
68678	1761	0
30059	666	266
72401	2924	283
269295	1263	23
58207	2601	4695
19074	838	2
53856	949	0
228139	4190	8
100862344	2930	2
20833	2854	2448
228140	5747	3061
74687	1443	0
23796	3564	37
241528	2900	0
257951	930	0
258166	930	0
258865	930	0
258427	945	0
258425	945	0
258426	948	0
228151	1685	1
258429	1068	0
258428	1012	0
257899	945	0
258566	957	0
27216	1079	0
258563	987	0
258866	942	0
258565	945	0
258255	944	0
258561	936	0
258757	918	0
258562	918	0
258564	1016	0
257915	930	0
258579	936	0
259017	933	0
258573	1079	0
258582	948	0
258580	936	0
257900	984	0
258577	924	0
257936	975	0
258154	1061	0
258581	990	0
257916	1011	0
258572	933	0
258571	3743	10
258216	1023	0
258245	1015	0
259151	1125	0
259015	1210	0
257950	960	0
404323	942	0
257941	1097	0
258570	945	0
259013	945	0
18352	960	0
259019	948	0
258575	951	0
259014	960	0
259016	963	0
259018	927	0
404324	927	0
259012	939	0
257974	943	0
259021	939	0
259023	933	0
259020	1079	0
404325	948	0
258386	951	0
259022	942	0
259082	956	0
258403	992	0
257880	942	0
258400	942	0
258401	942	0
625853	579	0
258402	948	0
258404	979	0
404473	990	0
258235	954	0
258583	942	0
258585	933	0
258843	942	0
257933	936	0
258844	942	0
258363	969	0
257913	977	0
258362	1147	0
258725	927	0
258840	1223	0
258842	948	0
258764	939	0
258587	966	0
258584	933	0
228228	1063	0
258763	933	0
258085	939	0
258747	939	0
258841	1109	0
258762	939	0
258766	939	0
258765	939	0
258586	940	0
258655	957	0
404327	981	0
258294	1102	0
257875	924	0
404328	996	0
259031	945	0
258345	945	0
259033	981	0
258347	972	0
259030	957	0
258834	945	0
347712	1860	0
347711	1540	0
110511	924	0
258346	936	0
258111	945	0
258835	1125	0
258652	930	0
258833	927	0
258348	942	0
259032	1125	0
258654	933	0
258653	1067	0
258101	933	0
258632	936	0
258635	1020	0
258630	936	0
258640	951	0
258290	945	0
258317	978	0
258220	945	0
258631	927	0
258103	933	0
258633	957	0
258641	933	0
258636	945	0
258814	1076	0
258846	1112	0
117005	957	0
258639	942	0
258643	960	0
258845	1012	0
117004	942	0
258105	945	0
258638	1043	0
258634	1112	0
258644	1634	0
258291	1100	0
258524	939	0
258525	951	0
404329	939	0
546769	963	0
546770	1071	0
258767	948	0
258203	972	0
258919	924	0
258920	1063	0
258060	936	0
258167	1178	0
258522	912	0
258820	936	0
258523	1090	0
258921	968	0
258768	921	0
329460	957	0
258748	927	0
258456	945	0
433449	945	0
404330	927	0
258450	933	0
257887	1011	0
258897	924	0
258454	930	0
258898	924	0
258455	930	0
258896	924	0
258774	927	0
258453	933	0
258025	936	0
258241	936	0
258900	1297	0
258899	936	0
258451	943	0
258895	936	0
258903	1105	0
258815	936	0
258901	936	0
258902	1026	0
258904	936	0
258177	936	0
258894	1531	0
258893	1027	0
258969	933	0
258973	972	0
257921	936	0
258785	918	0
258446	942	0
258320	936	0
258974	918	0
258975	945	0
258786	948	0
258972	918	0
258804	1074	0
258447	945	0
258970	1053	0
258971	918	0
258784	1062	0
258788	1078	0
258968	1065	0
258787	1078	0
257984	957	0
258967	945	0
259145	957	0
404331	945	0
258370	957	0
258468	945	0
258979	933	0
258985	921	0
18347	906	0
258984	930	0
258980	936	0
258338	930	0
258983	933	0
258466	921	0
258976	915	0
258790	921	0
258206	927	0
258340	930	0
57272	909	0
258339	930	0
18331	1241	0
258987	1018	0
257665	1084	0
406186	918	0
258789	918	0
258982	927	0
258977	924	0
100042690	1079	0
258330	1035	1
19271	8253	1817
59015	5684	765
55935	4691	2440
271813	3462	41
56428	2420	983
67445	1365	69
68349	940	361
67136	2393	90
66461	1321	343
13046	7965	4725
279067	345	5
19400	1620	20
19182	1635	2738
68427	2273	486
100862024	613	1
20375	1333	1
17868	4163	8
228355	6217	313
22259	2036	60
11432	4653	458
107986	1918	317
606735	892	5
100503319	3593	5
80708	2107	379
77038	3409	1006
228356	1979	366
228357	9407	729
619941	312	13
75786	6577	1768
100217458	98	0
14061	1988	17
381410	3740	505
100862052	1368	0
228359	3331	4974
51897	3573	327
241547	2301	61
228361	5290	926
12672	2768	35
17242	1306	1708
104418	4373	2502
26427	2271	193
192285	6912	1214
100316756	98	0
228366	2424	2506
18633	1608	210
75641	364	6
19099	3461	673
12953	4368	311
320507	1190	5
228368	3255	206
100043205	461	3
76969	2682	219
80976	3751	13
100042784	1870	119
277414	2662	2199
241556	3751	1497
639658	1295	2
12521	1854	270
100038525	2923	0
11695	5203	36
14043	2871	2985
329470	1998	146
381411	2168	0
620695	1291	1706
70852	1550	13
69113	1231	250
